record_type,event_id,record_id,evidence_ids,independent_source_count,independent_sources,missing_evidence_ids,confidence_route,required_action
tuple,E021,LLM_E021_002,ev-01714;ev-00499;ev-00500,3,finance.sina.com.cn;news.china.com;toutiao.com,,silver_candidate,standard_review
tuple,E021,LLM_E021_003,ev-00499;ev-01712;ev-01715;ev-00501,4,163.com;kankanews.com;news.china.com;toutiao.com,,silver_candidate,standard_review
tuple,E021,LLM_E021_004,ev-00506;ev-00498;ev-00505,3,163.com;thepaper.cn;toutiao.com,,silver_candidate,standard_review
tuple,E021,LLM_E021_005,ev-00498;ev-00499;ev-00505;ev-01712,4,163.com;news.china.com;thepaper.cn;toutiao.com,,silver_candidate,standard_review
tuple,E021,LLM_E021_006,ev-00497,1,toutiao.com,,low_confidence,human_review_required
tuple,E022,LLM_E022_001,ev-00517;ev-00518;ev-00519;ev-01733,4,cbgc.scol.com.cn;news.china.com;sohu.com;yangtse.com,,silver_candidate,standard_review
tuple,E022,LLM_E022_002,ev-00519;ev-00526;ev-00540;ev-01733,4,huxiu.com;news.china.com;toutiao.com;yangtse.com,,silver_candidate,standard_review
tuple,E022,LLM_E022_003,ev-00517;ev-00519;ev-00523;ev-00526,3,sohu.com;toutiao.com;yangtse.com,,silver_candidate,standard_review
tuple,E022,LLM_E022_004,ev-01732,1,finance.sina.com.cn,,low_confidence,human_review_required
tuple,E022,LLM_E022_005,ev-00538,1,shiyan.com,,low_confidence,human_review_required
tuple,E022,LLM_E022_006,ev-01732,1,finance.sina.com.cn,,low_confidence,human_review_required
tuple,E023,LLM_E023_001,ev-00563;ev-00564;ev-00565;ev-00569,4,163.com;chinanews.com.cn;health.ycwb.com;toutiao.com,,silver_candidate,standard_review
tuple,E023,LLM_E023_002,ev-00563;ev-00564;ev-00565;ev-00567,4,163.com;ce.cn;chinanews.com.cn;toutiao.com,,silver_candidate,standard_review
tuple,E023,LLM_E023_003,ev-00563;ev-00564;ev-00566;ev-00568,3,chinanews.com.cn;toutiao.com;view.inews.qq.com,,silver_candidate,standard_review
tuple,E023,LLM_E023_004,ev-00563;ev-00564;ev-00566;ev-00569,4,chinanews.com.cn;health.ycwb.com;toutiao.com;view.inews.qq.com,,silver_candidate,standard_review
tuple,E023,LLM_E023_005,ev-00564;ev-00565;ev-00566;ev-00567,4,163.com;ce.cn;chinanews.com.cn;view.inews.qq.com,,silver_candidate,standard_review
tuple,E023,LLM_E023_006,ev-00552,1,toutiao.com,,low_confidence,human_review_required
tuple,E024,LLM_E024_001,ev-00584;ev-01756;ev-01764,3,m.ahwang.cn;my399.com;new.qq.com,,silver_candidate,standard_review
tuple,E024,LLM_E024_002,ev-00585;ev-00586;ev-00591;ev-01759,4,big5.china.com.cn;chinanews.com.cn;hxxkw.org;news.cnwest.com,,silver_candidate,standard_review
tuple,E024,LLM_E024_003,ev-00582;ev-00586;ev-01760,3,chinanews.com.cn;m.thepaper.cn;sohu.com,,silver_candidate,standard_review
tuple,E024,LLM_E024_004,ev-01759;ev-00582;ev-01760,3,m.thepaper.cn;news.cnwest.com;sohu.com,,silver_candidate,standard_review
tuple,E024,LLM_E024_005,ev-00584;ev-01756;ev-01762,3,m.ahwang.cn;my399.com;thepaper.cn,,silver_candidate,standard_review
tuple,E024,LLM_E024_006,ev-00583;ev-00588;ev-01761,3,163.com;kankanews.com;toutiao.com,,silver_candidate,standard_review
tuple,E025,LLM_E025_001,ev-00604;ev-00605;ev-01772;ev-01782,4,163.com;huxiu.com;news.bjd.com.cn;toutiao.com,,silver_candidate,standard_review
tuple,E025,LLM_E025_002,ev-00603;ev-00605;ev-01782,2,news.bjd.com.cn;toutiao.com,,silver_candidate,standard_review
tuple,E025,LLM_E025_003,ev-00606;ev-01777;ev-00609,3,bangqike.com;police.news.sohu.com;review.qianlong.com,,silver_candidate,standard_review
tuple,E025,LLM_E025_004,ev-00606;ev-00608;ev-00610,3,bangqike.com;sohu.com;toutiao.com,,silver_candidate,standard_review
tuple,E025,LLM_E025_005,ev-00611;ev-00608,2,m.toutiao.com;sohu.com,,silver_candidate,standard_review
tuple,E025,LLM_E025_006,ev-00607,1,163.com,,low_confidence,human_review_required
tuple,E026,LLM_E026_001,ev-00622;ev-00627;ev-01797;ev-01799,3,guancha.cn;mil.news.sina.com.cn;toutiao.com,,silver_candidate,standard_review
tuple,E026,LLM_E026_002,ev-00627;ev-01792,2,163.com;toutiao.com,,silver_candidate,standard_review
tuple,E026,LLM_E026_003,ev-00622,1,toutiao.com,,low_confidence,human_review_required
tuple,E026,LLM_E026_004,ev-00624;ev-01798;ev-01802,3,bjnews.com.cn;moment.rednet.cn;new.qq.com,,silver_candidate,standard_review
tuple,E026,LLM_E026_005,ev-00624;ev-00625;ev-01798,3,bjnews.com.cn;moment.rednet.cn;sohu.com,,silver_candidate,standard_review
tuple,E026,LLM_E026_006,ev-01801;ev-01803,2,163.com;finance.gucheng.com,,silver_candidate,standard_review
tuple,E027,LLM_E027_001,ev-01814;ev-01816;ev-00643,3,sohu.com;szb.wxrb.com;toutiao.com,,silver_candidate,standard_review
tuple,E027,LLM_E027_002,ev-01816;ev-00642,2,163.com;szb.wxrb.com,,silver_candidate,standard_review
tuple,E027,LLM_E027_003,ev-00643;ev-00645;ev-01811,3,kankanews.com;lawtime.cn;toutiao.com,,silver_candidate,standard_review
tuple,E027,LLM_E027_004,ev-01812,1,finance.sina.com.cn,,low_confidence,human_review_required
tuple,E027,LLM_E027_005,ev-00645;ev-01814;ev-00644,3,kankanews.com;sohu.com;thepaper.cn,,silver_candidate,standard_review
tuple,E027,LLM_E027_006,ev-01811,1,lawtime.cn,,low_confidence,human_review_required
tuple,E028,LLM_E028_001,ev-00664;ev-00668;ev-00669;ev-00685,4,finance.sina.com.cn;fjnews.fjsen.com;fz.bendibao.com;news.fznews.com.cn,,silver_candidate,standard_review
tuple,E028,LLM_E028_002,ev-01257;ev-01258;ev-01259,3,163.com;new.qq.com;toutiao.com,,silver_candidate,standard_review
tuple,E028,LLM_E028_003,ev-00667;ev-00670,2,163.com;zohi.tv,,silver_candidate,standard_review
tuple,E028,LLM_E028_004,ev-00670;ev-00687;ev-00690,2,fz.bendibao.com;zohi.tv,,silver_candidate,standard_review
tuple,E028,LLM_E028_005,ev-00683;ev-00688,2,m-fztvapp.zohi.tv;news.fznews.com.cn,,silver_candidate,standard_review
tuple,E028,LLM_E028_006,ev-00662;ev-00663;ev-00685;ev-00686,2,fz.bendibao.com;m.fz.bendibao.com,,silver_candidate,standard_review
tuple,E029,LLM_E029_001,ev-00691;ev-00695;ev-00697;ev-01833,4,finance.sina.com.cn;gxmuyfy.cn;m.sohu.com;thepaper.cn,,silver_candidate,standard_review
tuple,E029,LLM_E029_002,ev-00696,1,gxmuyfy.cn,,low_confidence,human_review_required
tuple,E029,LLM_E029_003,ev-00697;ev-00699;ev-01833;ev-01837,4,finance.sina.com.cn;gxmuyfy.cn;m.shaoxing.com.cn;news.medlive.cn,,silver_candidate,standard_review
tuple,E029,LLM_E029_004,ev-00691;ev-00692;ev-00693;ev-00694;ev-00697,4,gxmuyfy.cn;m.163.com;m.thepaper.cn;thepaper.cn,,silver_candidate,standard_review
tuple,E029,LLM_E029_005,ev-00695;ev-01832;ev-01846,2,m.sohu.com;toutiao.com,,silver_candidate,standard_review
tuple,E029,LLM_E029_006,ev-01846,1,toutiao.com,,low_confidence,human_review_required
tuple,E030,LLM_E030_001,ev-00711;ev-00712;ev-00715,3,c.m.163.com;news.qq.com;yicai.com,,silver_candidate,standard_review
tuple,E030,LLM_E030_002,ev-00713;ev-00714,2,m.sohu.com;shenzhen.jcy.gov.cn,,silver_candidate,standard_review
tuple,E030,LLM_E030_003,ev-00713;ev-00714;ev-00716;ev-00718,4,m.sohu.com;news.qq.com;shenzhen.jcy.gov.cn;sohu.com,,silver_candidate,standard_review
tuple,E030,LLM_E030_004,ev-00711;ev-00712;ev-00715,3,c.m.163.com;news.qq.com;yicai.com,,silver_candidate,standard_review
tuple,E030,LLM_E030_005,ev-00716;ev-00718;ev-01286;ev-01287;ev-01289,5,difang.gmw.cn;elderly.qianlong.com;gongyi.gmw.cn;news.qq.com;sohu.com,,silver_candidate,standard_review
tuple,E030,LLM_E030_006,ev-00721;ev-00723;ev-00727;ev-00728;ev-00729,1,wjw.sz.gov.cn,,low_confidence,human_review_required
tuple,E032,LLM_E032_001,ev-00758;ev-01881;ev-01883,3,news.gmw.cn;sohu.com;yjj.benxi.gov.cn,,silver_candidate,standard_review
tuple,E032,LLM_E032_002,ev-00756,1,y.meizhou.cn,,low_confidence,human_review_required
tuple,E032,LLM_E032_003,ev-01876;ev-01882;ev-00752,3,bjnews.com.cn;cwyan.com;yjgl.gd.gov.cn,,silver_candidate,standard_review
tuple,E032,LLM_E032_004,ev-01871;ev-01875,2,finance.sina.com.cn;toutiao.com,,silver_candidate,standard_review
tuple,E032,LLM_E032_005,ev-00757,1,toutiao.com,,low_confidence,human_review_required
tuple,E032,LLM_E032_006,ev-00751;ev-00752;ev-00754;ev-01872;ev-01873,3,bjnews.com.cn;k.sina.cn;new.qq.com,,silver_candidate,standard_review
tuple,E033,LLM_E033_001,ev-00795;ev-00797;ev-00779,2,mem.gov.cn;tv.cctv.cn,,silver_candidate,standard_review
tuple,E033,LLM_E033_002,ev-00775,1,toutiao.com,,low_confidence,human_review_required
tuple,E033,LLM_E033_003,ev-00771;ev-00792,1,toutiao.com,,low_confidence,human_review_required
tuple,E033,LLM_E033_004,ev-00800,1,jxtcms.net,,low_confidence,human_review_required
tuple,E033,LLM_E033_005,ev-00802;ev-00800,2,bwc.xyc.edu.cn;jxtcms.net,,silver_candidate,standard_review
tuple,E033,LLM_E033_006,ev-00801;ev-00796,2,fire114.cn;gx.jiceng.zhengzhou.gov.cn,,silver_candidate,standard_review
tuple,E035,LLM_E035_001,ev-00835,1,bjnews.com.cn,,low_confidence,human_review_required
tuple,E035,LLM_E035_002,ev-00835,1,bjnews.com.cn,,low_confidence,human_review_required
tuple,E035,LLM_E035_003,ev-00835,1,bjnews.com.cn,,low_confidence,human_review_required
tuple,E035,LLM_E035_004,ev-00836;ev-01923;ev-01924,2,k.sina.com.cn;news.qq.com,,silver_candidate,standard_review
tuple,E035,LLM_E035_005,ev-00836;ev-00837;ev-00840;ev-01924,3,k.sina.com.cn;news.china.com;news.qq.com,,silver_candidate,standard_review
tuple,E035,LLM_E035_006,ev-01911;ev-01921;ev-01924,3,eeo.com.cn;infzm.com;news.qq.com,,silver_candidate,standard_review
tuple,E036,LLM_E036_001,ev-00857;ev-00858;ev-00859,3,chuzhou.gov.cn;finance.sina.com.cn;slj.xinyang.gov.cn,,silver_candidate,standard_review
tuple,E036,LLM_E036_002,ev-00856;ev-00860;ev-00863,3,bjnews.com.cn;kan.china.com;news.cctv.com,,silver_candidate,standard_review
tuple,E036,LLM_E036_003,ev-00862,1,sohu.com,,low_confidence,human_review_required
tuple,E036,LLM_E036_004,ev-01933;ev-01935,2,news.enorth.com.cn;toutiao.com,,silver_candidate,standard_review
tuple,E036,LLM_E036_005,ev-00855,1,huanbao.bjx.com.cn,,low_confidence,human_review_required
tuple,E036,LLM_E036_006,ev-01931,1,sthjj.chuzhou.gov.cn,,low_confidence,human_review_required
tuple,E037,LLM_E037_001,ev-00876,1,baike.sogou.com,,low_confidence,human_review_required
tuple,E037,LLM_E037_002,ev-00877,1,news.sina.com.cn,,low_confidence,human_review_required
tuple,E037,LLM_E037_003,ev-00895;ev-00897,2,news.bjd.com.cn;thepaper.cn,,silver_candidate,standard_review
tuple,E037,LLM_E037_004,ev-00898;ev-00906,1,163.com,,low_confidence,human_review_required
tuple,E037,LLM_E037_005,ev-00903;ev-00882,2,fire114.cn;toutiao.com,,silver_candidate,standard_review
tuple,E037,LLM_E037_006,ev-00905;ev-00907,2,max.book118.com;thinkdid.com,,silver_candidate,standard_review
tuple,E038,LLM_E038_001,ev-00935;ev-00933,2,mem.gov.cn;toutiao.com,,silver_candidate,standard_review
tuple,E038,LLM_E038_002,ev-00918;ev-00919;ev-00920,2,163.com;cnews.chinadaily.com.cn,,silver_candidate,standard_review
tuple,E038,LLM_E038_003,ev-00943,1,cn.chinadaily.com.cn,,low_confidence,human_review_required
tuple,E038,LLM_E038_004,ev-00916;ev-00938;ev-00939,3,chinanews.com.cn;news.sina.com.cn;sohu.com,,silver_candidate,standard_review
tuple,E038,LLM_E038_005,ev-00941,1,wap.zol.com.cn,,low_confidence,human_review_required
tuple,E038,LLM_E038_006,ev-00934;ev-00936,2,m.sohu.com;toutiao.com,,silver_candidate,standard_review
tuple,E039,LLM_E039_001,ev-00951;ev-00954;ev-00952,3,eco.gov.cn;news.cn;toutiao.com,,silver_candidate,standard_review
tuple,E039,LLM_E039_002,ev-00948;ev-00949,2,163.com;news.china.com,,silver_candidate,standard_review
tuple,E039,LLM_E039_003,ev-00947;ev-00970;ev-00977,3,baike.sogou.com;news.fznews.com.cn;sohu.com,,silver_candidate,standard_review
tuple,E039,LLM_E039_004,ev-00965,1,bjnews.com.cn,,low_confidence,human_review_required
tuple,E039,LLM_E039_005,ev-00953;ev-00975,2,bjnews.com.cn;news.bjd.com.cn,,silver_candidate,standard_review
tuple,E039,LLM_E039_006,ev-00971;ev-00967,1,toutiao.com,,low_confidence,human_review_required
tuple,E040,LLM_E040_001,ev-00984;ev-00992;ev-01332,3,baike.sogou.com;news.cn;yjt.shanxi.gov.cn,,silver_candidate,standard_review
tuple,E040,LLM_E040_002,ev-01327;ev-01328;ev-01332;ev-01333,4,coal.in-en.com;news.china.com;news.cn;stdaily.com,,silver_candidate,standard_review
tuple,E040,LLM_E040_003,ev-01326;ev-01327;ev-01332;ev-01333,4,cnstock.com;news.china.com;news.cn;stdaily.com,,silver_candidate,standard_review
tuple,E040,LLM_E040_004,ev-00993,1,nbd.com.cn,,low_confidence,human_review_required
tuple,E040,LLM_E040_005,ev-01329;ev-01330,2,cnr.cn;zhengguannews.cn,,silver_candidate,standard_review
tuple,E040,LLM_E040_006,ev-01004;ev-01007,1,toutiao.com,,low_confidence,human_review_required
tuple,E041,LLM_E041_001,ev-01010,1,zhihu.com,,low_confidence,human_review_required
tuple,E041,LLM_E041_002,ev-01012;ev-01013,2,toutiao.com;xueqiu.com,,silver_candidate,standard_review
tuple,E041,LLM_E041_003,ev-02013;ev-02015;ev-02020,2,163.com;toutiao.com,,silver_candidate,standard_review
tuple,E041,LLM_E041_004,ev-01012;ev-01017,2,tech.ifeng.com;xueqiu.com,,silver_candidate,standard_review
tuple,E041,LLM_E041_005,ev-01011,1,163.com,,low_confidence,human_review_required
tuple,E041,LLM_E041_006,ev-01014,1,m.toutiao.com,,low_confidence,human_review_required
tuple,E042,LLM_E042_001,ev-01030;ev-01031,1,sohu.com,,low_confidence,human_review_required
