event_id,candidate_id,sentiment,support_label,stakeholder,opinion,rationale,tuple_evidence_ids,chain_ids,chain_evidence_overlap,chain_steps,evidence_id,source_type,title,url,text,review_decision,review_note
E040,LLM_E040_001,positive,supported,应急管理部,立即派出工作组和医疗专家组赶赴现场指导救援处置工作,从官方通报中可见应急管理部在火灾发生后迅速调度资源，体现了高效应急响应。,ev-01362;ev-01364,CHAIN_E040_001,"CHAIN_E040_001:ev-01362,ev-01364",CHAIN_E040_001 => 永聚煤业办公楼浴室火灾发生 | 应急管理部派出工作组和医疗专家组救援 | 吕梁市新闻办发布情况通报，山西省召开新闻发布会 | 调查报告公布，18名企业人员被采取刑事强制措施,ev-01364,official,,https://www.chinamine-safety.gov.cn/xw/yjglbyw/202311/t20231116_468891.shtml,"应急管理部持续调度指导救援处置工作 派出工作组和医疗专家组赶赴现场 11月16日7时许,山西吕梁市永聚煤矿一办公楼发生火灾,造成重大人员伤亡。 接报后,应急管理部部长王祥喜持续调度了解情况,要求抓紧核",,
E040,LLM_E040_002,neutral,supported,山西省政府新闻办公室,召开火灾事故情况通报会，向公众说明事故伤亡和救援进展,evidence包含召开通报会的明确记载，是政府信息公开的常规操作。,ev-01363,CHAIN_E040_001,CHAIN_E040_001:ev-01363,CHAIN_E040_001 => 永聚煤业办公楼浴室火灾发生 | 应急管理部派出工作组和医疗专家组救援 | 吕梁市新闻办发布情况通报，山西省召开新闻发布会 | 调查报告公布，18名企业人员被采取刑事强制措施,ev-01363,social_media,,https://www.toutiao.com/article/7302337533180985883/,"“CGTN记者团”微博消息,11月17日下午3点,山西省人民政府新闻办公室在山西吕梁市召开永聚煤业办公楼“11.16”重大火灾事故情况通报会,会",,
E040,LLM_E040_003,negative,supported,国务院事故调查组,发布事故调查报告，确认火灾为重大责任事故，并建议对18名企业人员采取刑事强制措施,调查报告指出永聚煤业存在违法问题，责任人被采取强制措施，定性为责任事故。,ev-01327;ev-00992,CHAIN_E040_001;CHAIN_E040_002,"CHAIN_E040_001:ev-00992,ev-01327 || CHAIN_E040_002:ev-01327",CHAIN_E040_001 => 永聚煤业办公楼浴室火灾发生 | 应急管理部派出工作组和医疗专家组救援 | 吕梁市新闻办发布情况通报，山西省召开新闻发布会 | 调查报告公布，18名企业人员被采取刑事强制措施 || CHAIN_E040_002 => 永聚煤业联建楼火灾致26人死亡 | 公众对煤矿安全生产体系提出质疑 | 国务院事故调查组开展全面调查 | 调查报告发布，地方官员和企业负责人被问责,ev-01327,public_web,,http://www.stdaily.com/index/kejixinwen/202404/2f5bc3586941420a909c90f61d12a11e.shtml,"山西吕梁永聚煤业“11·16”重大火灾事故调查报告4月23日向社会公布。报告显示,山西省公安机关已对永聚煤业实际负责人等涉嫌违法犯罪的18名企业人员采取刑事强制措施。山西省纪检监察机关依规依纪依法对吕",,
E040,LLM_E040_003,negative,supported,国务院事故调查组,发布事故调查报告，确认火灾为重大责任事故，并建议对18名企业人员采取刑事强制措施,调查报告指出永聚煤业存在违法问题，责任人被采取强制措施，定性为责任事故。,ev-01327;ev-00992,CHAIN_E040_001;CHAIN_E040_002,"CHAIN_E040_001:ev-00992,ev-01327 || CHAIN_E040_002:ev-01327",CHAIN_E040_001 => 永聚煤业办公楼浴室火灾发生 | 应急管理部派出工作组和医疗专家组救援 | 吕梁市新闻办发布情况通报，山西省召开新闻发布会 | 调查报告公布，18名企业人员被采取刑事强制措施 || CHAIN_E040_002 => 永聚煤业联建楼火灾致26人死亡 | 公众对煤矿安全生产体系提出质疑 | 国务院事故调查组开展全面调查 | 调查报告发布，地方官员和企业负责人被问责,ev-00992,official,,http://yjt.shanxi.gov.cn/zwgk_0/zfxxgk_78327/fdzdgknr_78331/gszl/sgdc_78341/202404/P020250113584361088447.pdf,山西吕梁永聚煤业有限公司办公楼 “11·16”重大火灾事故调查报告 山西省政府事故调查组 2024 年4月-1-目录一、事故基本情况.3 (一)事故单位情况.3 1.永聚煤业.3 2.上级单位.4 (,,
E040,LLM_E040_004,negative,supported,永聚煤业有限公司,实际负责人等18名企业人员因涉嫌违法犯罪被公安机关采取刑事强制措施,调查报告明确列出刑事措施，表明企业因安全漏洞面临法律责任。,ev-01327,CHAIN_E040_001;CHAIN_E040_002,CHAIN_E040_001:ev-01327 || CHAIN_E040_002:ev-01327,CHAIN_E040_001 => 永聚煤业办公楼浴室火灾发生 | 应急管理部派出工作组和医疗专家组救援 | 吕梁市新闻办发布情况通报，山西省召开新闻发布会 | 调查报告公布，18名企业人员被采取刑事强制措施 || CHAIN_E040_002 => 永聚煤业联建楼火灾致26人死亡 | 公众对煤矿安全生产体系提出质疑 | 国务院事故调查组开展全面调查 | 调查报告发布，地方官员和企业负责人被问责,ev-01327,public_web,,http://www.stdaily.com/index/kejixinwen/202404/2f5bc3586941420a909c90f61d12a11e.shtml,"山西吕梁永聚煤业“11·16”重大火灾事故调查报告4月23日向社会公布。报告显示,山西省公安机关已对永聚煤业实际负责人等涉嫌违法犯罪的18名企业人员采取刑事强制措施。山西省纪检监察机关依规依纪依法对吕",,
E049,LLM_E049_001,negative,supported,网约车司机,要求平台公开透明抽成比例，降低高抽成,司机收入因高抽成和阴阳账单受损，媒体调查和投诉平台均有大量证据,ev-01370;ev-01382;ev-01385,CHAIN_E049_001;CHAIN_E049_EXP_001,CHAIN_E049_001:ev-01382 || CHAIN_E049_EXP_001:ev-01370,CHAIN_E049_001 => 媒体调查披露聚合平台网约车阴阳账单和高抽成 | 司机投诉阴阳账单，乘客质疑抽成过高 | 交通运输新业态协同监管部际联席会议约谈平台 | 持续关注抽成透明化治理 || CHAIN_E049_EXP_001 => ????????????????????????? | ????????????????????????? | ???????????????????? | ???????????????????????????????,ev-01370,public_interaction,,https://sichuan.scol.com.cn/spsc/202507/83080320.html,"四川在线记者
田珊
廖文卓
王了
视频剪辑
郭雨荷
实习生
幸定坤长期以来,网约车平台抽成过高问题饱受争议。司机们辛苦奔波,却因平台高抽成,收入大打折扣。近日,有网友在问政四川反映,家里人开网约车太难",,
E049,LLM_E049_001,negative,supported,网约车司机,要求平台公开透明抽成比例，降低高抽成,司机收入因高抽成和阴阳账单受损，媒体调查和投诉平台均有大量证据,ev-01370;ev-01382;ev-01385,CHAIN_E049_001;CHAIN_E049_EXP_001,CHAIN_E049_001:ev-01382 || CHAIN_E049_EXP_001:ev-01370,CHAIN_E049_001 => 媒体调查披露聚合平台网约车阴阳账单和高抽成 | 司机投诉阴阳账单，乘客质疑抽成过高 | 交通运输新业态协同监管部际联席会议约谈平台 | 持续关注抽成透明化治理 || CHAIN_E049_EXP_001 => ????????????????????????? | ????????????????????????? | ???????????????????? | ???????????????????????????????,ev-01382,public_web,,https://guancha.gmw.cn/zhuanlan/2024-01/16/content_37092423.htm,"网约车抽成近五成,保障司机权益才能长久发展
2024-01-16
17:56:52
网约车的发展不该滑向零和博弈的局面。只有确保司机的合法权益得到保障,收入构成合理、透明,抽成比例合适,他们才有更强大",,
E049,LLM_E049_001,negative,supported,网约车司机,要求平台公开透明抽成比例，降低高抽成,司机收入因高抽成和阴阳账单受损，媒体调查和投诉平台均有大量证据,ev-01370;ev-01382;ev-01385,CHAIN_E049_001;CHAIN_E049_EXP_001,CHAIN_E049_001:ev-01382 || CHAIN_E049_EXP_001:ev-01370,CHAIN_E049_001 => 媒体调查披露聚合平台网约车阴阳账单和高抽成 | 司机投诉阴阳账单，乘客质疑抽成过高 | 交通运输新业态协同监管部际联席会议约谈平台 | 持续关注抽成透明化治理 || CHAIN_E049_EXP_001 => ????????????????????????? | ????????????????????????? | ???????????????????? | ???????????????????????????????,ev-01385,mainstream_news,,http://www.eeo.com.cn/2024/0117/628714.shtml,"近日,网约车聚合平台抽成过高的现象引发热议。根据媒体调查,网约车聚合平台存在订单层层转卖、多次抽成的现象,比如,一笔实付98.11元的订单,司机实收金额仅为52.17元,占53%,其余47%被平台抽成",,
E049,LLM_E049_002,positive,supported,交通运输部（监管机构）,约谈聚合平台，要求规范经营、合理制定运营规则、加强与司机沟通协商,官方公告显示监管机构已采取行动促进行业规范,ev-01386,CHAIN_E049_001;CHAIN_E049_EXP_001,CHAIN_E049_001:ev-01386 || CHAIN_E049_EXP_001:ev-01386,CHAIN_E049_001 => 媒体调查披露聚合平台网约车阴阳账单和高抽成 | 司机投诉阴阳账单，乘客质疑抽成过高 | 交通运输新业态协同监管部际联席会议约谈平台 | 持续关注抽成透明化治理 || CHAIN_E049_EXP_001 => ????????????????????????? | ????????????????????????? | ???????????????????? | ???????????????????????????????,ev-01386,social_media,,https://www.163.com/dy/article/IASV9IJ20519U3I5.html,"7月29日消息,从交通运输部获悉,交通运输新业态协同监管部际联席会议办公室当日组织对多家网约车平台、聚合平台公司进行约谈。约谈要求,进一步规范经营行为,合理制定运营规则,加强与司机群体的沟通协商,落实",,
E049,LLM_E049_003,negative,supported,网约车司机,投诉平台存在‘阴阳账单’，实际抽成远高于显示比例,司机具体投诉案例显示乘客支付金额与司机端显示不一致,ev-01369;ev-01217,CHAIN_E049_EXP_001;CHAIN_E049_001,"CHAIN_E049_EXP_001:ev-01217,ev-01369 || CHAIN_E049_001:ev-01217",CHAIN_E049_EXP_001 => ????????????????????????? | ????????????????????????? | ???????????????????? | ??????????????????????????????? || CHAIN_E049_001 => 媒体调查披露聚合平台网约车阴阳账单和高抽成 | 司机投诉阴阳账单，乘客质疑抽成过高 | 交通运输新业态协同监管部际联席会议约谈平台 | 持续关注抽成透明化治理,ev-01369,social_media,,https://www.toutiao.com/article/7446254260548895259/,"我们先来看一笔账单。但司机端却显示乘客只支付了144.27元,抽成只有25.69%。在企业订单和第三方渠道订单中,这种“阴阳账单”更是屡见不鲜。有司机提醒,如果你在机场接到这类订单,可得留神了,抽佣比",,
E049,LLM_E049_003,negative,supported,网约车司机,投诉平台存在‘阴阳账单’，实际抽成远高于显示比例,司机具体投诉案例显示乘客支付金额与司机端显示不一致,ev-01369;ev-01217,CHAIN_E049_EXP_001;CHAIN_E049_001,"CHAIN_E049_EXP_001:ev-01217,ev-01369 || CHAIN_E049_001:ev-01217",CHAIN_E049_EXP_001 => ????????????????????????? | ????????????????????????? | ???????????????????? | ??????????????????????????????? || CHAIN_E049_001 => 媒体调查披露聚合平台网约车阴阳账单和高抽成 | 司机投诉阴阳账单，乘客质疑抽成过高 | 交通运输新业态协同监管部际联席会议约谈平台 | 持续关注抽成透明化治理,ev-01217,public_web,,https://tech.ifeng.com/c/8WOAmlKXkWQ,"“乘客支付155.06元,而平台却显示乘客支付了102.89元。”1月15日,某网约车平台(阳光出行)司机陈晨(化名)在某投诉平台上称。 1月14日,陈晨接到由北京朝阳站到北京西站的外派订单。据他表示",,
E049,LLM_E049_004,neutral,supported,全国人大代表,建议加强平台监管，明确抽成比例，提高司机收入,人大代表在公开场合提出监管建议,ev-01400,CHAIN_E049_001,CHAIN_E049_001:ev-01400,CHAIN_E049_001 => 媒体调查披露聚合平台网约车阴阳账单和高抽成 | 司机投诉阴阳账单，乘客质疑抽成过高 | 交通运输新业态协同监管部际联席会议约谈平台 | 持续关注抽成透明化治理,ev-01400,mainstream_news,,https://www.workercn.cn/c/2026-03-07/8749933.shtml,"全国人大代表、重庆市出租车驾驶员殷其龙:网约车平台抽成可能超40%,建议加强平台监管,明确抽成比例,这样网约车司机的收入也能相应提高。(工人日报客户端记者
陈丹丹)",,
E049,LLM_E049_005,neutral,supported,专家,应进一步明确聚合平台与网约车公司的权责，压实平台责任,专家观点呼吁厘清责任，保障各方权益,ev-01390,CHAIN_E049_001,CHAIN_E049_001:ev-01390,CHAIN_E049_001 => 媒体调查披露聚合平台网约车阴阳账单和高抽成 | 司机投诉阴阳账单，乘客质疑抽成过高 | 交通运输新业态协同监管部际联席会议约谈平台 | 持续关注抽成透明化治理,ev-01390,mainstream_news,,https://news.youth.cn/sh/202508/t20250805_16157369.htm,"网约车聚合平台正在打车出行中扮演越来越重要的角色,与此同时,平台对第三方网约车公司缺乏监管,带来的问题也引发了关注。有关专家认为,应进一步明确网约车聚合平台、网约车公司间的权责界定,压实平台责任。
―",,
E004,LLM_E004_001,positive,supported,横沙社区,社区通过投票决议向黄埔区政府申请行政处理留守户房屋拆迁补偿安置争议，以推动旧改进程,多篇新闻报道确认横沙社区投票通过了申请行政处理的决议，展现社区推动改造的积极态度,ev-01460;ev-00081,CHAIN_E004_001,"CHAIN_E004_001:ev-00081,ev-01460",CHAIN_E004_001 => 横沙社区投票通过决议，申请行政处理留守户房屋拆迁补偿安置争议 | 黄埔区政府依据现行旧改政策处理申请 | 后续安置区建设规划许可证获批,ev-01460,forum,,https://www.sohu.com/a/897245964_114984,"2025-05-21 10:34 广州城市更新正在提速。 近期,横沙社区以投票的方式通过了一项决议。决议内容是向黄埔区政府申请行政处理“改造范围内所有留守户房屋拆迁补偿安置争议”,从而在6月30日",,
E004,LLM_E004_001,positive,supported,横沙社区,社区通过投票决议向黄埔区政府申请行政处理留守户房屋拆迁补偿安置争议，以推动旧改进程,多篇新闻报道确认横沙社区投票通过了申请行政处理的决议，展现社区推动改造的积极态度,ev-01460;ev-00081,CHAIN_E004_001,"CHAIN_E004_001:ev-00081,ev-01460",CHAIN_E004_001 => 横沙社区投票通过决议，申请行政处理留守户房屋拆迁补偿安置争议 | 黄埔区政府依据现行旧改政策处理申请 | 后续安置区建设规划许可证获批,ev-00081,forum,,https://www.sohu.com/a/897175733_237556,"2025-05-21 07:41 横沙城中村改造项目香秀路旁未拆除村民房屋 时代财经摄 广州城市更新正在提速。 近期,横沙社区以投票的方式通过了一项决议。决议内容是向黄埔区政府申请行政处理“改造范",,
E004,LLM_E004_002,positive,supported,黄埔区政府,黄埔区政府发布了横沙旧村改造通告，确认改造范围内房屋权属人同意补偿方案，为行政处理提供合法依据,黄埔区政府官方通告显示其已批准改造方案并公告，支持旧改项目的推进,ev-00080,CHAIN_E004_001,CHAIN_E004_001:ev-00080,CHAIN_E004_001 => 横沙社区投票通过决议，申请行政处理留守户房屋拆迁补偿安置争议 | 黄埔区政府依据现行旧改政策处理申请 | 后续安置区建设规划许可证获批,ev-00080,official,,http://www.hp.gov.cn/gzjg/qzfgwhgzbm/qzfbgs/content/post_6835249.html,"广州市黄埔区人民政府关于 横沙旧村改造项目
剩余地块(除一、二期以外的地块)
改造的通告
横沙旧村改造项目剩余地块(除一、二期以外的地块)改造范围内房屋权属人同意《横沙“城中村”拆迁安置补偿 方案》",,
E010,LLM_E010_001,positive,supported,衢州市柯城区双港街道办事处,百家坊未来社区安置房项目正加速推进，将确保按期交付,搜狐新闻文章报道该项目各参建单位团结协作、攻坚克难，项目建设正加速推进中,ev-01564,CHAIN_E010_001,CHAIN_E010_001:ev-01564,CHAIN_E010_001 => 百家坊未来社区安置小区因配套设施未完工导致延期交付 | 安置户对延期表示关注和不满 | 柯城区双港街道办事处发布通告并承诺支付临时安置费 | 后续交付安排待定,ev-01564,forum,,https://www.sohu.com/a/678567536_121117476,"衢州智慧新城百家坊社区项目是全拆重建类安置小区项目,是浙江省第三批未来社区试点创建项目,也是备受关注的重点民生工程。项目自2022年3月开工以来,各参建单位团结协作,紧盯目标、攻坚克难,合力高效推进工",,
E004,LLM_E004_EXP_001,negative,supported,公众,公众对广州市黄埔区横沙社区旧改留守户行政处理争议事件表示关注和担忧，要求相关部门彻查并公布结果,社交媒体和论坛证据ev-00076反映了公众的观点,ev-00076,CHAIN_E004_003,CHAIN_E004_003:ev-00076,CHAIN_E004_003 => 横沙旧改项目留守户补偿安置争议持续 | 社区召开会议并投票决定申请政府强制执行 | 政府发布横沙旧村改造项目通告作为政策依据,ev-00076,social_media,,https://www.163.com/dy/article/FLUHJBVC0514E3L7.html,"横沙社区 是广州市最早一批 进行更新改造的城中村 在城市更新的大浪潮中 城区面貌有了明显改善 近日 横沙旧改进度条再刷新! 快跟小编到现场一探究竟 近日, 大沙街横沙城中村改造项目安置区3A-1、3B",,
E010,LLM_E010_EXP_001,negative,supported,公众,公众对衢州市柯城区百家坊未来社区安置房延期交付事件表示关注和担忧，要求相关部门彻查并公布结果,社交媒体和论坛证据ev-00238反映了公众的观点,ev-00238,CHAIN_E010_001,CHAIN_E010_001:ev-00238,CHAIN_E010_001 => 百家坊未来社区安置小区因配套设施未完工导致延期交付 | 安置户对延期表示关注和不满 | 柯城区双港街道办事处发布通告并承诺支付临时安置费 | 后续交付安排待定,ev-00238,social_media,,https://www.gov.cn/zhengce/zwfwzck/zxbd.htm,"中国政府网的首页内容,包括导航链接、服务信息、主办单位、联系方式等。提供多种语言版本和访问方式,如电脑版、客户端、小程序、微博、微信等。页面还展示了网站标识、备案信息和相关图标。",,
