event_id,tuple_id,stakeholder,opinion,sentiment,rationale,event_chain,evidence_ids,evidence_texts,evidence_source_types,evidence_urls,evidence_titles,evidence_dates,independent_source_count,confidence_route,required_action,adjudication_priority_score,priority_bucket,priority_reason,review_decision,revised_stakeholder,revised_opinion,revised_sentiment,revised_rationale,revised_evidence_ids,reviewer_note,reviewer_id,adjudication_status,annotator_id
E029,LLM_E029_006,社会各界/网民,认为医院通报后事件详细经过和原因仍存在疑点，并围绕事件展开议论。,negative,社交平台材料称医院迅速发布通报后，事件详细经过和原因仍存在许多疑点，引发社会各界议论；但该表述主要来自单一公共社交来源。,,ev-01846,"最近,广西某医院门诊大楼发生了一起令人震惊的坠楼事件,引发了社会广泛关注。据报道,一名病人在门诊大楼内坠楼身亡,事件发生后医院迅速发布通报,但事件的详细经过和原因仍然存在许多疑点,引发了社会各界的议论",social_media,https://www.toutiao.com/article/7362239544118329892/,,,1,low_confidence,human_review_required,0.970,high,weak_support_label;low_confidence_cross_source;few_evidence;single_source_type,uncertain,,,,,,,annotator_B,independent_review,annotator_B
E032,LLM_E032_005,受影响家庭和当地社区,灾害给受影响家庭造成巨大悲痛，并对整个社区产生深远影响,negative,公共社交平台文章将事件描述为令人痛心，并强调其对家庭和社区的伤害；但该表述属于概括性社会评价而非直接当事人引语。,,ev-00757,"在2024年5月1日,位于广东梅州市的梅大高速茶阳路段,发生了一起严重的塌方灾害。这是一起令人痛心的事件,它不仅对受影响的家庭造成了巨大的悲痛,也对整个社区产生了深远的影响。",social_media,https://www.toutiao.com/article/7367163824899670555/,,,1,low_confidence,human_review_required,0.970,high,weak_support_label;low_confidence_cross_source;few_evidence;single_source_type,uncertain,,,,,,,annotator_B,independent_review,annotator_B
E048,LLM_E048_005,App用户和人民群众,对App非法获取、超范围收集、过度索权等侵害个人信息问题反映强烈。,negative,相关治理报道提到，针对人民群众反映强烈的App非法获取、超范围收集、过度索权等问题开展治理；该证据与本事件同属江苏App个人信息治理背景，但未直接点名2025年第1批通报。,,ev-01203,"近期,针对人民群众反映强烈的App非法获取、超范围收集、过度索权等侵害个人信息的问题,江苏省委网信办、省公安厅、省市场监督管理局、省通信管理局依据《中华人民共和国网络安全法》《App违法违规收集使用个",public_web,https://js12377.cn/gzdt/1240.jhtml,,,1,low_confidence,human_review_required,0.970,high,weak_support_label;low_confidence_cross_source;few_evidence;single_source_type,uncertain,,,,,,,annotator_B,independent_review,annotator_B
E015,LLM_E015_006,网友,对自媒体博主在案件中的误导行为表示愤怒。,negative,证据明确提到自媒体博主的误导行为引起网友愤怒。,,ev-00346,"在河北邯郸市肥乡区,一起令人震惊的初中生被害案引发了全国网友的广泛关注。自媒体博主的误导行为引起了网友的愤怒,同时,他们呼吁公正处理并制裁未成年嫌疑人。",social_media,https://www.toutiao.com/article/7347732695205888527/,,,1,low_confidence,human_review_required,0.830,high,low_confidence_cross_source;few_evidence;single_source_type;short_candidate_text,uncertain,,,,,,,annotator_B,independent_review,annotator_B
E022,LLM_E022_004,媒体,曝光药王谷中医馆从事所谓“抗癌治疗”，并宣称抗癌治愈率超过80%。,negative,报道称近日有媒体曝出药王谷中医馆从事抗癌治疗、号称抗癌治愈率超80%。,,ev-01732,"近日,有媒体曝出位于湖北武当山桑树庙村的“药王谷中医馆”,从事“抗癌治疗”,号称抗癌治愈率超80%。从2024年4月18日开诊至5月31日停业期间有15名患者死亡,20人病情加重。 12月2日晚,武当",mainstream_news,https://finance.sina.com.cn/jjxw/2024-12-02/doc-incyasqh5309251.shtml,,,1,low_confidence,human_review_required,0.830,high,low_confidence_cross_source;few_evidence;single_source_type;short_candidate_text,uncertain,,,,,,,annotator_B,independent_review,annotator_B
E005,LLM_E005_002,虹凉馨苑小区物业公司,提出或推动上调小区物业费，且方案被报道为可能连续三年上涨。,neutral,证据明确提到“物业要涨物业费”，并以“小区物业费要连涨三年？”作为争议焦点，但未提供物业方完整理由。,,ev-00096;ev-00097,"在12345市民热线系统中,关于物业服务的投诉总量排名前列,堪称基层治理的“硬骨头”。比如,虹凉馨苑小区就因为物业要涨物业费,引发了居民与物业之间的一场激烈争吵。“不需要你提醒,我说话不要插嘴。你说什 ||| 小区物业费要连涨三年?居民吵到拍台子 2025-06-26 20:24:40 看看新闻Knews记者 潘窈窈 在12345市民热线系统中,关于物业服务的投诉总量排名前列,堪称""基层治理的硬骨头"",比如",public_interaction ||| public_interaction,https://www.kankanews.com/detail/DgwMVGOYZ2W ||| https://www.kankanews.com/detail/RZ2n6xM072j,,,1,low_confidence,human_review_required,0.770,high,weak_support_label;low_confidence_cross_source;single_source_type,uncertain,,,,,,,annotator_B,independent_review,annotator_B
E009,LLM_E009_002,绿地新都会小区商品房业主,被指圈占小区内至少上百个停车位，成为停车位使用争议的直接争议方。,negative,证据中的指控来自公租房住户和媒体报道，称商品房业主圈占车位；但未见商品房业主自身表态。,,ev-00205;ev-01536,"据此前报道,近日,深圳市光明区绿地新都会小区的公租房住户反映,该小区至少上百个车位被同小区的商品房业主圈占,导致公租房住户停车困难。 官方资料显示,绿地新都会小区是光明区2022年第一批次公共租赁住房 ||| 央广网北京4月28日消息(记者张胜坡)近日,深圳某公租房小区的住户向央广网反映,他们所住小区内,至少上百个车位被同小区的商品房业主圈占,导致公租房住户停车困难。 该小区是深圳市光明区光明街道光明大街的",public_web ||| public_web,https://news.cnr.cn/dj/20240429/t20240429_526687945.shtml ||| https://news.cnr.cn/dj/20240428/t20240428_526685236.shtml,,,1,low_confidence,human_review_required,0.770,high,weak_support_label;low_confidence_cross_source;single_source_type,uncertain,,,,,,,annotator_B,independent_review,annotator_B
E040,LLM_E040_006,公众和政府部门,对永聚煤业严重火灾事件高度关注，事件被视为安全责任和社会警示问题。,negative,公共社交平台报道称该严重火灾引起公众和政府部门高度关注，并将其描述为关于安全责任与社会警示的事件。,,ev-01004;ev-01007,"山西省吕梁市离石区永聚煤业有限公司火灾事件:一则关于安全责任与社会警示的报道[新闻稿,日期]在山西省吕梁市离石区,一起严重的火灾事件在永聚煤业有限公司发生,引起了公众和政府部门的高度关注。作为一个客观 ||| 当地时间2023年11月16日清晨,一则紧急报告震动了山西省吕梁市的平静——位于当地的永聚煤业有限公司联建楼发生严重火灾事故。火灾揭示了民营矿业公司安全生产体系可能存在的漏洞,也触动了公众对煤矿安全生",social_media ||| social_media,https://www.toutiao.com/article/7303487463547355684/ ||| https://www.toutiao.com/article/7301985993132507657/,,,1,low_confidence,human_review_required,0.770,high,weak_support_label;low_confidence_cross_source;single_source_type,uncertain,,,,,,,annotator_B,independent_review,annotator_B
E001,LLM_E001_003,三元里村居民,对三元里村旧城改造项目在长期停滞后取得实质性进展感到振奋，并有人主动咨询征收事宜。,positive,搜狐报道提到项目经过长达十年停滞后迎来实质性进展，居民对变化感到振奋，已有多人主动前往工作组咨询征收。,,ev-00010,"经过长达十年的停滞,广州市白云区三元里村的旧城改造项目迎来了实质性进展。根据最新消息,白云区已成立13个征收工作组进驻三元里村,正式启动征拆工作。居民对这一变化感到振奋,已有多人主动前往工作组咨询征收",mainstream_news,https://www.sohu.com/a/881537084_121885030,,,1,low_confidence,human_review_required,0.670,high,low_confidence_cross_source;few_evidence;single_source_type,uncertain,,,,,,,annotator_B,independent_review,annotator_B
E001,LLM_E001_004,白云区征收工作组,进驻三元里村并正式启动征拆工作。,neutral,新闻证据称白云区已成立13个征收工作组进驻三元里村，正式启动征拆工作。,,ev-00010,"经过长达十年的停滞,广州市白云区三元里村的旧城改造项目迎来了实质性进展。根据最新消息,白云区已成立13个征收工作组进驻三元里村,正式启动征拆工作。居民对这一变化感到振奋,已有多人主动前往工作组咨询征收",mainstream_news,https://www.sohu.com/a/881537084_121885030,,,1,low_confidence,human_review_required,0.670,high,low_confidence_cross_source;few_evidence;single_source_type,uncertain,,,,,,,annotator_B,independent_review,annotator_B
E001,LLM_E001_005,三元里村城中村改造项目相关实施方,推出签约激励政策，5月10日前签约的村民可享受奖励金额1万元、50年车位使用权和优先选房权等三重奖励。,positive,新闻报道称“三元里村城中村改造项目激励政策”出炉，5月10日前签约村民可享受三重奖励，包括1万元、50年车位使用权和优先选房权。,,ev-00022,先签约有大礼包派送三元里村城中村改造项目又有新进展啦!近日“三元里村城中村改造项目激励政策”出炉5月10日前签约的村民将可享受三重奖励涵盖奖励金额1万元50年车位使用权、优先选房权另外三元里辖内批发市,mainstream_news,https://new.qq.com/rain/a/20250425A06LSH00,,,1,low_confidence,human_review_required,0.670,high,low_confidence_cross_source;few_evidence;single_source_type,uncertain,,,,,,,annotator_B,independent_review,annotator_B
E003,LLM_E003_002,金钻豪园原业主,曾前往开发商办公室和街道办事处咨询、反映过渡安置费拖欠问题。,negative,公开网页中的业主表述称未收到补偿款，并曾去开发商办公室和街道办事处咨询和反映该问题。,,ev-01438,"[深圳市罗湖区] - 小区概况 罗湖区金钻豪园旧改拖欠租金安置费,原本今年4月份就应该收到旧改租金补偿款的我一直没收到这笔费用,其间去开发商办公室和街道办事处去咨询和反应这个问题,但是金钻豪园开发商一",public_web,https://xiaoqushuo.com/shenzhen/JHKSCUAIDF,,,1,low_confidence,human_review_required,0.670,high,low_confidence_cross_source;few_evidence;single_source_type,uncertain,,,,,,,annotator_B,independent_review,annotator_B
E003,LLM_E003_006,深圳市规划和自然资源局罗湖管理局,后续公告称罗湖区翠竹街道金钻豪园城市更新单元项目一期用地已审批通过。,positive,官方公告显示金钻豪园城市更新单元项目一期用地已经审批通过，属于项目推进方面的后续官方动作。,,ev-01436,"市规划和自然资源局罗湖管理局关于罗湖区翠竹街道金钻豪园城市更新单元项目(一期)用地批复的公告 日期: 2025-09-26 来源: 罗湖区翠竹街道金钻豪园城市更新单元项目(一期)用地已经审批通过,已取",official,http://pnr.sz.gov.cn/luohu/tzgg/content/post_12413904.html,,,1,low_confidence,human_review_required,0.670,high,low_confidence_cross_source;few_evidence;single_source_type,uncertain,,,,,,,annotator_B,independent_review,annotator_B
E004,LLM_E004_005,现场村民,担心拆迁作业未做好安全围蔽，可能危及相邻未签约房屋。,negative,现场报道称有村民指出相邻还有未签约房屋，认为安全围蔽不足，并担心危及未签房屋。,,ev-00084,"今天早上,事发广州黄埔区横沙村的旧改拆迁现场,可以看到挖机已就位,准备拆迁作业有村民发现,与被拆迁的房屋相邻的还有一间没有签约的房屋,但村民直言,房屋并没做足安全的围蔽处理,怕危及到未签的房屋,“连排",social_media,https://www.toutiao.com/article/7114580065253638687/,,,1,low_confidence,human_review_required,0.670,high,low_confidence_cross_source;few_evidence;single_source_type,uncertain,,,,,,,annotator_B,independent_review,annotator_B
E006,LLM_E006_001,美心翡翠明庭小区业主,质疑公示的物业费涨价投票结果与实际调查差距过大,negative,报道称围绕物业费涨价争论日益激烈，业主追问公示投票结果与实际调查为何相差很大。,,ev-00116,"2025-04-17 21:13 两个星期过去,围绕着小区物业费涨价的争论在广州市番禺区大龙街道美心翡翠明庭小区还是日益激烈,大家都在追问:公示的投票结果与实际调查为什么相差那么大?是谁在作假?",mainstream_news,https://www.sohu.com/a/885914198_100116740,,,1,low_confidence,human_review_required,0.670,high,low_confidence_cross_source;few_evidence;single_source_type,uncertain,,,,,,,annotator_B,independent_review,annotator_B
E006,LLM_E006_002,美心翡翠明庭小区业主,怀疑物业费涨价表决过程中存在作假问题,negative,报道直接引用业主追问“是谁在作假”，显示其对表决真实性存在怀疑。,,ev-00116,"2025-04-17 21:13 两个星期过去,围绕着小区物业费涨价的争论在广州市番禺区大龙街道美心翡翠明庭小区还是日益激烈,大家都在追问:公示的投票结果与实际调查为什么相差那么大?是谁在作假?",mainstream_news,https://www.sohu.com/a/885914198_100116740,,,1,low_confidence,human_review_required,0.670,high,low_confidence_cross_source;few_evidence;single_source_type,uncertain,,,,,,,annotator_B,independent_review,annotator_B
E006,LLM_E006_003,美心翡翠明庭小区居民群体,围绕物业费涨价的争论持续升温，居民对涨价程序和结果不满,negative,证据称两个星期过去后，小区物业费涨价争论仍日益激烈，并集中在投票结果真实性问题上。,,ev-00116,"2025-04-17 21:13 两个星期过去,围绕着小区物业费涨价的争论在广州市番禺区大龙街道美心翡翠明庭小区还是日益激烈,大家都在追问:公示的投票结果与实际调查为什么相差那么大?是谁在作假?",mainstream_news,https://www.sohu.com/a/885914198_100116740,,,1,low_confidence,human_review_required,0.670,high,low_confidence_cross_source;few_evidence;single_source_type,uncertain,,,,,,,annotator_B,independent_review,annotator_B
E006,LLM_E006_005,广州市监管部门,物业公司调整物业服务收费应遵守法定调价程序，未经程序即按新标准收费可构成价格违法,neutral,广州市政府相关信息公开材料提到，物业未经法定调价程序即按新标准收费，违反物业管理费调整程序规定并构成价格违法。,,ev-00130,"物业费说涨就涨?物业涉价格违法 当事人在调整小区物业服务收费过程中,未经法定调价程序即以新标准进行收费,违反了广州市物业管理关于物业公司调整物业管理费的相关程序规定,构成价格违法行为。荔湾区市场监管局",official,https://www.gz.gov.cn/zwgk/zdly/jghsf/jgzf/zfdt/content/post_7093226.html,,,1,low_confidence,human_review_required,0.670,high,low_confidence_cross_source;few_evidence;single_source_type,uncertain,,,,,,,annotator_B,independent_review,annotator_B
E007,LLM_E007_001,蓝色康园小区业主,反映小区物业疑似占用公共空间作为员工宿舍。,negative,新闻证据称业主向记者反映物业疑似占用公共空间做宿舍。,,ev-00137,"近日,广州海珠区蓝色康园小区的业主向新快报记者反映,小区物业疑似占用公共空间做宿舍,并在公共区域堆放杂物等,且当中产生的水电费并没有公示,业主们怀疑这些费用被均算,作为公摊费用向所有业主进行收费。记者",mainstream_news,http://api.app.anhuinews.com/content/8545252.html,,,1,low_confidence,human_review_required,0.670,high,low_confidence_cross_source;few_evidence;single_source_type,uncertain,,,,,,,annotator_B,independent_review,annotator_B
E007,LLM_E007_002,蓝色康园小区业主,反映物业在公共区域堆放杂物，影响公共区域使用。,negative,证据明确提到业主反映物业在公共区域堆放杂物。,,ev-00137,"近日,广州海珠区蓝色康园小区的业主向新快报记者反映,小区物业疑似占用公共空间做宿舍,并在公共区域堆放杂物等,且当中产生的水电费并没有公示,业主们怀疑这些费用被均算,作为公摊费用向所有业主进行收费。记者",mainstream_news,http://api.app.anhuinews.com/content/8545252.html,,,1,low_confidence,human_review_required,0.670,high,low_confidence_cross_source;few_evidence;single_source_type,uncertain,,,,,,,annotator_B,independent_review,annotator_B
E007,LLM_E007_003,蓝色康园小区业主,质疑公共区域产生的水电费没有公示。,negative,证据称业主认为相关水电费并没有公示。,,ev-00137,"近日,广州海珠区蓝色康园小区的业主向新快报记者反映,小区物业疑似占用公共空间做宿舍,并在公共区域堆放杂物等,且当中产生的水电费并没有公示,业主们怀疑这些费用被均算,作为公摊费用向所有业主进行收费。记者",mainstream_news,http://api.app.anhuinews.com/content/8545252.html,,,1,low_confidence,human_review_required,0.670,high,low_confidence_cross_source;few_evidence;single_source_type,uncertain,,,,,,,annotator_B,independent_review,annotator_B
E007,LLM_E007_004,蓝色康园小区业主,怀疑公共区域相关水电费被均摊为公摊费用并向全体业主收费。,negative,证据称业主怀疑这些费用被均算，作为公摊费用向所有业主收费。,,ev-00137,"近日,广州海珠区蓝色康园小区的业主向新快报记者反映,小区物业疑似占用公共空间做宿舍,并在公共区域堆放杂物等,且当中产生的水电费并没有公示,业主们怀疑这些费用被均算,作为公摊费用向所有业主进行收费。记者",mainstream_news,http://api.app.anhuinews.com/content/8545252.html,,,1,low_confidence,human_review_required,0.670,high,low_confidence_cross_source;few_evidence;single_source_type,uncertain,,,,,,,annotator_B,independent_review,annotator_B
E007,LLM_E007_005,蓝色康园小区业主,质疑物业费从每平方米一块多涨到两块多且看不到新合同，怀疑物业偷偷涨价。,negative,证据称业主反映物业费上涨、看不到新合同，并怀疑物业偷偷涨价。,,ev-00139,"业主反映蓝色康园物业方存在多种问题,市物管协会正在督促该小区物业方尽快整改 原本每平方米一块多的物业费,如今涨到了两块多,又看不到新合同,业主们怀疑物业偷偷涨价。前段时间,广州市海珠区赤岗街道蓝色康园",mainstream_news,https://k.sina.com.cn/article_1652484947_627eeb5302001q30e.html?from=news&subch=onews,,,1,low_confidence,human_review_required,0.670,high,low_confidence_cross_source;few_evidence;single_source_type,uncertain,,,,,,,annotator_B,independent_review,annotator_B
E007,LLM_E007_006,广州市物业管理行业协会,正在督促蓝色康园小区物业方尽快整改业主反映的问题。,neutral,证据标题明确称市物管协会正在督促该小区物业方尽快整改。,,ev-00139,"业主反映蓝色康园物业方存在多种问题,市物管协会正在督促该小区物业方尽快整改 原本每平方米一块多的物业费,如今涨到了两块多,又看不到新合同,业主们怀疑物业偷偷涨价。前段时间,广州市海珠区赤岗街道蓝色康园",mainstream_news,https://k.sina.com.cn/article_1652484947_627eeb5302001q30e.html?from=news&subch=onews,,,1,low_confidence,human_review_required,0.670,high,low_confidence_cross_source;few_evidence;single_source_type,uncertain,,,,,,,annotator_B,independent_review,annotator_B
E009,LLM_E009_005,官方资料所代表的住房保障管理信息发布方,将绿地新都会小区列为光明区2022年第一批次公共租赁住房相关项目。,neutral,证据称“官方资料显示，绿地新都会小区是光明区2022年第一批次公共租赁住房”，可为公租房住户身份和项目性质提供背景。,,ev-00205,"据此前报道,近日,深圳市光明区绿地新都会小区的公租房住户反映,该小区至少上百个车位被同小区的商品房业主圈占,导致公租房住户停车困难。 官方资料显示,绿地新都会小区是光明区2022年第一批次公共租赁住房",public_web,https://news.cnr.cn/dj/20240429/t20240429_526687945.shtml,,,1,low_confidence,human_review_required,0.670,high,low_confidence_cross_source;few_evidence;single_source_type,uncertain,,,,,,,annotator_B,independent_review,annotator_B
E012,LLM_E012_004,官渡区市场监管局、教育体育局等监管部门,对学校、涉事企业及相关责任人采取处罚和问责措施，包括学校罚款、企业罚款、校长及法定代表人被免、相关领导停职检查。,neutral,证据列明学校被罚10万元、涉事企业被罚578万元，学校校长及法定代表人被免，区教体局和市场监管局相关领导被停职检查。,,ev-00266,"学校被罚10万元、涉事企业被罚578万元,学校校长及法定代表人被免,区教体局、市场监管局相关领导被停职检查,19日晚,云南昆明通报学校食堂肉质变味情况。",social_media,https://www.toutiao.com/article/7427755288494686761/,,,1,low_confidence,human_review_required,0.670,high,low_confidence_cross_source;few_evidence;single_source_type,uncertain,,,,,,,annotator_B,independent_review,annotator_B
E012,LLM_E012_005,湖南通程律师事务所刘琳律师,认为学校应承担相应责任，涉事企业可能面临民事、行政、刑事等多重责任。,negative,法律报道明确引用刘琳律师解读，指出学校和涉事企业均可能承担法律责任。,,ev-01593,"导读:近日,云南昆明云子中学长丰学校食堂疑提供臭肉给学生食用。校长回应:“如果他犯罪了,有法律来管他。”湖南通程律师事务所刘琳律师解读:学校应承担相应责任,涉事企业可能面临民事、行政、刑事等多重责任。",mainstream_news,https://law.rednet.cn/content/646854/69/6421.html,,,1,low_confidence,human_review_required,0.670,high,low_confidence_cross_source;few_evidence;single_source_type,uncertain,,,,,,,annotator_B,independent_review,annotator_B
E013,LLM_E013_005,北京大学附属小学海口学校食堂,事件曝光并被官方介入后停止供餐,neutral,证据明确称官方通报一小学食堂老鼠乱窜，确认存在鼠迹，已立案调查，学校食堂停止供餐。,,ev-00285,"12月25日(发布),海南海口。海口通报一小学食堂老鼠乱窜,官方:确实存在鼠迹。已立案调查 学校食堂停止供餐。",mainstream_news,https://isee.weishi.qq.com/ws/app-pages/share/index.html?&id=76SSrEXpk1TqlYAKU&faker=1&resid=70001020,,,1,low_confidence,human_review_required,0.670,high,low_confidence_cross_source;few_evidence;single_source_type,uncertain,,,,,,,annotator_B,independent_review,annotator_B
E014,LLM_E014_006,本地论坛/知乎发帖者,对名校南宁三中发生校园霸凌表达强烈震惊和谴责，并把事件视为近在身边的校园安全风险。,negative,知乎文本以“地狱空荡荡，恶魔在人间”等强烈措辞评价事件，并提到事发学校是本市百年名校、事件不是远在天边而是近在身边。,,ev-00325,"地狱空荡荡,恶魔在人间。 邯郸事件 刚落下不久,校园霸凌风波又来了。 这一次不是远在天边,而是近在身边。事出的学校“ 南宁三中 ”是本市一所百年名校,想当年为了女儿能跻身名校,差一点就买了南宁三中五象",forum,https://zhuanlan.zhihu.com/p/695675827,,,1,low_confidence,human_review_required,0.670,high,low_confidence_cross_source;few_evidence;single_source_type,uncertain,,,,,,,annotator_B,independent_review,annotator_B
