event_id,chain_id,event_chain,evidence_ids,evidence_texts,evidence_source_types,evidence_urls,evidence_titles,evidence_dates,review_decision,revised_event_chain,revised_evidence_ids,reviewer_note,reviewer_id,adjudication_status
E006,CHAIN_E006_001,物业费涨价表决结果公示遭业主质疑 ||| 业主联合提出异议，质疑投票程序 ||| 大龙街道要求核查结束前不得调价 ||| 事件仍在调查中,ev-00116,"2025-04-17 21:13 两个星期过去,围绕着小区物业费涨价的争论在广州市番禺区大龙街道美心翡翠明庭小区还是日益激烈,大家都在追问:公示的投票结果与实际调查为什么相差那么大?是谁在作假?",mainstream_news,https://www.sohu.com/a/885914198_100116740,,,uncertain,,,,,
E006,CHAIN_E006_002,业主发现投票结果与实际调查不一致 ||| 争议升级，要求查清造假问题 ||| 街道办介入核查 ||| 涨价决定暂缓执行,ev-00116,"2025-04-17 21:13 两个星期过去,围绕着小区物业费涨价的争论在广州市番禺区大龙街道美心翡翠明庭小区还是日益激烈,大家都在追问:公示的投票结果与实际调查为什么相差那么大?是谁在作假?",mainstream_news,https://www.sohu.com/a/885914198_100116740,,,uncertain,,,,,
E006,CHAIN_E006_003,民法典规定物业费调价需双2/3参与表决 ||| 表决结果被质疑未达标准 ||| 街道要求重新核查 ||| 待核查结果,ev-01505;ev-00116,"《中华人民共和国民法典》规定,物业小区内涉及业主共同管理的重大事项要同时达到两个标准:首先,要“双2/3参与表决”(由专有部分面积占比三分之二以上的业主且人数占比三分之二以上的业主参与表决);其次,选 ||| 2025-04-17 21:13 两个星期过去,围绕着小区物业费涨价的争论在广州市番禺区大龙街道美心翡翠明庭小区还是日益激烈,大家都在追问:公示的投票结果与实际调查为什么相差那么大?是谁在作假?",official ||| mainstream_news,http://zfcj.gz.gov.cn/sjb/zjxw/content/mpost_8712027.html ||| https://www.sohu.com/a/885914198_100116740,,,uncertain,,,,,
E007,CHAIN_E007_001,业主集中反映物业费上涨、公共花园改作员工宿舍等问题 ||| 媒体报道引发关注，业主质疑物业违规 ||| 广州市物业管理行业协会督促物业方整改 ||| 后续整改情况待跟进,ev-00137;ev-00139,"近日,广州海珠区蓝色康园小区的业主向新快报记者反映,小区物业疑似占用公共空间做宿舍,并在公共区域堆放杂物等,且当中产生的水电费并没有公示,业主们怀疑这些费用被均算,作为公摊费用向所有业主进行收费。记者 ||| 业主反映蓝色康园物业方存在多种问题,市物管协会正在督促该小区物业方尽快整改 原本每平方米一块多的物业费,如今涨到了两块多,又看不到新合同,业主们怀疑物业偷偷涨价。前段时间,广州市海珠区赤岗街道蓝色康园",mainstream_news ||| mainstream_news,http://api.app.anhuinews.com/content/8545252.html ||| https://k.sina.com.cn/article_1652484947_627eeb5302001q30e.html?from=news&subch=onews,,,uncertain,,,,,
E008,CHAIN_E008_001,一楼住户在同意加装电梯后反悔并阻止施工 ||| 高层业主将一楼业主告上法庭 ||| 温江区人民法院受理并判决支持高层业主 ||| 法院判决生效，纠纷得到法律解决,ev-00179;ev-00180,"成都市温江区白马庙街2号小区四五六楼四户业主,因为一楼2户业主变卦阻挠加装电梯,将一楼业主告上法庭。这也是成都市首例因“电梯加装”引起的诉讼案。 成都市温江区白马庙街2号小区修建于2004年前后,只有 ||| 成都市温江区白马庙街2号小区四五六楼四户业主,因为一楼2户业主变卦阻挠加装电梯,将一楼业主告上法庭。 成都市温江区白马庙街2号小区修建于2004年前后,只有两栋居民楼,楼高6层,每层有两户居民,上、下",official ||| forum,http://ykbyq.lncourt.gov.cn/article/detail/2021/10/id/6303467.shtml ||| https://zhuanlan.zhihu.com/p/440869691,,,uncertain,,,,,
E009,CHAIN_E009_001,公租房住户反映停车位被商品房业主圈占 ||| 上百个车位被圈占导致公租房住户停车困难，冲突升级 ||| 深圳市光明区住房和建设局介入回应 ||| 事件引发社会持续关注，问题待进一步解决,ev-00205;ev-01536;ev-00206;ev-00207,"据此前报道,近日,深圳市光明区绿地新都会小区的公租房住户反映,该小区至少上百个车位被同小区的商品房业主圈占,导致公租房住户停车困难。 官方资料显示,绿地新都会小区是光明区2022年第一批次公共租赁住房 ||| 央广网北京4月28日消息(记者张胜坡)近日,深圳某公租房小区的住户向央广网反映,他们所住小区内,至少上百个车位被同小区的商品房业主圈占,导致公租房住户停车困难。 该小区是深圳市光明区光明街道光明大街的 ||| 记者6日在采访中了解到,深圳市相关方面正在依法依规对该起事件进行处置,并对网传信息进行核实处理,后续还将针对事件中暴露出的停车位使用权问题,督促开发商、物业公司做好相关纠纷化解工作。 ||| 央广网北京4月29日消息(记者张胜坡)4月28日,央广网发布独家报道《私自用水泥墩圈占小区停车位?商品房业主与公租房住户停车位之争背后》,引发关注。 据此前报道,近日,深圳市光明区绿地新都会小区的公租",public_web ||| public_web ||| social_media ||| mainstream_news,https://news.cnr.cn/dj/20240429/t20240429_526687945.shtml ||| https://news.cnr.cn/dj/20240428/t20240428_526685236.shtml ||| https://www.toutiao.com/article/7106408237708100100/ ||| https://m.sohu.com/a/777771356_121687421/?pvid=000115_3w_a,,,uncertain,,,,,
E011,CHAIN_E011_001,学生发布食堂餐食异物视频并质疑食品安全 ||| 校方及初检机构认定为鸭脖，引发舆论争议 ||| 江西省成立联合调查组，认定异物为鼠头 ||| 涉事企业被顶格处罚，事件得到最终定性,ev-01584;ev-01577;ev-01572;ev-00245,"网络视频截图 6月3日,江西工业职业技术学校官方微博就“学校食堂饭菜中吃出老鼠头”一事发布情况通报,称饭菜中的“异物”经当事人确认为鸭脖。通报全文如下: 2023年6月1日下午,一则“江西 ||| 据新华社消息,6月10日,“江西工职院‘6·1’食品安全事件”联合调查组发布情况通报,针对江西工业职业技术学院“6·1”食品安全事件,江西省已成立由省教育厅、省公安厅、省国资委、省市场监督管理局等部门 ||| 【事件概况】 闹得沸沸扬扬的江西工业职业技术学院“鼠头鸭脖”事件,终于真相大白。2023年6月17日,江西联合调查组通报“鼠头鸭脖”事件调查结果称:“通过查看食堂后厨视频、查阅采购清单、询问涉事食堂负 ||| 红星新闻 成都商报红星新闻视频专号,关注我们,认知不一样的世界。 “鼠头鸭脖 ”确系鼠头!当地通报:对涉事企业顶格处罚",social_media ||| mainstream_news ||| mainstream_news ||| mainstream_news,https://m.gmw.cn/2023-06/04/content_1303394540.htm ||| https://news.sohu.com/a/683945040_121123754 ||| https://m.sohu.com/a/704942766_121356813 ||| https://www.sohu.com/a/686492424_116237,,,uncertain,,,,,
E011,CHAIN_E011_002,学生发现鼠头并上传网络，事件曝光 ||| 校方发布通报称异物为鸭脖，网民质疑 ||| 联合调查组介入调查，最终确认鼠头 ||| 官方通报结果，涉事各方责任追究,ev-01584;ev-01577;ev-01576;ev-00245,"网络视频截图 6月3日,江西工业职业技术学校官方微博就“学校食堂饭菜中吃出老鼠头”一事发布情况通报,称饭菜中的“异物”经当事人确认为鸭脖。通报全文如下: 2023年6月1日下午,一则“江西 ||| 据新华社消息,6月10日,“江西工职院‘6·1’食品安全事件”联合调查组发布情况通报,针对江西工业职业技术学院“6·1”食品安全事件,江西省已成立由省教育厅、省公安厅、省国资委、省市场监督管理局等部门 ||| 江西联合调查组通报鼠头鸭脖事件:联合调查组认定饭菜中异物是鼠头。 “特别声明:以上作品内容(包括在内的视频、图片或音频)为凤凰网旗下自媒体平台“大风号”用户上传并发布,本平台仅提供信息存储空间服务。 ||| 红星新闻 成都商报红星新闻视频专号,关注我们,认知不一样的世界。 “鼠头鸭脖 ”确系鼠头!当地通报:对涉事企业顶格处罚",social_media ||| mainstream_news ||| public_web ||| mainstream_news,https://m.gmw.cn/2023-06/04/content_1303394540.htm ||| https://news.sohu.com/a/683945040_121123754 ||| https://finance.ifeng.com/c/8Qgk1ImDwhM ||| https://www.sohu.com/a/686492424_116237,,,uncertain,,,,,
E011,CHAIN_E011_003,学生拍下食堂异物视频并发至网络 ||| 市场监管局初查后发错误结论为鸭脖 ||| 省级联合调查组重新鉴定为鼠头 ||| 事件引发舆论追问后续追责与整改,ev-01584;ev-01585;ev-01572;ev-01579,"网络视频截图 6月3日,江西工业职业技术学校官方微博就“学校食堂饭菜中吃出老鼠头”一事发布情况通报,称饭菜中的“异物”经当事人确认为鸭脖。通报全文如下: 2023年6月1日下午,一则“江西 ||| 近日,江西某高校食堂发生一起“异物”事件,一名男生在夹菜时夹出一块类似老鼠头的物品,并质疑其为老鼠牙齿。该学生将此事拍下并发到网上,引发广泛关注和质疑。事后经市场监督管理局的调查,确认该异物为鸭脖,该 ||| 【事件概况】 闹得沸沸扬扬的江西工业职业技术学院“鼠头鸭脖”事件,终于真相大白。2023年6月17日,江西联合调查组通报“鼠头鸭脖”事件调查结果称:“通过查看食堂后厨视频、查阅采购清单、询问涉事食堂负 ||| 在“鼠头鸭脖”事件中,联合调查组己还原事件真相,值得称道。但我认为,调查组的任务还没完,还应该继续调查相关单位及个人。1、涉事餐饮企业。该企业是如何取得提供该校餐饮服务的资格认证,是否与校方领导有利益",social_media ||| mainstream_news ||| mainstream_news ||| social_media,https://m.gmw.cn/2023-06/04/content_1303394540.htm ||| https://www.sohu.com/a/682039838_121729965 ||| https://m.sohu.com/a/704942766_121356813 ||| https://www.163.com/dy/article/I7P2FGN105561WOP.html,,,uncertain,,,,,
E012,CHAIN_E012_001,"parents discover pork with foul odor at school cafeteria ||| parents complain and post online, sparking public outrage ||| official joint investigation team formed and releases findings ||| contractor penalized, school held accountable",ev-01591;ev-00264;ev-00268;ev-01597,"10月16日,云南昆明有家长发视频称,官渡区云子中学长丰学校学生食堂的生肉有臭味,“整盆肉都是臭的”。学校被质疑提供变质肉给学生食用,引发家长不满。 17日凌晨,昆明市官渡区市场监督管理局、官渡区教育 ||| 事情是这样的,10月16日,有网友爆料称长丰学校食堂存在食品安全问题。而据了解,这次事件的导火索其实是家长们在前一天就跟学校争论过食堂菜品卫生的问题。 也就是说,长丰学校食堂菜品不合格的情况已经被家长 ||| 王军荣 昆明市官渡区人民政府新闻办公室10月19日发布通报称,针对网上反映的昆明市官渡区长丰学校食品安全问题,经过联合调查组调查,该批次鲜猪肉片判定为不合格,原因是运输及存储不当导致变质变臭;学校对食 ||| 10月19日晚,官渡区发布情况通报,针对网上反映的昆明市官渡区长丰学校食品安全问题公布了调查结果及处理意见。从通报来看,调查是实事求是的,处理结果也是及时的,有力度的。从长丰学校食品安全问题被曝光,到",public_web ||| mainstream_news ||| mainstream_news ||| mainstream_news,https://m.szhgh.com/Article/news/resou/2024-10-17/362136.html ||| https://www.sohu.com/a/817438052_120077605/ ||| https://opinion.voc.com.cn/mobile/news/202410/20914692.html ||| https://cj.sina.com.cn/articles/view/1389537561/52d2a919020017ngq,,,uncertain,,,,,
E012,CHAIN_E012_002,"school cafeteria supplies spoiled meat ||| students/parents express alarm, media coverage ||| government authorities intervene, launch probe ||| official report confirms contamination, legal actions",ev-01603;ev-01592;ev-01599;ev-00263,"事件背景:昆明一家学校食堂被家长曝光提供臭肉 2024年10月16日,昆明一所学校的食堂因家长的一则反馈,曝出了令人发指的“臭肉”事件。这名家长在学校微信群里贴出了一些照片,其中显示孩子们所食用的肉类 ||| 【少年强则国强,少年又倒在了食堂。咦,我为什么要说“又”?】 1 10月16日,云南昆明。 官渡区长丰学校被曝食堂的猪肉有臭味,疑提供变质肉给学生食用。 17日,官渡区通报称,现场待加工猪肉感官气味异 ||| 情况通报10月16日,针对网上反映的昆明市官渡区长丰学校食品安全问题,官渡区组织市场监管、教体、公安、农业农村、卫健等部门成立联合调查组,本着实事求是的原则开展调查。现将有关情况通报如下。 ||| 长丰学校食堂被曝“整盆肉都是臭的”后,近日,云南昆明市官渡区联合调查组通报该校食堂肉片异味调查情况。 经调查,长丰学校食堂承包经营企业云南润升物业服务有限公司没有从事餐饮服务的资质,不能作为承包食堂的",mainstream_news ||| public_web ||| social_media ||| mainstream_news,https://www.sohu.com/a/817608155_122046825 ||| https://m.szhgh.com/Article/opinion/zatan/2024-10-19/362232.html ||| https://www.toutiao.com/article/7427495537744445963/ ||| https://news.ifeng.com/c/8drabhH9yFZ,,,uncertain,,,,,
