event_id,tuple_id,stakeholder,opinion,sentiment,rationale,evidence_ids,event_chain_stage,support_status,confidence
E021,E021_SOA_003,公安机关,刑事立案并对有关人员采取控制措施,neutral,公安机关已刑事立案，有关人员已被控制,ev-01714|ev-01730,conflict,candidate_supported,0.82
E021,E021_SOA_004,举报医生朱成刚,实名举报无锡虹桥医院涉嫌骗保,negative,朱成刚医生长达半年实名举报医院涉嫌骗保,ev-01720,conflict,candidate_supported,0.82
E022,E022_SOA_001,武当山特区相关部门,已依法立案，正在全面调查，将及时通报,neutral,发布通报感谢网友关注，已立案调查,ev-00521|ev-00519,response,candidate_supported,0.9
E022,E022_SOA_002,武当山特区公安局,药王谷中医馆涉嫌虚假广告罪，已立案侦查,neutral,蓝侠表示初查证据更符合虚假广告罪构成要件,ev-01738,conflict,candidate_supported,0.9
E023,E023_SOA_001,患者,对隐私被侵犯感到不满并投诉,negative,因第三方工程师违规进入检查室，产生不良就医感受并引发投诉,ev-00563|ev-00568|ev-00570,trigger,candidate_supported,0.9
E023,E023_SOA_002,东莞市中医院,对事件表示歉意并启动调查整改,neutral,发布通报称高度重视，立即对全过程进行复盘调查，并处理相关人员,ev-00570|ev-00568|ev-00579,response,candidate_supported,0.95
E023,E023_SOA_003,媒体,强调患者隐私保护是不可逾越的红线,neutral,在报道中称'患者隐私保护是一条不可逾越的红线',ev-00552,unknown,candidate_supported,0.8
E024,E024_SOA_001,受害人家属,父亲在养老院遭捆绑殴打，质疑养老院虐待老人,negative,女子愤怒反映其父亲被捆绑浑身是伤，老人已住院,ev-01761|ev-01762,trigger,candidate_supported,0.9
E024,E024_SOA_002,曲沃县公安局,涉事护工多次捆绑殴打老人，处以行政拘留十五日罚款五百元,neutral,警方通报调查完结并依法处罚护工,ev-00586|ev-01770,response,candidate_supported,0.9
E024,E024_SOA_003,乐昌镇政府,此事由民政局牵头联合派出所调查,neutral,镇政府回应称正在调查,ev-01762,response,candidate_supported,0.9
E025,E025_SOA_001,举报人余女士,孙某新医生泄露患者隐私,negative,举报人称孙某新向其发送患者麻醉照片和手术信息,ev-01777|ev-00602,diffusion,candidate_supported,0.95
E025,E025_SOA_002,上海市东方医院,暂停涉事医生医疗工作并配合调查,neutral,医院发布公告暂停孙某新医疗工作，配合相关部门调查,ev-00602|ev-00604|ev-01786,response,candidate_supported,0.9
E026,E026_SOA_001,邓州市卫生健康委员会,初步认定这是一起患者未如实说明病情和医疗人员漏诊误诊造成的医疗事故,neutral,邓州市卫健委发布情况通报，初步调查认定存在漏诊误诊，将依法追责,ev-00627|ev-01792|ev-00626|ev-00622,response,candidate_supported,1.0
E027,E027_SOA_001,上海市公安局浦东分局,捣毁医托诈骗团伙,neutral,警方捣毁40人团伙，涉案金额450余万元,ev-01814|ev-00643,resolution,candidate_supported,0.9
E027,E027_SOA_002,浦东新区检察院,办理医托团伙诈骗案,neutral,检察院办理该案，涉及被害人1800余人，涉案金额700余万元,ev-01812,response,candidate_supported,0.9
E027,E027_SOA_003,上海市卫生局、公安局,联合发布打击医托通告，欢迎投诉举报,neutral,上海市卫生局、公安局联合发布通告，加大打击医托力度，公布投诉电话,ev-01823|ev-01824,response,candidate_supported,0.8
E027,E027_SOA_004,西南医大附院,配合开展打击医托专项行动,neutral,为维护患者权益，配合开展打击医托专项行动,ev-00651,conflict,candidate_supported,0.8
E028,E028_SOA_001,福州疾控,推出HPV疫苗排队预约系统，优化预约流程,neutral,福州疾控上线紧缺疫苗排队预约系统，首批推出HPV疫苗预约服务,ev-00669|ev-01260,trigger,candidate_supported,1.0
E028,E028_SOA_002,居民/公众,HPV疫苗预约困难，排队需等待一年,negative,市民反映福州地区四价和九价HPV疫苗一针难求，排队需约一年,ev-01257,conflict,candidate_supported,1.0
E028,E028_SOA_003,福州市卫健委,公布200家HPV疫苗接种单位名单，方便市民查询,neutral,卫健委在公众号上公布全市接种单位地址、联系方式及门诊时间,ev-00688|ev-01274,response,candidate_supported,1.0
E029,E029_SOA_001,广西医科大学第一附属医院,通报坠楼事件经过及调查进展,neutral,医院发布后续情况通报，回应社会关切,ev-00691|ev-00695|ev-00699,response,candidate_supported,0.9
E030,E030_SOA_001,深圳市人民检察院,医院挂号系统无障碍功能缺失，需要整改,neutral,深圳市检察院收到公益诉讼线索，反映部分医院线上及自助挂号机无障碍功能不足,ev-00714|ev-00711,trigger,candidate_supported,0.9
E030,E030_SOA_002,最高人民检察院、民政部、中国残疾人联合会,深圳市检察院就医挂号无障碍公益诉讼案例具有典型意义,neutral,三部门联合发布该案例为无障碍和适老化检察公益诉讼典型案例,ev-00716|ev-00718,trigger,candidate_supported,0.9
E031,E031_SOA_001,明尚西苑居民,火灾隐患已被忽视，担忧成真,negative,居民四年前预见悲剧并七次投诉，物业忽视预警,ev-00741,conflict,candidate_supported,0.9
E031,E031_SOA_002,网友,对小区投诉未有效处理表示质疑,negative,有网友发现该小区业主七次投诉均获回应,ev-00750,response,candidate_supported,0.8
E031,E031_SOA_003,南京市政府,通报事故情况并表达痛心,neutral,南京市举行新闻发布会，市长通报事故伤亡和原因,ev-00742|ev-01863,trigger,candidate_supported,0.9
E031,E031_SOA_004,南京市消防救援支队,迅速响应并扑灭明火,neutral,支队调集消防车和指战员到场处置，6时01分明火被扑灭,ev-01851|ev-01854,trigger,candidate_supported,0.8
E034,E034_SOA_001,居民/公众,燃气费异常，质疑计量准确性和收费合理性,negative,通过热线投诉和网络发帖反映燃气问题，质疑气表计量和收费,ev-00821|ev-00815,conflict,candidate_supported,0.9
E034,E034_SOA_002,成都市市场监督管理局,燃气企业存在以估代抄等违规问题，将开展专项整治,neutral,发布调查通报，确认燃气企业问题并部署整治措施,ev-00822|ev-01903,response,candidate_supported,0.9
E035,E035_SOA_001,居民,怀疑污水进入自来水管网,negative,市民反映自来水发臭并怀疑有污水进入管网,ev-00835,trigger,candidate_supported,0.9
E035,E035_SOA_002,网友,自来水有臭味,negative,社交平台网友反映自来水有臭味,ev-01930,diffusion,candidate_supported,0.9
E035,E035_SOA_003,余杭区人民政府,异味由藻类厌氧降解产生,neutral,政府通报初步调查结果,ev-01911|ev-00839,response,candidate_supported,0.9
E036,E036_SOA_001,居民/公众,滁河水污染可能与上游来水有关,neutral,当地居民根据死鱼现象推测污染来源,ev-00862,unknown,candidate_supported,0.8
E036,E036_SOA_002,媒体,滁河水污染事件小事拖大、大事拖炸,negative,中国环境报发表文章反思事件处置过程,ev-00855,unknown,candidate_supported,0.8
E036,E036_SOA_003,中央生态环境保护督察,全椒县在处置污染时胡乱作为、性质恶劣,negative,中央生态环境保护督察反馈全椒县处置不当,ev-01931,resolution,candidate_supported,0.8
E036,E036_SOA_004,滁州市生态环境局,通报滁河水质异常情况并组织调查处理,neutral,滁州市生态环境局就媒体报道发布情况通报,ev-00859|ev-00858,response,candidate_supported,0.8
E038,E038_SOA_001,国务院事故调查组,认定事故因企业违法违规检验经营、配送不合格气瓶和烧烤店违规操作导致,neutral,官方调查报告认定事故直接原因,ev-00935|ev-01976,trigger,candidate_supported,0.9
E038,E038_SOA_002,公众,事故暴露我国安全管理问题，令人悲哀,negative,网友评论认为事故暴露安全漏洞并表达悲哀,ev-01979,diffusion,candidate_partially_supported,0.6
E039,E039_SOA_001,三河市应急管理局,事故原因初步判断为燃气管道泄漏,neutral,事故调查组专家和应急管理局局长在回应中确认,ev-01997|ev-02010|ev-00954,response,candidate_supported,0.9
E039,E039_SOA_002,河北省应急管理厅,地铁施工导致天然气管道破损泄漏引发爆燃,neutral,正式调查报告认定事故起因和责任,ev-00948|ev-00949|ev-01993,trigger,candidate_supported,0.9
E039,E039_SOA_003,居民,事发前在街边闻到浓烈燃气味怀疑泄漏,negative,旅客和居民在事故前闻到燃气味并向记者反映,ev-00965,unknown,candidate_supported,0.8
E040,E040_SOA_001,吕梁市政府,全力配合调查并尽快查明原因,neutral,吕梁市市长在通报会上表示将配合事故调查并给遇难者家属一个交代,ev-01329,response,candidate_unclear,0.8
E041,E041_SOA_001,出租车司机,对萝卜快跑普及表示不满和投诉,negative,ev-02013中提及萝卜快跑引发当地出租车司机的不满和投诉,ev-02013,conflict,candidate_supported,0.8
E041,E041_SOA_002,武汉本地网友,对萝卜快跑拍手称快,positive,ev-01010指出武汉本地网友基本是拍手称快,ev-01010,unknown,candidate_supported,0.7
E041,E041_SOA_003,萝卜快跑,否认停运传言,neutral,ev-01014中萝卜快跑客服称未停运,ev-01014,diffusion,candidate_supported,0.8
E041,E041_SOA_004,网约车司机,认为无人驾驶还不太成熟,negative,ev-01017中武汉网约车司机刘先生认为目前无人驾驶不成熟,ev-01017,unknown,candidate_supported,0.7
E042,E042_SOA_001,广州市市场监管局,督促即时配送平台企业落实安全责任,neutral,广州市市场监管局发布消息，呼吁平台落实安全责任,ev-01060,response,candidate_supported,0.8
E042,E042_SOA_002,外卖骑手,在新规下保持限速有挑战,negative,外卖骑手阿坤表示保持在限速内行驶是挑战,ev-01033,trigger,candidate_supported,0.9
E042,E042_SOA_003,广州交警,向骑手普及《广州市电动自行车管理规定》内容,neutral,广州交警走进骑手驿站以问答形式普及新规,ev-01044|ev-01043,response,candidate_supported,0.8
E042,E042_SOA_004,人大代表,提出加强外卖配送电动自行车管理的建议,neutral,杨旭代表和刘建国代表分别提出相关建议并被政府部门办理,ev-01041|ev-01045,trigger,candidate_supported,0.7
E043,E043_SOA_001,武汉市民,对共享单车堆积和乱停放影响生活表达不满,negative,反映汉阳空地堆满上千辆共享单车，且有车辆如山影响市容,ev-01100|ev-01073|ev-01074,conflict,candidate_supported,0.8
E043,E043_SOA_002,武汉市城管执法委,开展专项整治，督促共享单车企业回收超量投放车辆,neutral,联合多部门召开调度会，通报一个月回收违规车辆10万余辆,ev-01091|ev-01069,response,candidate_supported,0.9
E043,E043_SOA_003,网友,建议引进共享电动单车以方便出行,positive,在武汉城市留言板提出引进电动单车，希望填补公交不足,ev-01104,diffusion,candidate_partially_supported,0.5
E043,E043_SOA_004,武汉市民,质疑共享单车投放是否经过合理调研与评估,negative,反映武汉投放量最多，询问是否做过需求和使用率调查,ev-01088,conflict,candidate_supported,0.7
E044,E044_SOA_001,牡丹江市城市管理综合执法局,需规范共享单车停放秩序,neutral,制定专项整治方案，约谈运营企业，加强管理,ev-02036|ev-01118|ev-01117,response,candidate_supported,0.9
E044,E044_SOA_002,居民/公众,哈啰单车乱停放严重影响交通安全和市容,negative,市民向城管部门反映哈啰单车乱停放问题,ev-01118,diffusion,candidate_supported,0.9
E044,E044_SOA_003,黑龙江省住建厅,对多次违规停放实施个人信用联合惩戒,neutral,施行新办法规范共享单车停放秩序,ev-02050,response,candidate_supported,0.8
E045,E045_SOA_001,居民/公众,共享单车减少但出行更有序方便,positive,市民田女士表示虽然车变少但好骑，出行有序方便,ev-02066,diffusion,candidate_supported,0.9
E045,E045_SOA_002,武汉东湖风景区城管执法局,依法处罚忽视预警的共享单车企业,neutral,企业多次忽视潮汐点位预警、未及时清理车辆造成通行受阻,ev-02051,response,candidate_supported,0.9
E045,E045_SOA_003,武汉东湖风景区城管执法局,推出电子围栏技术规范共享单车停放,neutral,东湖风景区试点电子围栏，违规停车无法锁车持续计费,ev-01138|ev-01140,response,candidate_supported,0.8
E045,E045_SOA_004,武汉东湖风景区城管执法局,组织调度会协调单车工作保障骑行环境,neutral,东湖风景区城管执法局召开绿道三期单车工作调度会,ev-02053,response,candidate_supported,0.7
E046,E046_SOA_001,工业和信息化部,通报62款存在侵害用户权益行为的App及SDK并限期整改,neutral,工信部于2024年3月14日通报62款APP及SDK，要求按有关规定整改,ev-01159,trigger,candidate_supported,0.0
E047,E047_SOA_001,中央网信办,通报15款App和16款SDK存在违规收集使用个人信息问题，要求整改,neutral,依据相关法律法规检测发现违规行为，发布通报要求运营者限期整改,ev-01177|ev-01178|ev-01180,trigger,candidate_supported,0.9
E048,E048_SOA_001,江苏省通信管理局,通报2025年第1批侵害用户权益行为APP，要求整改,neutral,江苏省通信管理局通报20款App存在侵害用户权益问题，依据法规要求整改,ev-01199|ev-01198|ev-02122,response,candidate_supported,0.9
E049,E049_SOA_001,网约车司机,聚合平台存在阴阳账单，抽成过高，损害司机收入。,negative,司机投诉平台显示乘客支付金额与司机端不符，抽成比例高达30%以上。,ev-01217|ev-01369|ev-01367,conflict,candidate_supported,1.0
E049,E049_SOA_002,媒体,聚合平台抽成过高甚至超40%，阴阳账单涉嫌违法，需加强监管。,negative,媒体调查披露聚合平台订单层层转卖，多次抽成，司机实收金额占比低。,ev-01385|ev-01371,diffusion,candidate_supported,1.0
E049,E049_SOA_003,交通运输部,要求网约车平台和聚合平台规范经营，合理制定规则，加强司机沟通。,neutral,交通运输部约谈多家平台，要求进一步规范经营行为，落实抽成透明。,ev-01386,response,candidate_supported,1.0
E049,E049_SOA_004,人大代表,建议加强平台监管，明确抽成比例，提高司机收入。,neutral,全国人大代表殷其龙指出平台抽成可能超40%，建议明确抽成比例。,ev-01400,unknown,candidate_supported,1.0
E050,E050_SOA_001,网约车司机,平台抽成比例过高且不透明，影响司机收入,negative,网约车司机对平台抽成比例和计算方式提出质疑，认为抽成过高,ev-02136,trigger,candidate_supported,0.9
E050,E050_SOA_002,乘客,打车越来越贵，费用不合理增加,negative,乘客表示打车越来越贵，承担较高费用,ev-02131,trigger,candidate_supported,0.9
E050,E050_SOA_003,媒体,网约车平台抽成过高，存在不透明现象,negative,新华社调查发现网约车平台抽成超过20%甚至高达50%,ev-02134,conflict,candidate_supported,0.9
E050,E050_SOA_004,滴滴出行,少数订单抽成较高，将改进并推进公开透明,neutral,滴滴回应称抽成高于30%的订单仅占2.7%，虚心接受批评并持续公开透明,ev-01239|ev-02131,response,candidate_supported,0.9
