adjudication_status,annotator_id,candidate_confidence,candidate_event_chain_stage,candidate_evidence_ids,candidate_id,candidate_opinion,candidate_rationale,candidate_sentiment,candidate_stakeholder,chain_confidence,edit_reason,event_id,event_name,evidence_ids,evidence_quotes,evidence_texts,exclusion_reason,gold_event_chain_order,gold_event_chain_stage,gold_evidence_ids,gold_notes,gold_opinion,gold_rationale,gold_sentiment,gold_stakeholder,gold_support_label,human_decision,issue_flags,missing_stages,notes,opinion,rationale,review_status,reviewer_id,sentiment,source_type,stakeholder,support_label,tuple_id,verification_label,verification_rationale,verification_score
,,0.85,resolution,ev-00609,E013_SOA_002,请求政府协调解决培训机构退费问题,购买课程后失联、申请退费遭拒,negative,家长,0.7898,,E013,某地校外培训机构退费难事件,ev-00609,'购买课程后失联''申请退费遭拒';请求工作人员协调解决预付卡预收资金退费问题,"培训机构退费法律规定 , 一般培训机构退费多久能退下来? 培训机构退费法律规定 一般培训机构退费多久能退下来? 基础教育信息 2025-05-26 1. 如果舞蹈培训机构的原因导致学生无法完成学习计划，学生有权要求退学、退费，培训机构必须退还剩余费用。2. 在舞蹈培训机构开课前，学生如因不可抗拒的理由（如录取通知书、应征入伍通知书、重大疾病、意外伤亡、家庭特殊困难等）提出退学退费申请，且向培训机构提出申请的，培训机构在扣除5%手续费后，应 培训机构退费一般可以分为以下几种情况：一、若因培训机构的原因造成学生无法完成...",not_final_human_decision,,resolution,ev-00609,verification_rationale: 证据支持除stakeholder外的所有部分：邱女士（非家长）请求协调退费，与候选人opinion一致；evidence中明确提及'购买课程后失联''申请退费遭拒'，支持rationale和negative sentiment。但stakeholder'家长'未在证据中出现，故整体部分支持。; issue_flags: stakeholder_not_supported,请求政府协调解决培训机构退费问题,购买课程后失联、申请退费遭拒,negative,家长,partially_supported,need_review,stakeholder_not_supported,diffusion;follow_up,,请求政府协调解决培训机构退费问题,购买课程后失联、申请退费遭拒,unreviewed,,negative,system_candidate,家长,partially_supported,E013_SOA_002,partially_supported,证据支持除stakeholder外的所有部分：邱女士（非家长）请求协调退费，与候选人opinion一致；evidence中明确提及'购买课程后失联''申请退费遭拒'，支持rationale和negative sentiment。但stakeholder'家长'未在证据中出现，故整体部分支持。,0.6
,,0.9,trigger,ev-00639,E013_SOA_003,建议家长向双减平台或职能部门举报退费难,针对培训机构虚假宣传、退费难问题,neutral,教育部,0.7898,,E013,某地校外培训机构退费难事件,ev-00639,对于教育培训机构虚假宣传、退费难的问题，家长可以向'双减'管理监督平台举报，也可以向当地的职能部门反映。,没上几节课培训学校就停办了——贵州三穗检察支持起诉助79名家长追回16万余元课时费 来源：法治日报 | 2025年06月14日 11:59:25 法治日报 | 2025年06月14日 11:59:25 原标题：没上几节课培训学校就停办了 为培养孩子的兴趣特长，给孩子报名校外特长培训班成了不少家长的选择。然而，贵州省三穗县79名家长却遭遇了培训学校拿钱'跑路'的维权困境。经过三穗县人民检察院支持起诉，家长们追回了16万余元课时费。近日，家长们拿到了剩余课时费。 2022年10月12日，吴某在三穗县成立贵州某教育咨询公...,not_final_human_decision,,trigger,ev-00639,,建议家长向双减平台或职能部门举报退费难,针对培训机构虚假宣传、退费难问题,neutral,教育部,supported,need_review,no_issue,diffusion;follow_up,,建议家长向双减平台或职能部门举报退费难,针对培训机构虚假宣传、退费难问题,unreviewed,,neutral,system_candidate,教育部,supported,E013_SOA_003,supported,证据中教育部官员明确表示家长可向双减平台或职能部门举报退费难问题，与候选元组观点一致，情绪中性，依据直接对应。,1.0
,,0.9,trigger,ev-00615,E013_SOA_004,督促加快推进第三方资金监管防止退费难,退费难成为投诉热点,neutral,教育部,0.7898,,E013,某地校外培训机构退费难事件,ev-00615,我们也将督促相关部门加快推进第三方资金监管，防止退费难和机构卷款跑路。;退费难问题成为很多家长们投诉的热点。,冠县清泉司法所 巧解培训退费难题 2025年04月01日 本报讯 （记者 马永伟 通讯员 霍文戎） 近年来，预付式消费引发的教育培训合同纠纷屡见不鲜，部分培训机构以'课程开通不退费'为由，拒绝为因健康、失业等客观因素无法继续学习的学员退款，致使消费者陷入维权困境，面临举证艰难等诸多阻碍。如何在这类纠纷中平衡契约精神与人文关怀，已成为基层社会治理的焦点之一。 3月26日，冠县司法局清泉司法所成功调处了一起因学员健康原因申请退费引发的教育培训合同纠纷。据了解，学员韩某报名某机构的护工培训课程，并缴纳了3860元学费。然...,not_final_human_decision,,trigger,ev-00615,,督促加快推进第三方资金监管防止退费难,退费难成为投诉热点,neutral,教育部,supported,need_review,rationale_not_supported,diffusion;follow_up,,督促加快推进第三方资金监管防止退费难,退费难成为投诉热点,unreviewed,,neutral,system_candidate,教育部,supported,E013_SOA_004,supported,证据中教育部明确表示将督促加快推进第三方资金监管防止退费难，并提及退费难成为投诉热点，完全支持候选元组。,1.0
,,0.76,conflict,ev-00692;ev-00684,E014_SOA_001,对名校学区划分不满并投诉,名校落地引发学区划分争议，部分家长到教育部门投诉,negative,家长,0.7046,,E014,某市学区划片调整争议,ev-00692;ev-00684,部分家长甚至到教育部门投诉;将教育资源分配背后的焦虑与矛盾摆上了台面,光明时评：学区划片纠纷，有解吗？ 发布时间：2020年07月20日 19:30:04 来源：光明日报客户端 原标题：光明时评：学区划片纠纷，有解吗？ 作者：杨三喜 今年5月，划片入学方案发布后，成都市高新区嘉年华御府小区的不少业主发现，小区没有划进一所刚完工的、由四川省教科院领办的梓州小学学区。小区大门走到学校大门不足百米，站在阳台上就能看见学校背景，但是却只能看，上不了。该小区的学童仍需穿过十二车道的梓州大道，去1.3公里外的行知小学就读。 为此，嘉年华小区325位业主众筹律师费，由8位适龄学童的家长向高新区人民...;广东省教育厅关于进一步规范普通中小学招生入学工作的指导意见 发布时间：2026-04-03 15:55:17 来源：广东省教育厅 粤教基〔2026〕1号 各地级以上市教育局、横琴粤澳深度合作区民生事务局，广东实验中学、华南师范大学附属中学、华南师范大学附属小学： 为深入贯彻落实党的二十大、二十届历次全会和全国教育大会精神，规范普通中小学招生入学秩序，切实维护教育公平，根据《中华人民共和国义务教育法》《中华人民共和国民办教育促进法》《中共中央 国务院关于深化教育教学改革全面提高义务教育质量的意见》《国务院办公厅关于新...,not_final_human_decision,,conflict,ev-00692;ev-00684,,对名校学区划分不满并投诉,名校落地引发学区划分争议，部分家长到教育部门投诉,negative,家长,supported,need_review,no_issue,diffusion;follow_up,,对名校学区划分不满并投诉,名校落地引发学区划分争议，部分家长到教育部门投诉,unreviewed,,negative,system_candidate,家长,supported,E014_SOA_001,supported,证据明确提到部分家长因学区划分争议到教育部门投诉，直接支持家长的不满和投诉行为，情绪负面合理。,1.0
,,0.63,resolution,ev-00691,E014_SOA_002,认为小学对口初中划片不合理,小区距滏河学校1公里却被划到2公里外学校,negative,家长,0.7046,,E014,某市学区划片调整争议,ev-00691,我们小区距离公办滏河学校南校区仅1公里，按照义务教育'就近入学'原则本应划入该校，但实际却被划分到2公里以外的28中南校区;目前美的小学对口初中划片存在明显不合理之处,论邵东市湖塘小学与六完小学学区划分调整的合法性 网友qv7mf3t 2025-06-20 13:11:29 教育公平是社会公平的重要基础，而学区划分作为义务教育阶段学生入学的关键依据，其决策过程必须严格遵守法律法规，坚持程序正义，确保结果公平。根据2025年邵东市义务教育阶段学校招生工作实施细则中关于湖塘小学与六完小学学区划分调整的相关内容，并依据湖南省及国家相关教育法规政策，请教育主管部门对争议问题作出合理解释与回应。 政策调整的合法性与程序正当性质疑： 1.历史政策突变缺乏合理解释 湖塘小学与六完小学长期以来实...,not_final_human_decision,,resolution,ev-00691,,认为小学对口初中划片不合理,小区距滏河学校1公里却被划到2公里外学校,negative,家长,supported,need_review,no_issue,diffusion;follow_up,,认为小学对口初中划片不合理,小区距滏河学校1公里却被划到2公里外学校,unreviewed,,negative,system_candidate,家长,supported,E014_SOA_002,supported,证据中家长明确反映小区距滏河学校1公里却被划到2公里外学校，认为划片不合理，情绪负面，观点、依据和情绪均被证据支持。,1.0
,,0.78,trigger,ev-00657,E014_SOA_003,要求教育局公平公正划分学区,奥园学区划分存在不合理舍近求远,negative,业主,0.7046,,E014,某市学区划片调整争议,ev-00657,奥园学区划分存在不合理舍近求远，要求教育局公平公正;存在不合理舍近求远,反映中雅培粹求真学校学区划分及规划管理问题 网友8pdzevy 2026-04-13 12:34:51 本人系长沙市天心区通用时代小区业主，就中雅培粹求真学校学区划分及规划管理问题，实名投诉如下： 一、学区划分违背'相对就近'原则。该校与通用时代一墙之隔，物理距离远小于已划入的兴威帕克水岸等小区，却被排除在外。教育局未实地核查、未听取业主诉求，存在行政不作为。 二、规划变更未征求意见。该地块原为公共绿地，后擅自调整为教育用地，全程未向业主公示、未组织听证，程序违法，侵害业主权益。 三、权责严重不对等。小区承担噪音、...,not_final_human_decision,,trigger,ev-00657,,要求教育局公平公正划分学区,奥园学区划分存在不合理舍近求远,negative,业主,supported,need_review,no_issue,diffusion;follow_up,,要求教育局公平公正划分学区,奥园学区划分存在不合理舍近求远,unreviewed,,negative,system_candidate,业主,supported,E014_SOA_003,supported,证据直接包含业主的诉求'要求教育局公平公正'和理由'奥园学区划分存在不合理舍近求远'，并且文本中业主的质疑和不满支持负面情绪。,1.0
,,0.7,conflict,ev-00724,E015_SOA_001,对教师咒骂学生行为感到气愤,网友曝光老师在群内咒骂学生全得甲流,negative,居民/公众,0.7151,,E015,某校教师不当言行引发关注,ev-00724,女教师盼学生'全得甲流'犯众怒;有网友称陕西铜川高新实验学校一老师在百人群内公然咒骂班上孩子全得甲流,竟有老师咒骂全班得甲流，教育局回应 2025-12-17 08:46 海峡教育报 12月16日，据百姓关注报道，近日有网友称铜川高新实验学校一老师在百人群内公然咒骂班上孩子全得甲流，引发不少群友质疑。 16日，铜川高新实验学校招生办老师回应称，得知这个消息很气愤，目前多部门已介入处理，该老师是一年级音乐老师，身为老师确实不该说这种话，主管部门和学校会给大家一个交代。 对此，铜川高新区教育局工作人员表示，涉事教师已经停职，后续还在进一步处理中。 此前据红星新闻报道，近日，有网友在社交平台分享了一段微信群内聊天记录，显...,not_final_human_decision,,conflict,ev-00724,,对教师咒骂学生行为感到气愤,网友曝光老师在群内咒骂学生全得甲流,negative,居民/公众,supported,need_review,stakeholder_not_supported,diffusion;follow_up,,对教师咒骂学生行为感到气愤,网友曝光老师在群内咒骂学生全得甲流,unreviewed,,negative,system_candidate,居民/公众,supported,E015_SOA_001,supported,证据中明确提到'女教师盼学生全得甲流犯众怒'，'犯众怒'表明公众气愤，且网友曝光了教师咒骂内容，支持了观点和依据，情绪负面吻合。,0.9
,,0.8,response,ev-00729,E015_SOA_002,约谈涉事学校校长以加强师德建设,教体局发布通报约谈校长并加强师德建设,neutral,教育局,0.7151,,E015,某校教师不当言行引发关注,ev-00729,教体局约谈了校长;将切实加强师德师风建设,教师诅咒学生得甲流 编制非免责金牌 师德底线不容突破 新浪 2025-12-18 08:49:19 教师诅咒学生得甲流 编制非免责金牌 师德底线不容突破！近日，陕西铜川高新某学校一名李姓教师在微信群内发言称，希望班上学生'全都甲流'，面对质疑时更以'我有编制'作为回应，引发舆论哗然。目前，当地教育局已对涉事教师做出停职处理。 此番言论不仅是一种情绪宣泄，更是赤裸裸地突破了师德底线。从诅咒学生到将工作敷衍为'工资到手就行'，再到以编制身份自恃'不怕举报'，这些行为暴露出该教师对教育事业的冷漠、对教师职责的轻视，以及将...,not_final_human_decision,,response,ev-00729,,约谈涉事学校校长以加强师德建设,教体局发布通报约谈校长并加强师德建设,neutral,教育局,supported,need_review,no_issue,diffusion;follow_up,,约谈涉事学校校长以加强师德建设,教体局发布通报约谈校长并加强师德建设,unreviewed,,neutral,system_candidate,教育局,supported,E015_SOA_002,supported,证据明确提到教体局约谈了校长，并表示将加强师德建设，完全支持候选元组中的主体、观点、情绪和依据。,1.0
,,0.7,trigger,ev-00710,E015_SOA_003,投诉教师多次辱骂学生,家长反映教师用侮辱性词汇辱骂诅咒学生,negative,家长,0.7151,,E015,某校教师不当言行引发关注,ev-00710,网友投诉：其孩子就读于邵阳洞口某中学，从今年下学期开始，孩子曾多次向其反馈其英语老师在班级课堂上用具有侮辱性的词汇辱骂、诅咒学生，且有时还连同家长一起辱骂。,在职教师师德违规行为查处通报（白山） 2026-01-11 14:41 来源： 白山教育微信公众号 日前，白山教育微信公众号发布《白山市教育局2025年典型案例通报》，通报披露了包括为他人介绍生源、教师体罚、收礼等多类问题。其中，一名教师因体罚、侮辱学生，收受家长礼金，被撤销教师资格、调离原工作单位。 具体《通报》如下： 为进一步做好校外培训机构学科类隐形变异培训治理工作，持续保持严查重处在职教师师德违规行为的高压态势，充分发挥典型案例的警示教育作用，现将2025年查处的典型案例通报如下。 关于在职教师师德违规行为...,not_final_human_decision,,trigger,ev-00710,,投诉教师多次辱骂学生,家长反映教师用侮辱性词汇辱骂诅咒学生,negative,家长,supported,need_review,no_issue,diffusion;follow_up,,投诉教师多次辱骂学生,家长反映教师用侮辱性词汇辱骂诅咒学生,unreviewed,,negative,system_candidate,家长,supported,E015_SOA_003,supported,证据中明确提到网友（家长）投诉教师用侮辱性词汇辱骂诅咒学生，与候选元组的利益相关者、观点、情绪和依据完全一致。,1.0
,,0.75,response,ev-00721,E015_SOA_004,对涉事教师进行批评教育并责令道歉,学校发布情况通报对教师严厉批评教育,neutral,学校,0.7151,,E015,某校教师不当言行引发关注,ev-00721,学校对涉事教师进行了严厉批评教育，责令其向该学生及家长当面道歉,同济大学回应'一教师论文数据存疑'：已成立调查组 中国新闻网 2026-04-16 16:27:28 同济大学就教师王某论文数据存疑问题成立调查组，秉持学术不端'零容忍'态度，将依调查结果严肃处理。 中新网4月16日电 据同济大学网站消息，4月16日，同济大学发布情况说明称，针对近日网络上对该校教师王某发表的相关论文数据存疑的反映，学校高度重视，已成立调查组，启动调查程序。 同济大学表示，学校一贯对学术不端行为秉持'零容忍'态度，将根据调查情况严肃认真处理。 同济大学网站截图 责任编辑：黄钰涵,not_final_human_decision,,response,ev-00721,,对涉事教师进行批评教育并责令道歉,学校发布情况通报对教师严厉批评教育,neutral,学校,supported,need_review,no_issue,diffusion;follow_up,,对涉事教师进行批评教育并责令道歉,学校发布情况通报对教师严厉批评教育,unreviewed,,neutral,system_candidate,学校,supported,E015_SOA_004,supported,证据明确提到学校对涉事教师进行严厉批评教育并责令道歉，与候选元组的观点和依据完全一致，且情感为中性。,1.0
,,0.9,conflict,ev-00761,E016_SOA_001,质疑暴雨中体测的公平性和健康风险,暴雨中考试未暂停，学生淋雨跑800米,negative,家长,0.7496,,E016,某地中考体育项目调整争议,ev-00761,家长质疑健康和公平问题却被教育局以'日程已定、无权叫停'回应;学生淋雨跑完800米,这是南宁市2011年体育中考时学生考仰卧起坐。记者 蒋晓梅摄 话题新闻 有学生苦练之后体育考试仍不及格，引发家长吐槽 南宁体育中考标准高不高？ 广西新闻网-南国早报记者 蒋晓梅 南宁市各中学最近陆续进行了段考，体育也是中学段考必考科目。随着成绩和排名陆续公布，一些家长坐不住了，'我小孩练了一个学期，体育只考了34分（满分60分）'。部分家长表示，南宁体育中考的标准定得太高了，这会令学生气馁，放弃练体育。但体育老师们认为，中考本来就是选拔性考试，标准高一些有利于拉开差距 吐槽 大人去考 也达不到满分标准 前几天拿到儿...,not_final_human_decision,,conflict,ev-00761,,质疑暴雨中体测的公平性和健康风险,暴雨中考试未暂停，学生淋雨跑800米,negative,家长,supported,need_review,no_issue,diffusion;follow_up,,质疑暴雨中体测的公平性和健康风险,暴雨中考试未暂停，学生淋雨跑800米,unreviewed,,negative,system_candidate,家长,supported,E016_SOA_001,supported,证据中明确提到家长质疑健康和公平问题，并描述了学生淋雨跑800米，完全支持候选元组。,1.0
,,0.9,response,ev-00763,E016_SOA_002,反映足球项目评分标准不统一,体育老师称杆不倒不扣分，实际扣一半,negative,家长,0.7496,,E016,某地中考体育项目调整争议,ev-00763,考试之前学校体育老师说，足球项目只要杆子不倒，就不算大失误，扣不了一半分数。当天上午有几十个女考生不小心撞了杆子，直接扣掉一半分数。,秋雨下一整夜 26-04-22 00:04 #教育局回应学生暴雨天体测800米#暴雨如注中，河北衡水的中考体育测试照常进行，学生们淋雨跑完800米，家长质疑健康和公平问题却被教育局以'日程已定、无权叫停'回应，引发公众对教育管理僵化的热议。 一、事件基本情况 2026年4月19日，河北省衡水市桃城区中考体育测试期间突遇暴雨，考场未暂停考试，多名学生冒雨完成800米长跑项目。家长反映暴雨导致学生浑身湿透，存在滑倒受伤、感冒等健康隐患，且不同时段雨势不均影响成绩公平性（如部分学生恰逢雨势最大时测试）。 二、教育局回应及...,not_final_human_decision,,response,ev-00763,,反映足球项目评分标准不统一,体育老师称杆不倒不扣分，实际扣一半,negative,家长,supported,need_review,no_issue,diffusion;follow_up,,反映足球项目评分标准不统一,体育老师称杆不倒不扣分，实际扣一半,unreviewed,,negative,system_candidate,家长,supported,E016_SOA_002,supported,证据中家长留言明确反映足球项目评分标准不统一，体育老师称杆不倒不扣分但实际扣一半，与候选元组完全一致，情绪negative由'不公平'等词支持。,1.0
,,0.85,response,ev-00781,E016_SOA_003,强调现行体育中考标准的必要性,回应家长关于标准是否降低的询问,neutral,教育局,0.7496,,E016,某地中考体育项目调整争议,ev-00781,成都市教育局做出了回应，强调了中考体育考试的重要性以及现行标准的必要性。;一位初三学生的家长在网络理政平台上询问此事,河北省教育厅 对政协河北省第十三届委员会第三次会议第0078号提案的答复 2025-12-29 20:41 民进河北省委： 您提出的关于'学生中考体育运动损伤防范能力亟待提升'的提案收悉，现答复如下： 首先，感谢您对我省学校体育工作的关心和支持。青少年是国家的未来和民族的希望，青少年身心健康、体魄强健是国家繁荣、民族昌盛、社会文明进步、家庭幸福的重要标志，提升青少年学生身体素质是我们义不容辞的责任。近年来，省教育厅高度重视学校体育工作，持续深化学校体育评价改革，修订和完善体育中考的考试方案和测试办法，不断引导和鼓励...,not_final_human_decision,,response,ev-00781,,强调现行体育中考标准的必要性,回应家长关于标准是否降低的询问,neutral,教育局,supported,need_review,no_issue,diffusion;follow_up,,强调现行体育中考标准的必要性,回应家长关于标准是否降低的询问,unreviewed,,neutral,system_candidate,教育局,supported,E016_SOA_003,supported,证据明确表明教育局回应了家长关于标准调整的询问，并强调了现行标准的必要性，完全支持候选元组。,1.0
,,0.9,trigger,ev-00752,E016_SOA_004,发布体育中考调整方案,增加足球选项，总分30分不变,neutral,教育局,0.7496,,E016,某地中考体育项目调整争议,ev-00752,杭州市教育局发布了关于《2026年杭州市区体育中考调整方案》公开征求意见的公告;增加技能类足球选项;体育中考满分30分不变,杭州市教育局办公室关于2026年市区体育中考项目调整优化的通知 杭教办基〔2026〕15号 来源：市教育局基教处 发布日期：2026-03-06 11:23 各区、县（市）教育局（社发局），有关直属单位： 为进一步贯彻落实中共中央办公厅国务院办公厅《关于全面加强和改进新时代学校体育工作的意见》、浙江省人民政府办公厅《关于推进足球高质量发展的若干措施》等文件精神，积极稳妥推进足球纳入中考体育项目，经研究，决定对2026年市区（指上城区、拱墅区、西湖区、滨江区、钱塘区和西湖风景名胜区，下同）体育中考项目进行调整优化。 ...,not_final_human_decision,,trigger,ev-00752,,发布体育中考调整方案,增加足球选项，总分30分不变,neutral,教育局,supported,need_review,no_issue,diffusion;follow_up,,发布体育中考调整方案,增加足球选项，总分30分不变,unreviewed,,neutral,system_candidate,教育局,supported,E016_SOA_004,supported,证据明确显示杭州市教育局发布了体育中考调整方案，增加足球选项，总分30分不变，与候选元组完全一致。,1.0
,,0.8,conflict,ev-00813,E017_SOA_001,质疑幼儿园多收保教费,家长发现2026年春季保教费按5个月收取，但实际学期不足5个月,negative,幼儿家长,0.7793,,E017,某幼儿园收费项目不透明事件,ev-00813,明明4个月的时间，为什么要收5个月的保教费;幼儿园3月5日开学、7月12日放假，实际在园仅四个多月，却按五个月收取保教费，这一做法让不少家长难以理解，甚至质疑园方收费不合理,网络问政·办实事 | 网友：幼儿园重复收餐费 教体局：问题已妥善解决 闪电新闻 2025-05-19 15:29:48 齐鲁网·闪电新闻5月19日讯 一位济宁网友在《问政山东》网络问政平台留言：自己家孩子在金色摇篮幼儿园上学，一次性交了三年的全部费用。现在幼儿园进行了转让，新投资人让他们再交餐费，多次通知不交餐费就给孩子停餐。 收到留言后，曲阜市进行了办理并回复：曲阜市安排教体局调查处理。经核实， 金色摇篮幼儿园部分家长一次性将三年费用交到上一任法人孔某账户里。幼儿园与家长签订了协议，协议中标注免除餐费与首年学杂费...,not_final_human_decision,,conflict,ev-00813,,质疑幼儿园多收保教费,家长发现2026年春季保教费按5个月收取，但实际学期不足5个月,negative,幼儿家长,supported,need_review,no_issue,diffusion;follow_up,,质疑幼儿园多收保教费,家长发现2026年春季保教费按5个月收取，但实际学期不足5个月,unreviewed,,negative,system_candidate,幼儿家长,supported,E017_SOA_001,supported,证据中明确记载家长发帖质疑保教费按5个月收取而实际学期不足5个月，支持了幼儿家长的质疑观点和负面情绪，且rationale与证据一致。,1.0
,,0.8,response,ev-00814,E017_SOA_002,质疑幼儿园餐费高于小学,两个孩子分别上小学和幼儿园，幼儿园午餐费比小学高出很多,negative,家长,0.7793,,E017,某幼儿园收费项目不透明事件,ev-00814,我家有两个孩子，分别在小学和幼儿园上学，均在校午餐。但奇怪的是，在幼儿园上学的孩子午餐费，却比上小学的孩子午餐费高出很多。,餐食费 徐女士是东城某小区的居民，其孩子所在的幼儿园近期餐食费涨价了，但孩子的菜品未改善，跟其他幼儿园相比，徐女士认为幼儿园的餐费收费不合理。于是徐女士就拨打了东营区民生热线8112345反映，希望相关单位可以调查处理。 热线工作人员通过向物价、教育相关单位了解，根据东营市物价局、东营市教育局、东营市财政局《关于进一步规范幼儿园收费管理的通知》文件精神，民办幼儿园根据办园成本、办园质量和教育部门批准的幼儿园等级等情况合理确定。该幼儿园的菜谱是每周更换，每天一餐两点，上午加点以水果为主，当季时令水果；中午菜品也都是荤...,not_final_human_decision,,response,ev-00814,,质疑幼儿园餐费高于小学,两个孩子分别上小学和幼儿园，幼儿园午餐费比小学高出很多,negative,家长,supported,need_review,opinion_overgeneralized,diffusion;follow_up,,质疑幼儿园餐费高于小学,两个孩子分别上小学和幼儿园，幼儿园午餐费比小学高出很多,unreviewed,,negative,system_candidate,家长,supported,E017_SOA_002,supported,证据中家长明确描述两个孩子分别上小学和幼儿园，幼儿园午餐费比小学高出很多，并对此提出质疑，情绪为负面，与候选元组完全一致。,1.0
,,0.9,trigger,ev-00846,E017_SOA_003,发布幼儿园收费新规，划定收费边界,国家发改委等三部门联合通知，明确幼儿园只能收取5类费用并出台8项措施,neutral,监管部门,0.7793,,E017,某幼儿园收费项目不透明事件,ev-00846,国家发展改革委、教育部、财政部联合发布《关于完善幼儿园收费政策的通知》;为幼儿园收费划出清晰边界;幼儿园只能收取5类费用;提出8项措施,标题:国家发展改革委 教育部 财政部关于完善幼儿园收费政策的通知发文机关:国家发展改革委 教育部 财政部 发文字号:发改价格〔2025〕1644号来源:国家发展改革委网站 主题分类:科技、教育\\教育公文种类:通知 成文日期:2025年12月15日 标 题:国家发展改革委 教育部 财政部关于完善幼儿园收费政策的通知 发文机关:国家发展改革委 教育部 财政部 发文字号:发改价格〔2025〕1644号 来 源:国家发展改革委网站 主题分类:科技、教育\\教育 公文种类:通知 成文日期:2025年12月15日 国家发展改...,not_final_human_decision,,trigger,ev-00846,,发布幼儿园收费新规，划定收费边界,国家发改委等三部门联合通知，明确幼儿园只能收取5类费用并出台8项措施,neutral,监管部门,supported,need_review,stakeholder_not_supported,diffusion;follow_up,,发布幼儿园收费新规，划定收费边界,国家发改委等三部门联合通知，明确幼儿园只能收取5类费用并出台8项措施,unreviewed,,neutral,system_candidate,监管部门,supported,E017_SOA_003,supported,证据明确支持监管部门发布新规、划定收费边界，且情绪中立，依据与证据一致。,1.0
,,0.7,response,ev-00839,E017_SOA_004,提醒家长审慎选择幼儿园,任城区教育局致家长信，强调查看办学许可证等资质,neutral,教育部门,0.7793,,E017,某幼儿园收费项目不透明事件,ev-00839,任城区教育和体育局就入园的关键事宜向您作以下提醒：一、审慎选择，细查办学资质。,416048868/2022-00018 惠济区教育局 人大代表建议办理 2022-12-29 2022-12-29 关于'大力发展普惠性幼儿园'建议的回复 对区四届人大一次会议第46号建议的答复 黄利华代表： 您提出的关于'大力发展普惠性幼儿园'的建议收悉。现答复如下： 学前教育是终身学习的开端，是国民教育体系的重要组成部分。近年来，区教育局高度重视惠济区学前教育的发展，在加大对学前教育特别是普惠性幼儿园的投入、提升幼儿园办园质量等方面做了大量工作，并取得了一定的成效。 一、科学编制幼儿园布局规划 区教育局委托郑...,not_final_human_decision,,response,ev-00839,,提醒家长审慎选择幼儿园,任城区教育局致家长信，强调查看办学许可证等资质,neutral,教育部门,supported,need_review,stakeholder_not_supported,diffusion;follow_up,,提醒家长审慎选择幼儿园,任城区教育局致家长信，强调查看办学许可证等资质,unreviewed,,neutral,system_candidate,教育部门,supported,E017_SOA_004,supported,证据中的任城区教育和体育局发布的信件明确提醒家长审慎选择幼儿园、细查办学资质，与候选元组完全匹配，且情绪为中性。,1.0
,,0.8377,conflict,ev-00898,E018_SOA_001,发布规程防治校园欺凌,发布《广西中小学校学生矛盾纠纷排查处置规程》,neutral,教育部门,0.7805,,E018,某地校园欺凌处置争议,ev-00898,自治区教育厅发布《广西中小学校学生矛盾纠纷排查处置规程（试行）》;校园欺凌如何防治？广西发布新规,对校园欺凌说'不'！这些措施你应该知道 央视新闻客户端 2024-05-22 15:18:22 近日，广西南宁龙翔学校隆安校区发生一起学生欺凌事件，引发社会公众关注。 今天(22日)，广西南宁市隆安县教育局通报：经查，龙翔学校隆安校区中学生赵某某、蒙某某等8人对同校同学张某(男，13岁)通过殴打、水烫等方式进行欺凌，造成张某身体多处受伤。目前张某已在区直医院进行治疗，身体状况恢复良好。 据了解，公安机关依据《中华人民共和国刑法》对年满16周岁的赵某某(17岁)、蒙某某(16岁)等2名涉事学生采取刑事拘留，依据《中华...,not_final_human_decision,,conflict,ev-00898,,发布规程防治校园欺凌,发布《广西中小学校学生矛盾纠纷排查处置规程》,neutral,教育部门,supported,need_review,no_issue,follow_up,,发布规程防治校园欺凌,发布《广西中小学校学生矛盾纠纷排查处置规程》,unreviewed,,neutral,system_candidate,教育部门,supported,E018_SOA_001,supported,证据中明确提及'自治区教育厅发布《广西中小学校学生矛盾纠纷排查处置规程（试行）》'，与候选元组中'教育部门发布规程防治校园欺凌'及rationale完全一致，sentiment neutral符合规则。,1.0
,,0.7797,conflict,ev-00884,E018_SOA_002,快速通报并问责失职人员,针对欺凌视频成立调查组并通报处理,neutral,联合调查组,0.7805,,E018,某地校园欺凌处置争议,ev-00884,苍梧县针对此情况，火速组成联合调查组于9月7日、9月9日连发两条通报，最后将失职人员问责,检护民生|预防校园欺凌再发力 时间：2024-04-23 作者： 新闻来源： 【字号：大 | 中 | 小】 为深入落实最高人民检察院'检护民生'专项行动要求，为了帮助未成年人用好'法律武器'，进一步提高法治意识和自我保护能力，4月22日下午，平陆县人民检察院的检察官们走进县第二小学，开展'预防校园欺凌 共建和谐校园'专题法治讲座。 讲座现场，受聘为该校法治副校长的县检察院党组成员、副检察长关怡如以《心如花木，向阳而生》为题，通过法条解读、以案释法、互动问答等方式，围绕什么是校园欺凌、校园欺凌的表现及发生的原因、校园...,not_final_human_decision,,conflict,ev-00884,,快速通报并问责失职人员,针对欺凌视频成立调查组并通报处理,neutral,联合调查组,supported,need_review,no_issue,follow_up,,快速通报并问责失职人员,针对欺凌视频成立调查组并通报处理,unreviewed,,neutral,system_candidate,联合调查组,supported,E018_SOA_002,supported,证据明确提到联合调查组快速组成并连发两条通报，将失职人员问责，完全支持候选元组中的主体、观点、情绪和依据。,1.0
