record_type,event_id,record_id,evidence_ids,independent_source_count,independent_sources,missing_evidence_ids,confidence_route,required_action
tuple,E017,LLM_CANON_E017_002,ev-00407;ev-00409;ev-00411;ev-00412;ev-00425,4,163.com;edu.sina.com.cn;m.sohu.com;m.thepaper.cn,,silver_candidate,standard_review
tuple,E017,LLM_CANON_E017_003,ev-00407;ev-00409;ev-00411;ev-00412;ev-00425,4,163.com;edu.sina.com.cn;m.sohu.com;m.thepaper.cn,,silver_candidate,standard_review
tuple,E017,LLM_CANON_E017_004,ev-00407;ev-00411;ev-00412,2,163.com;m.sohu.com,,silver_candidate,standard_review
tuple,E019,LLM_CANON_E019_001,ev-00458;ev-00459;ev-00460;ev-01673;ev-01677;ev-01678;ev-01680;ev-01682;ev-01689,7,163.com;finance.sina.com.cn;news.fromgeek.com;sd.china.com;sohu.com;tousu.sina.cn;toutiao.com,,silver_candidate,standard_review
tuple,E019,LLM_CANON_E019_002,ev-00458;ev-00459;ev-01676;ev-01682,3,163.com;finance.sina.com.cn;sd.china.com,,silver_candidate,standard_review
tuple,E019,LLM_CANON_E019_003,ev-00458;ev-01676,2,finance.sina.com.cn;sd.china.com,,silver_candidate,standard_review
tuple,E019,LLM_CANON_E019_004,ev-00458;ev-00459;ev-01673;ev-01676,3,finance.sina.com.cn;sd.china.com;sohu.com,,silver_candidate,standard_review
tuple,E020,LLM_CANON_E020_001,ev-00480;ev-01697;ev-01699;ev-01701;ev-01702;ev-01703,5,finance.sina.com.cn;ishare.ifeng.com;news.163.com;news.sina.com.cn;toutiao.com,,silver_candidate,standard_review
tuple,E020,LLM_CANON_E020_002,ev-00481;ev-01701;ev-01702;ev-01703,3,finance.sina.com.cn;news.sina.com.cn;thepaper.cn,,silver_candidate,standard_review
tuple,E020,LLM_CANON_E020_003,ev-00482;ev-01691;ev-01692;ev-01694;ev-01695;ev-01698;ev-01701;ev-01703;ev-01704;ev-01706,9,edu.sc.gov.cn;finance.sina.com.cn;kankanews.com;news.cctv.com;news.sina.com.cn;sc.gov.cn;sohu.com;thepaper.cn;views.ce.cn,,silver_candidate,standard_review
tuple,E020,LLM_CANON_E020_004,ev-00483;ev-00486;ev-01696,3,nanhu.xynu.edu.cn;opinion.cnnb.com.cn;qingjuwang.com.cn,,silver_candidate,standard_review
tuple,E021,LLM_CANON_E021_001,ev-00502;ev-00503;ev-00505;ev-00506;ev-01716;ev-01720;ev-01722,5,163.com;news.southcn.com;sohu.com;thepaper.cn;toutiao.com,,silver_candidate,standard_review
tuple,E021,LLM_CANON_E021_002,ev-00499;ev-00501;ev-01712;ev-01715;ev-01725;ev-01726;ev-01728,6,163.com;finance.sina.com.cn;kankanews.com;mil.news.sina.com.cn;news.china.com;toutiao.com,,silver_candidate,standard_review
tuple,E021,LLM_CANON_E021_003,ev-00498;ev-00499;ev-00500;ev-00501;ev-00502;ev-00503;ev-00504;ev-00505;ev-00506;ev-01712;ev-01714;ev-01716;ev-01726;ev-01728;ev-01729;ev-01730,9,163.com;finance.sina.com.cn;kankanews.com;mil.news.sina.com.cn;news.china.com;news.southcn.com;sohu.com;thepaper.cn;toutiao.com,,silver_candidate,standard_review
tuple,E021,LLM_CANON_E021_004,ev-00497;ev-00499;ev-00501;ev-01723;ev-01724;ev-01725,4,kankanews.com;news.china.com;sohu.com;toutiao.com,,silver_candidate,standard_review
tuple,E023,LLM_CANON_E023_001,ev-00552;ev-00571;ev-00564;ev-00565;ev-00566;ev-00567;ev-00569;ev-00581,7,163.com;ce.cn;chinanews.com.cn;health.ycwb.com;toutiao.com;view.inews.qq.com;world.huanqiu.com,,silver_candidate,standard_review
tuple,E023,LLM_CANON_E023_002,ev-00563;ev-00564;ev-00565;ev-00566;ev-00567;ev-00568;ev-00569;ev-00570;ev-00579;ev-00581,6,163.com;ce.cn;chinanews.com.cn;health.ycwb.com;toutiao.com;view.inews.qq.com,,silver_candidate,standard_review
tuple,E023,LLM_CANON_E023_003,ev-00564;ev-00565;ev-00566;ev-00567;ev-00569;ev-00571;ev-00581,6,163.com;ce.cn;chinanews.com.cn;health.ycwb.com;view.inews.qq.com;world.huanqiu.com,,silver_candidate,standard_review
tuple,E024,LLM_CANON_E024_001,ev-00582;ev-00583;ev-00584;ev-01760;ev-01762;ev-01763;ev-01764;ev-01766;ev-01768;ev-01770,8,kankanews.com;m.thepaper.cn;m.toutiao.com;my399.com;new.qq.com;news.china.com;sohu.com;thepaper.cn,,silver_candidate,standard_review
tuple,E024,LLM_CANON_E024_002,ev-01760;ev-01762,2,m.thepaper.cn;thepaper.cn,,silver_candidate,standard_review
tuple,E024,LLM_CANON_E024_003,ev-00582;ev-00583;ev-00584;ev-00585;ev-00586;ev-00588;ev-00589;ev-00591;ev-01755;ev-01756;ev-01758;ev-01759;ev-01760;ev-01762;ev-01765;ev-01768;ev-01769;ev-01770,15,big5.china.com.cn;chinanews.com.cn;hxxkw.org;kankanews.com;m.ahwang.cn;m.thepaper.cn;my399.com;new.qq.com;news.china.com;news.cnwest.com;sd.china.com;sohu.com;syd.com.cn;thepaper.cn;toutiao.com,,silver_candidate,standard_review
tuple,E024,LLM_CANON_E024_004,ev-00582;ev-00584;ev-01756;ev-01762,4,m.ahwang.cn;my399.com;sohu.com;thepaper.cn,,silver_candidate,standard_review
tuple,E025,LLM_CANON_E025_001,ev-00602;ev-00605;ev-01777;ev-01782;ev-01783;ev-01785;ev-01787,7,easthospital.cn;news.bjd.com.cn;news.southcn.com;news.xinmin.cn;police.news.sohu.com;sohu.com;toutiao.com,,silver_candidate,standard_review
tuple,E025,LLM_CANON_E025_002,ev-00602;ev-00604;ev-00606;ev-00607;ev-00608;ev-01777;ev-01788,6,163.com;bangqike.com;finance.sina.com.cn;news.southcn.com;police.news.sohu.com;sohu.com,,silver_candidate,standard_review
tuple,E025,LLM_CANON_E025_003,ev-00606;ev-00608;ev-01777;ev-01788,4,bangqike.com;finance.sina.com.cn;police.news.sohu.com;sohu.com,,silver_candidate,standard_review
tuple,E025,LLM_CANON_E025_004,ev-00604;ev-00606;ev-01777;ev-01788,4,163.com;bangqike.com;finance.sina.com.cn;police.news.sohu.com,,silver_candidate,standard_review
tuple,E025,LLM_CANON_E025_005,ev-00604;ev-00607;ev-00609;ev-00611;ev-01786;ev-01789,5,163.com;m.toutiao.com;news.china.com;review.qianlong.com;toutiao.com,,silver_candidate,standard_review
tuple,E026,LLM_CANON_E026_001,ev-00622;ev-00624;ev-00625;ev-00626;ev-00627;ev-01792;ev-01796;ev-01797;ev-01798;ev-01799;ev-01800;ev-01802;ev-01804;ev-01805;ev-01810,11,163.com;bjnews.com.cn;guancha.cn;k.sina.com.cn;kankanews.com;mil.news.sina.com.cn;moment.rednet.cn;new.qq.com;nmgcb.com.cn;sohu.com;toutiao.com,,silver_candidate,standard_review
tuple,E026,LLM_CANON_E026_002,ev-00624;ev-00625;ev-00626;ev-00627;ev-01792;ev-01796;ev-01797;ev-01798;ev-01799;ev-01800;ev-01804;ev-01805;ev-01810,10,163.com;bjnews.com.cn;guancha.cn;k.sina.com.cn;kankanews.com;mil.news.sina.com.cn;moment.rednet.cn;nmgcb.com.cn;sohu.com;toutiao.com,,silver_candidate,standard_review
tuple,E026,LLM_CANON_E026_003,ev-00624;ev-00625;ev-00626;ev-01792;ev-01796;ev-01797;ev-01798;ev-01799;ev-01800;ev-01804;ev-01805;ev-01810,9,163.com;bjnews.com.cn;guancha.cn;k.sina.com.cn;kankanews.com;mil.news.sina.com.cn;moment.rednet.cn;nmgcb.com.cn;sohu.com,,silver_candidate,standard_review
tuple,E026,LLM_CANON_E026_004,ev-00624;ev-00625;ev-00626;ev-00627;ev-01792;ev-01796;ev-01797;ev-01798;ev-01799;ev-01800;ev-01804;ev-01805;ev-01810,10,163.com;bjnews.com.cn;guancha.cn;k.sina.com.cn;kankanews.com;mil.news.sina.com.cn;moment.rednet.cn;nmgcb.com.cn;sohu.com;toutiao.com,,silver_candidate,standard_review
tuple,E026,LLM_CANON_E026_005,ev-00623;ev-01801;ev-01803,3,163.com;finance.gucheng.com;toutiao.com,,silver_candidate,standard_review
tuple,E027,LLM_CANON_E027_001,ev-00643;ev-00645;ev-00649;ev-01814;ev-01821;ev-01826,5,hi.online.sh.cn;kankanews.com;sohu.com;thepaper.cn;toutiao.com,,silver_candidate,standard_review
tuple,E027,LLM_CANON_E027_002,ev-01812;ev-01818,2,finance.sina.com.cn;views.ce.cn,,silver_candidate,standard_review
tuple,E027,LLM_CANON_E027_003,ev-00643;ev-00645;ev-01812;ev-01814;ev-01818;ev-01821,6,finance.sina.com.cn;kankanews.com;sohu.com;thepaper.cn;toutiao.com;views.ce.cn,,silver_candidate,standard_review
tuple,E027,LLM_CANON_E027_004,ev-01818,1,views.ce.cn,,low_confidence,human_review_required
tuple,E027,LLM_CANON_E027_005,ev-01818;ev-00645,2,kankanews.com;views.ce.cn,,silver_candidate,standard_review
tuple,E028,LLM_CANON_E028_001,ev-00667;ev-00668;ev-00669;ev-01260;ev-01261;ev-01262;ev-01263;ev-01264;ev-01265;ev-01271;ev-01272,10,163.com;finance.sina.com.cn;fj.news.163.com;fj.news.cn;fjnews.fjsen.com;fz.bendibao.com;m.fz.bendibao.com;news.fznews.com.cn;sohu.com;xxf315.com,,silver_candidate,standard_review
tuple,E028,LLM_CANON_E028_002,ev-01257;ev-01258;ev-01280;ev-01266;ev-00667;ev-00668,4,163.com;finance.sina.com.cn;fqlook.cn;toutiao.com,,silver_candidate,standard_review
tuple,E028,LLM_CANON_E028_003,ev-00663;ev-00665;ev-01284;ev-01273;ev-01274,4,fz.bendibao.com;hxnews.com;news.sohu.com;women.fjsen.com,,silver_candidate,standard_review
tuple,E029,LLM_CANON_E029_001,ev-00691;ev-00693;ev-00694;ev-00695;ev-00696;ev-00697;ev-00699;ev-00700;ev-01832;ev-01833;ev-01837;ev-01844;ev-01845,9,finance.sina.com.cn;gxmuyfy.cn;m.163.com;m.shaoxing.com.cn;m.sohu.com;m.thepaper.cn;new.qq.com;news.medlive.cn;thepaper.cn,,silver_candidate,standard_review
tuple,E029,LLM_CANON_E029_002,ev-01846,1,toutiao.com,,low_confidence,human_review_required
tuple,E032,LLM_CANON_E032_001,ev-00752;ev-00753;ev-00755;ev-01872;ev-01882;ev-01888,6,bjnews.com.cn;cwyan.com;k.sina.cn;m.sohu.com;news.hsw.cn;sohu.com,,silver_candidate,standard_review
tuple,E032,LLM_CANON_E032_002,ev-00758;ev-01883;ev-01884;ev-01887,3,news.gmw.cn;sohu.com;tt.m.jxnews.com.cn,,silver_candidate,standard_review
tuple,E032,LLM_CANON_E032_003,ev-00752;ev-00753;ev-00755;ev-01872;ev-01882;ev-01888,6,bjnews.com.cn;cwyan.com;k.sina.cn;m.sohu.com;news.hsw.cn;sohu.com,,silver_candidate,standard_review
tuple,E032,LLM_CANON_E032_004,ev-00764,1,gov.cn,,low_confidence,human_review_required
tuple,E033,LLM_CANON_E033_001,ev-00771;ev-00792,1,toutiao.com,,low_confidence,human_review_required
tuple,E033,LLM_CANON_E033_002,ev-00779;ev-00795;ev-00798;ev-00796,3,gx.jiceng.zhengzhou.gov.cn;mem.gov.cn;tv.cctv.cn,,silver_candidate,standard_review
tuple,E033,LLM_CANON_E033_003,ev-00775;ev-00805;ev-00807;ev-00813;ev-00814,4,jx.ifeng.com;sohu.com;toutiao.com;xinyu.gov.cn,,silver_candidate,standard_review
tuple,E033,LLM_CANON_E033_004,ev-00774;ev-00779,2,china.chinadaily.com.cn;tv.cctv.cn,,silver_candidate,standard_review
tuple,E034,LLM_CANON_E034_001,ev-00817;ev-00818;ev-01892,2,finance.sina.com.cn;ly.scol.com.cn,,silver_candidate,standard_review
tuple,E034,LLM_CANON_E034_002,ev-00821;ev-01898;ev-01899;ev-01901;ev-01902;ev-01903;ev-01904;ev-01905;ev-01909,6,163.com;c.m.163.com;finance.sina.com.cn;gubapost.eastmoney.com;m.163.com;news.cctv.com,,silver_candidate,standard_review
tuple,E034,LLM_CANON_E034_003,ev-00821;ev-01898;ev-01899;ev-01901;ev-01902;ev-01903;ev-01904;ev-01905;ev-01909;ev-00817;ev-00818;ev-01892,7,163.com;c.m.163.com;finance.sina.com.cn;gubapost.eastmoney.com;ly.scol.com.cn;m.163.com;news.cctv.com,,silver_candidate,standard_review
tuple,E035,LLM_CANON_E035_001,ev-00836;ev-00837;ev-00838;ev-00839;ev-00840;ev-00841;ev-00842;ev-00843;ev-00844;ev-01911;ev-01916;ev-01917;ev-01918;ev-01920;ev-01921;ev-01922;ev-01923;ev-01925;ev-01929,12,163.com;eeo.com.cn;finance.eastmoney.com;infzm.com;k.sina.com.cn;m.gmw.cn;news.china.com;news.qq.com;news.voc.com.cn;news.ycwb.com;sohu.com;toutiao.com,,silver_candidate,standard_review
tuple,E035,LLM_CANON_E035_002,ev-00835;ev-01928;ev-01929;ev-01930,3,bjnews.com.cn;k.sina.com.cn;news.qq.com,,silver_candidate,standard_review
tuple,E035,LLM_CANON_E035_003,ev-00835;ev-01930,2,bjnews.com.cn;news.qq.com,,silver_candidate,standard_review
tuple,E035,LLM_CANON_E035_004,ev-00836;ev-00837;ev-00838;ev-00840;ev-00841;ev-00842;ev-00843;ev-00844;ev-01911;ev-01916;ev-01917;ev-01918;ev-01920;ev-01923;ev-01925;ev-01929,10,163.com;eeo.com.cn;finance.eastmoney.com;k.sina.com.cn;m.gmw.cn;news.china.com;news.qq.com;news.voc.com.cn;news.ycwb.com;sohu.com,,silver_candidate,standard_review
tuple,E035,LLM_CANON_E035_005,ev-00835,1,bjnews.com.cn,,low_confidence,human_review_required
tuple,E036,LLM_CANON_E036_001,ev-00856;ev-00857;ev-00858;ev-00860;ev-00861;ev-00862;ev-00863;ev-01931;ev-01933;ev-01935;ev-01948;ev-01949,10,bjnews.com.cn;chuzhou.gov.cn;finance.sina.com.cn;kan.china.com;news.cctv.com;news.china.com;news.enorth.com.cn;sohu.com;sthjj.chuzhou.gov.cn;toutiao.com,,silver_candidate,standard_review
tuple,E036,LLM_CANON_E036_002,ev-00856;ev-00857;ev-00858;ev-00860;ev-00861;ev-00862;ev-00863;ev-01935;ev-01945;ev-01947;ev-01948,9,bjnews.com.cn;chuzhou.gov.cn;finance.sina.com.cn;kan.china.com;m.toutiao.com;news.cctv.com;news.china.com;sohu.com;toutiao.com,,silver_candidate,standard_review
tuple,E036,LLM_CANON_E036_003,ev-00856;ev-00862;ev-01938;ev-01950,4,bjnews.com.cn;m.gmw.cn;m.toutiao.com;sohu.com,,silver_candidate,standard_review
tuple,E037,LLM_CANON_E037_001,ev-00877;ev-00897;ev-00898;ev-01964,4,163.com;news.bjd.com.cn;news.sina.com.cn;sohu.com,,silver_candidate,standard_review
tuple,E037,LLM_CANON_E037_002,ev-00876;ev-01962;ev-01964,3,163.com;baike.sogou.com;sohu.com,,silver_candidate,standard_review
tuple,E037,LLM_CANON_E037_003,ev-01962;ev-01966;ev-01967;ev-01968;ev-01969,4,163.com;bjnews.com.cn;news.fznews.com.cn;news.sohu.com,,silver_candidate,standard_review
tuple,E037,LLM_CANON_E037_004,ev-00900;ev-00904;ev-00906;ev-00910,2,163.com;toutiao.com,,silver_candidate,standard_review
tuple,E037,LLM_CANON_E037_005,ev-00905;ev-01960;ev-00907,2,max.book118.com;thinkdid.com,,silver_candidate,standard_review
tuple,E038,LLM_CANON_E038_001,ev-00916;ev-00939;ev-00943,3,chinanews.com.cn;cn.chinadaily.com.cn;sohu.com,,silver_candidate,standard_review
tuple,E038,LLM_CANON_E038_002,ev-00935;ev-00936;ev-01972;ev-01976;ev-01987;ev-01988,5,finance.sina.com.cn;m.sohu.com;mem.gov.cn;toutiao.com;yjgl.anqing.gov.cn,,silver_candidate,standard_review
tuple,E038,LLM_CANON_E038_003,ev-00935;ev-00936;ev-01976,3,m.sohu.com;toutiao.com;yjgl.anqing.gov.cn,,silver_candidate,standard_review
tuple,E038,LLM_CANON_E038_004,ev-00935;ev-00936;ev-01976,3,m.sohu.com;toutiao.com;yjgl.anqing.gov.cn,,silver_candidate,standard_review
tuple,E038,LLM_CANON_E038_005,ev-00916;ev-00917;ev-00918;ev-00919;ev-00920;ev-00938;ev-00939;ev-01982;ev-01983,5,163.com;chinanews.com.cn;cnews.chinadaily.com.cn;news.sina.com.cn;sohu.com,,silver_candidate,standard_review
tuple,E038,LLM_CANON_E038_006,ev-00934;ev-00942;ev-01979,3,m.toutiao.com;sohu.com;toutiao.com,,silver_candidate,standard_review
tuple,E039,LLM_CANON_E039_001,ev-00947;ev-00948;ev-00949;ev-00951;ev-00954;ev-00969;ev-00971;ev-00972;ev-00981;ev-01996;ev-02006;ev-02010,11,163.com;baike.sogou.com;cbgc.scol.com.cn;eco.gov.cn;news.china.com;news.cn;news.duote.com;news.sina.cn;sohu.com;toutiao.com;yjglj.xa.gov.cn,,silver_candidate,standard_review
tuple,E039,LLM_CANON_E039_002,ev-00947;ev-00948;ev-00949;ev-01993;ev-01994,5,163.com;baike.sogou.com;k.sina.com.cn;news.china.com;news.qq.com,,silver_candidate,standard_review
tuple,E039,LLM_CANON_E039_003,ev-00953;ev-00965;ev-00966;ev-00973,3,ahwang.cn;bjnews.com.cn;sohu.com,,silver_candidate,standard_review
tuple,E040,LLM_CANON_E040_001,ev-00984;ev-01328;ev-01331;ev-01332;ev-01333;ev-01340;ev-01349;ev-01352;ev-01355,9,baike.sogou.com;coal.in-en.com;finance.sina.com.cn;k.sina.com.cn;looktmt.com;news.china.com;news.cn;news.sina.com.cn;nmgcb.com.cn,,silver_candidate,standard_review
tuple,E040,LLM_CANON_E040_002,ev-01329;ev-01330;ev-01340;ev-01365,4,163.com;cnr.cn;k.sina.com.cn;zhengguannews.cn,,silver_candidate,standard_review
tuple,E040,LLM_CANON_E040_003,ev-00984;ev-01328;ev-01331;ev-01332;ev-01333;ev-01344;ev-01357;ev-01361;ev-01365,7,163.com;baike.sogou.com;coal.in-en.com;fjlylc.gov.cn;news.china.com;news.cn;nmgcb.com.cn,,silver_candidate,standard_review
tuple,E040,LLM_CANON_E040_004,ev-01347;ev-01348;ev-01351;ev-01355,4,finance.sina.com.cn;imline.cn;news.cnwest.com;news.enorth.com.cn,,silver_candidate,standard_review
tuple,E040,LLM_CANON_E040_005,ev-01004;ev-01007;ev-01335;ev-01354;ev-01358,3,163.com;7en.cn;toutiao.com,,silver_candidate,standard_review
tuple,E042,LLM_CANON_E042_001,ev-01030;ev-01031;ev-01032;ev-01040;ev-01041;ev-01042;ev-01043;ev-01044;ev-01045;ev-01050;ev-01051;ev-01052;ev-01053;ev-01054;ev-01059;ev-01060;ev-01067,8,caixin.com;gz.gov.cn;ithome.com;mp.weixin.qq.com;rsj.gz.gov.cn;scjgj.gz.gov.cn;sohu.com;toutiao.com,,silver_candidate,standard_review
