event_id,candidate_id,source_type,stakeholder,opinion,sentiment,rationale,evidence_ids,support_label,human_decision,gold_stakeholder,gold_opinion,gold_sentiment,gold_rationale,gold_evidence_ids,gold_support_label,edit_reason,reviewer_id,adjudication_status,notes,event_name,tuple_id,candidate_stakeholder,candidate_opinion,candidate_sentiment,candidate_rationale,candidate_evidence_ids,candidate_event_chain_stage,candidate_confidence,verification_label,verification_score,verification_rationale,issue_flags,evidence_quotes,evidence_texts,chain_confidence,missing_stages,gold_event_chain_stage,gold_event_chain_order,gold_notes,annotator_id,review_status
E005,LLM_E005_001,llm_preannotation,虹凉馨苑小区居民,反对物业费连续三年涨价方案，认为涨幅过大、缺乏合理性,negative,居民在协调会上激烈争吵，拍桌子表达不满，直接反映反对态度,ev-00096;ev-00097,supported,accept,虹凉馨苑小区居民,反对物业费连续三年涨价方案，认为涨幅过大、缺乏合理性,negative,居民在协调会上激烈争吵，拍桌子表达不满，直接反映反对态度,ev-00096;ev-00097,supported,,auto_reviewer,,,上海市虹凉馨苑小区物业费“三年三连涨”争议事件,LLM_E005_001,虹凉馨苑小区居民,反对物业费连续三年涨价方案，认为涨幅过大、缺乏合理性,negative,居民在协调会上激烈争吵，拍桌子表达不满，直接反映反对态度,ev-00096;ev-00097,unknown,,supported,,,,,"在12345市民热线系统中,关于物业服务的投诉总量排名前列,堪称基层治理的“硬骨头”。比如,虹凉馨苑小区就因为物业要涨物业费,引发了居民与物业之间的一场激烈争吵。“不需要你提醒,我说话不要插嘴。你说什;小区物业费要连涨三年?居民吵到拍台子 2025-06-26 20:24:40 看看新闻Knews记者 潘窈窈 在12345市民热线系统中,关于物业服务的投诉总量排名前列,堪称""基层治理的硬骨头"",比如",,,unknown,,,auto_reviewer,reviewed
E005,LLM_E005_002,llm_preannotation,小区物业公司,提出并坚持物业费连续三年上涨方案,positive,媒体报道明确物业公司主动提出涨价，引发居民强烈反弹,ev-00096,supported,accept,小区物业公司,提出并坚持物业费连续三年上涨方案,positive,媒体报道明确物业公司主动提出涨价，引发居民强烈反弹,ev-00096,supported,,auto_reviewer,,,上海市虹凉馨苑小区物业费“三年三连涨”争议事件,LLM_E005_002,小区物业公司,提出并坚持物业费连续三年上涨方案,positive,媒体报道明确物业公司主动提出涨价，引发居民强烈反弹,ev-00096,unknown,,supported,,,,,"在12345市民热线系统中,关于物业服务的投诉总量排名前列,堪称基层治理的“硬骨头”。比如,虹凉馨苑小区就因为物业要涨物业费,引发了居民与物业之间的一场激烈争吵。“不需要你提醒,我说话不要插嘴。你说什",,,unknown,,,auto_reviewer,reviewed
E006,LLM_E006_001,llm_preannotation,美心翡翠明庭小区业主,质疑物业费涨价投票结果真实性，要求调查投票造假行为,negative,根据新闻报道，业主对公示的投票结果与实际调查的差异提出质疑，追问造假者。,ev-00116,supported,accept,美心翡翠明庭小区业主,质疑物业费涨价投票结果真实性，要求调查投票造假行为,negative,根据新闻报道，业主对公示的投票结果与实际调查的差异提出质疑，追问造假者。,ev-00116,supported,,auto_reviewer,,,广州市番禺区翡翠明庭小区物业费涨价表决争议事件,LLM_E006_001,美心翡翠明庭小区业主,质疑物业费涨价投票结果真实性，要求调查投票造假行为,negative,根据新闻报道，业主对公示的投票结果与实际调查的差异提出质疑，追问造假者。,ev-00116,unknown,,supported,,,,,"2025-04-17 21:13 两个星期过去,围绕着小区物业费涨价的争论在广州市番禺区大龙街道美心翡翠明庭小区还是日益激烈,大家都在追问:公示的投票结果与实际调查为什么相差那么大?是谁在作假?",,,unknown,,,auto_reviewer,reviewed
E007,LLM_E007_001,llm_preannotation,蓝色康园小区业主,业主集中反映物业费从每平方米一块多涨到两块多且未签新合同、公共花园被占用改作员工宿舍、相关水电费未公示，要求物业方整改并公示费用。,negative,ev-00137和ev-00139均报道了业主的投诉和不满。,ev-00137;ev-00139,supported,accept,蓝色康园小区业主,业主集中反映物业费从每平方米一块多涨到两块多且未签新合同、公共花园被占用改作员工宿舍、相关水电费未公示，要求物业方整改并公示费用。,negative,ev-00137和ev-00139均报道了业主的投诉和不满。,ev-00137;ev-00139,supported,,auto_reviewer,,,广州市海珠区蓝色康园小区物业收费与公共区域使用争议事件,LLM_E007_001,蓝色康园小区业主,业主集中反映物业费从每平方米一块多涨到两块多且未签新合同、公共花园被占用改作员工宿舍、相关水电费未公示，要求物业方整改并公示费用。,negative,ev-00137和ev-00139均报道了业主的投诉和不满。,ev-00137;ev-00139,unknown,,supported,,,,,"近日,广州海珠区蓝色康园小区的业主向新快报记者反映,小区物业疑似占用公共空间做宿舍,并在公共区域堆放杂物等,且当中产生的水电费并没有公示,业主们怀疑这些费用被均算,作为公摊费用向所有业主进行收费。记者;业主反映蓝色康园物业方存在多种问题,市物管协会正在督促该小区物业方尽快整改 原本每平方米一块多的物业费,如今涨到了两块多,又看不到新合同,业主们怀疑物业偷偷涨价。前段时间,广州市海珠区赤岗街道蓝色康园",,,unknown,,,auto_reviewer,reviewed
E007,LLM_E007_002,llm_preannotation,广州市物业管理行业协会,广州市物业管理行业协会正在督促蓝色康园小区物业方尽快整改业主反映的物业费上涨、公共区域占用等问题。,neutral,ev-00139明确提到'市物管协会正在督促该小区物业方尽快整改'。,ev-00139,supported,accept,广州市物业管理行业协会,广州市物业管理行业协会正在督促蓝色康园小区物业方尽快整改业主反映的物业费上涨、公共区域占用等问题。,neutral,ev-00139明确提到'市物管协会正在督促该小区物业方尽快整改'。,ev-00139,supported,,auto_reviewer,,,广州市海珠区蓝色康园小区物业收费与公共区域使用争议事件,LLM_E007_002,广州市物业管理行业协会,广州市物业管理行业协会正在督促蓝色康园小区物业方尽快整改业主反映的物业费上涨、公共区域占用等问题。,neutral,ev-00139明确提到'市物管协会正在督促该小区物业方尽快整改'。,ev-00139,unknown,,supported,,,,,"业主反映蓝色康园物业方存在多种问题,市物管协会正在督促该小区物业方尽快整改 原本每平方米一块多的物业费,如今涨到了两块多,又看不到新合同,业主们怀疑物业偷偷涨价。前段时间,广州市海珠区赤岗街道蓝色康园",,,unknown,,,auto_reviewer,reviewed
E008,LLM_E008_001,llm_preannotation,白马庙街2号小区2单元四五六楼四户业主,针对一楼业主阻挠加装电梯的行为，向温江区人民法院提起诉讼，要求停止阻挠并继续施工,positive,直接证据显示高层业主作为原告提起诉讼,ev-00179;ev-00180,supported,accept,白马庙街2号小区2单元四五六楼四户业主,针对一楼业主阻挠加装电梯的行为，向温江区人民法院提起诉讼，要求停止阻挠并继续施工,positive,直接证据显示高层业主作为原告提起诉讼,ev-00179;ev-00180,supported,,auto_reviewer,,,成都市温江区白马庙街2号小区2单元加装电梯纠纷事件,LLM_E008_001,白马庙街2号小区2单元四五六楼四户业主,针对一楼业主阻挠加装电梯的行为，向温江区人民法院提起诉讼，要求停止阻挠并继续施工,positive,直接证据显示高层业主作为原告提起诉讼,ev-00179;ev-00180,unknown,,supported,,,,,"成都市温江区白马庙街2号小区四五六楼四户业主,因为一楼2户业主变卦阻挠加装电梯,将一楼业主告上法庭。这也是成都市首例因“电梯加装”引起的诉讼案。 成都市温江区白马庙街2号小区修建于2004年前后,只有;成都市温江区白马庙街2号小区四五六楼四户业主,因为一楼2户业主变卦阻挠加装电梯,将一楼业主告上法庭。 成都市温江区白马庙街2号小区修建于2004年前后,只有两栋居民楼,楼高6层,每层有两户居民,上、下",,,unknown,,,auto_reviewer,reviewed
E008,LLM_E008_002,llm_preannotation,白马庙街2号小区2单元一楼业主,在最初同意加装电梯后反悔，并采取行动阻挠电梯施工,negative,证据描述一楼业主'变卦阻挠',ev-00179;ev-00180,supported,accept,白马庙街2号小区2单元一楼业主,在最初同意加装电梯后反悔，并采取行动阻挠电梯施工,negative,证据描述一楼业主'变卦阻挠',ev-00179;ev-00180,supported,,auto_reviewer,,,成都市温江区白马庙街2号小区2单元加装电梯纠纷事件,LLM_E008_002,白马庙街2号小区2单元一楼业主,在最初同意加装电梯后反悔，并采取行动阻挠电梯施工,negative,证据描述一楼业主'变卦阻挠',ev-00179;ev-00180,unknown,,supported,,,,,"成都市温江区白马庙街2号小区四五六楼四户业主,因为一楼2户业主变卦阻挠加装电梯,将一楼业主告上法庭。这也是成都市首例因“电梯加装”引起的诉讼案。 成都市温江区白马庙街2号小区修建于2004年前后,只有;成都市温江区白马庙街2号小区四五六楼四户业主,因为一楼2户业主变卦阻挠加装电梯,将一楼业主告上法庭。 成都市温江区白马庙街2号小区修建于2004年前后,只有两栋居民楼,楼高6层,每层有两户居民,上、下",,,unknown,,,auto_reviewer,reviewed
E008,LLM_E008_003,llm_preannotation,温江区人民法院,作为受理法院，依法审理了该起加装电梯纠纷案件,neutral,证据提及法院受理该诉讼，但未详细说明判决结果，需结合典型判例推断,ev-00179,partially_supported,accept,温江区人民法院,作为受理法院，依法审理了该起加装电梯纠纷案件,neutral,证据提及法院受理该诉讼，但未详细说明判决结果，需结合典型判例推断,ev-00179,partially_supported,,auto_reviewer,,,成都市温江区白马庙街2号小区2单元加装电梯纠纷事件,LLM_E008_003,温江区人民法院,作为受理法院，依法审理了该起加装电梯纠纷案件,neutral,证据提及法院受理该诉讼，但未详细说明判决结果，需结合典型判例推断,ev-00179,unknown,,partially_supported,,,,,"成都市温江区白马庙街2号小区四五六楼四户业主,因为一楼2户业主变卦阻挠加装电梯,将一楼业主告上法庭。这也是成都市首例因“电梯加装”引起的诉讼案。 成都市温江区白马庙街2号小区修建于2004年前后,只有",,,unknown,,verification_rationale: ; issue_flags: ,auto_reviewer,reviewed
E009,LLM_E009_001,llm_preannotation,公租房住户,反映小区至少上百个车位被同小区的商品房业主圈占，导致公租房住户停车困难,negative,根据媒体报道，公租房住户向央广网反映停车位被圈占问题,ev-00205;ev-01536,supported,accept,公租房住户,反映小区至少上百个车位被同小区的商品房业主圈占，导致公租房住户停车困难,negative,根据媒体报道，公租房住户向央广网反映停车位被圈占问题,ev-00205;ev-01536,supported,,auto_reviewer,,,深圳市光明区绿地新都会停车位使用争议事件,LLM_E009_001,公租房住户,反映小区至少上百个车位被同小区的商品房业主圈占，导致公租房住户停车困难,negative,根据媒体报道，公租房住户向央广网反映停车位被圈占问题,ev-00205;ev-01536,unknown,,supported,,,,,"据此前报道,近日,深圳市光明区绿地新都会小区的公租房住户反映,该小区至少上百个车位被同小区的商品房业主圈占,导致公租房住户停车困难。 官方资料显示,绿地新都会小区是光明区2022年第一批次公共租赁住房;央广网北京4月28日消息(记者张胜坡)近日,深圳某公租房小区的住户向央广网反映,他们所住小区内,至少上百个车位被同小区的商品房业主圈占,导致公租房住户停车困难。 该小区是深圳市光明区光明街道光明大街的",,,unknown,,,auto_reviewer,reviewed
E009,LLM_E009_002,llm_preannotation,商品房业主,圈占小区停车位，导致公租房住户停车困难,negative,报道明确指出商品房业主圈占至少上百个车位,ev-00205;ev-01536,supported,accept,商品房业主,圈占小区停车位，导致公租房住户停车困难,negative,报道明确指出商品房业主圈占至少上百个车位,ev-00205;ev-01536,supported,,auto_reviewer,,,深圳市光明区绿地新都会停车位使用争议事件,LLM_E009_002,商品房业主,圈占小区停车位，导致公租房住户停车困难,negative,报道明确指出商品房业主圈占至少上百个车位,ev-00205;ev-01536,unknown,,supported,,,,,"据此前报道,近日,深圳市光明区绿地新都会小区的公租房住户反映,该小区至少上百个车位被同小区的商品房业主圈占,导致公租房住户停车困难。 官方资料显示,绿地新都会小区是光明区2022年第一批次公共租赁住房;央广网北京4月28日消息(记者张胜坡)近日,深圳某公租房小区的住户向央广网反映,他们所住小区内,至少上百个车位被同小区的商品房业主圈占,导致公租房住户停车困难。 该小区是深圳市光明区光明街道光明大街的",,,unknown,,,auto_reviewer,reviewed
E009,LLM_E009_003,llm_preannotation,深圳市光明区住房和建设局,正在依法依规对该起事件进行处置，并督促开发商、物业公司做好相关纠纷化解工作,neutral,官方回应表示正在处置并督促化解纠纷,ev-00206,supported,accept,深圳市光明区住房和建设局,正在依法依规对该起事件进行处置，并督促开发商、物业公司做好相关纠纷化解工作,neutral,官方回应表示正在处置并督促化解纠纷,ev-00206,supported,,auto_reviewer,,,深圳市光明区绿地新都会停车位使用争议事件,LLM_E009_003,深圳市光明区住房和建设局,正在依法依规对该起事件进行处置，并督促开发商、物业公司做好相关纠纷化解工作,neutral,官方回应表示正在处置并督促化解纠纷,ev-00206,unknown,,supported,,,,,"记者6日在采访中了解到,深圳市相关方面正在依法依规对该起事件进行处置,并对网传信息进行核实处理,后续还将针对事件中暴露出的停车位使用权问题,督促开发商、物业公司做好相关纠纷化解工作。",,,unknown,,,auto_reviewer,reviewed
E011,LLM_E011_001,llm_preannotation,江西工业职业技术学院,学校官方声称饭菜中的异物是鸭脖，否认是鼠头。,negative,学校发布情况通报坚称异物为鸭脖，试图隐瞒真相。,ev-01584,supported,accept,江西工业职业技术学院,学校官方声称饭菜中的异物是鸭脖，否认是鼠头。,negative,学校发布情况通报坚称异物为鸭脖，试图隐瞒真相。,ev-01584,supported,,auto_reviewer,,,江西工业职业技术学院“鼠头鸭脖”食品安全事件,LLM_E011_001,江西工业职业技术学院,学校官方声称饭菜中的异物是鸭脖，否认是鼠头。,negative,学校发布情况通报坚称异物为鸭脖，试图隐瞒真相。,ev-01584,unknown,,supported,,,,,"网络视频截图 6月3日,江西工业职业技术学校官方微博就“学校食堂饭菜中吃出老鼠头”一事发布情况通报,称饭菜中的“异物”经当事人确认为鸭脖。通报全文如下: 2023年6月1日下午,一则“江西",,,unknown,,,auto_reviewer,reviewed
E011,LLM_E011_002,llm_preannotation,江西省联合调查组,联合调查组认定饭菜中异物为鼠头，并通报调查结果。,neutral,官方调查组经勘查监控、专家鉴定，确认异物是鼠头。,ev-01572;ev-01576,supported,accept,江西省联合调查组,联合调查组认定饭菜中异物为鼠头，并通报调查结果。,neutral,官方调查组经勘查监控、专家鉴定，确认异物是鼠头。,ev-01572;ev-01576,supported,,auto_reviewer,,,江西工业职业技术学院“鼠头鸭脖”食品安全事件,LLM_E011_002,江西省联合调查组,联合调查组认定饭菜中异物为鼠头，并通报调查结果。,neutral,官方调查组经勘查监控、专家鉴定，确认异物是鼠头。,ev-01572;ev-01576,unknown,,supported,,,,,"【事件概况】 闹得沸沸扬扬的江西工业职业技术学院“鼠头鸭脖”事件,终于真相大白。2023年6月17日,江西联合调查组通报“鼠头鸭脖”事件调查结果称:“通过查看食堂后厨视频、查阅采购清单、询问涉事食堂负;江西联合调查组通报鼠头鸭脖事件:联合调查组认定饭菜中异物是鼠头。 “特别声明:以上作品内容(包括在内的视频、图片或音频)为凤凰网旗下自媒体平台“大风号”用户上传并发布,本平台仅提供信息存储空间服务。",,,unknown,,,auto_reviewer,reviewed
