record_type,event_id,record_id,evidence_ids,independent_source_count,independent_sources,missing_evidence_ids,confidence_route,required_action
tuple,E007,LLM_CANON_E007_001,ev-00137;ev-00139,2,api.app.anhuinews.com;k.sina.com.cn,,silver_candidate,standard_review
tuple,E007,LLM_CANON_E007_002,ev-00139,1,k.sina.com.cn,,low_confidence,human_review_required
tuple,E007,LLM_CANON_E007_003,ev-00139;ev-00143;ev-01526,3,gz.esf.fang.com;k.sina.com.cn;m.anjuke.com,,silver_candidate,standard_review
tuple,E009,LLM_CANON_E009_001,ev-00205;ev-01536;ev-01538,2,news.cnr.cn;web.shobserver.com,,silver_candidate,standard_review
tuple,E009,LLM_CANON_E009_002,ev-00205;ev-01536;ev-01538,2,news.cnr.cn;web.shobserver.com,,silver_candidate,standard_review
tuple,E009,LLM_CANON_E009_003,ev-00206,1,toutiao.com,,low_confidence,human_review_required
tuple,E010,LLM_CANON_E010_001,ev-01562;ev-01563,2,m.fccs.com;qz.fccs.com,,silver_candidate,standard_review
tuple,E012,LLM_CANON_E012_001,ev-00261;ev-00262;ev-00264;ev-00265;ev-01591;ev-01601;ev-01602;ev-01603,6,163.com;m.szhgh.com;news.hnr.cn;news.ifeng.com;sohu.com;toutiao.com,,silver_candidate,standard_review
tuple,E012,LLM_CANON_E012_002,ev-00260;ev-01592;ev-01594;ev-01595,3,163.com;m.szhgh.com;toutiao.com,,silver_candidate,standard_review
tuple,E012,LLM_CANON_E012_003,ev-00263;ev-00266;ev-00268;ev-01598;ev-01599;ev-01600,4,news.ifeng.com;opinion.voc.com.cn;sohu.com;toutiao.com,,silver_candidate,standard_review
tuple,E012,LLM_CANON_E012_004,ev-01593;ev-01602,2,law.rednet.cn;news.ifeng.com,,silver_candidate,standard_review
tuple,E012,LLM_CANON_E012_005,ev-00263;ev-00266,2,news.ifeng.com;toutiao.com,,silver_candidate,standard_review
tuple,E012,LLM_CANON_E012_006,ev-01593,1,law.rednet.cn,,low_confidence,human_review_required
tuple,E012,LLM_CANON_E012_007,ev-01596,1,amr.ahsz.gov.cn,,low_confidence,human_review_required
tuple,E012,LLM_CANON_E012_008,ev-00268,1,opinion.voc.com.cn,,low_confidence,human_review_required
tuple,E014,LLM_CANON_E014_001,ev-00309;ev-01640;ev-01642;ev-01643;ev-01644;ev-01646;ev-01647,7,m.sohu.com;m.szhgh.com;m.thepaper.cn;new.qq.com;news.fznews.com.cn;news.sina.com.cn;sohu.com,,silver_candidate,standard_review
tuple,E014,LLM_CANON_E014_002,ev-00301;ev-00302;ev-00303;ev-00304;ev-00306;ev-00307;ev-00308;ev-00322;ev-00324;ev-01636;ev-01639,8,finance.sina.com.cn;jiemian.com;m.toutiao.com;mnsac.com;news.dayoo.com;thepaper.cn;toutiao.com;zmzulin.com,,silver_candidate,standard_review
tuple,E014,LLM_CANON_E014_003,ev-00300;ev-00301;ev-00302;ev-00303;ev-00304;ev-00308;ev-00309;ev-00324;ev-01640;ev-01642;ev-01643;ev-01646,10,jiemian.com;m.sohu.com;m.szhgh.com;m.thepaper.cn;m.toutiao.com;mnsac.com;new.qq.com;news.dayoo.com;news.sina.com.cn;toutiao.com,,silver_candidate,standard_review
tuple,E014,LLM_CANON_E014_004,ev-00300;ev-00301;ev-00320;ev-00323;ev-00325,2,toutiao.com;zhuanlan.zhihu.com,,silver_candidate,standard_review
tuple,E015,LLM_CANON_E015_001,ev-00326;ev-00329;ev-00330;ev-00333;ev-00347;ev-00348,5,cn.chinadaily.com.cn;finance.sina.cn;news.jcrb.com;nmgcb.com.cn;toutiao.com,,silver_candidate,standard_review
tuple,E015,LLM_CANON_E015_002,ev-00326;ev-00329;ev-00330;ev-00331;ev-00332;ev-00333;ev-00348,6,cn.chinadaily.com.cn;finance.sina.cn;fzsx.gov.cn;news.jcrb.com;nmgcb.com.cn;toutiao.com,,silver_candidate,standard_review
tuple,E015,LLM_CANON_E015_003,ev-00327,1,toutiao.com,,low_confidence,human_review_required
tuple,E015,LLM_CANON_E015_004,ev-00331,1,fzsx.gov.cn,,low_confidence,human_review_required
tuple,E015,LLM_CANON_E015_005,ev-00346,1,toutiao.com,,low_confidence,human_review_required
tuple,E015,LLM_CANON_E015_006,ev-00346,1,toutiao.com,,low_confidence,human_review_required
tuple,E017,LLM_CANON_E017_001,ev-00403;ev-00404;ev-00405;ev-00406;ev-00407;ev-00408;ev-00409;ev-00411;ev-00412;ev-00423;ev-00424;ev-00425,9,163.com;edu.sina.com.cn;finance.sina.com.cn;m.sohu.com;m.thepaper.cn;new.qq.com;news.bjd.com.cn;news.china.com;toutiao.com,,silver_candidate,standard_review
tuple,E017,LLM_CANON_E017_002,ev-00403;ev-00404;ev-00405;ev-00407;ev-00408;ev-00409;ev-00411;ev-00412;ev-00423;ev-00424;ev-00425,9,163.com;edu.sina.com.cn;finance.sina.com.cn;m.sohu.com;m.thepaper.cn;new.qq.com;news.bjd.com.cn;news.china.com;toutiao.com,,silver_candidate,standard_review
tuple,E017,LLM_CANON_E017_003,ev-00410;ev-00423;ev-00424;ev-00425,4,m.thepaper.cn;new.qq.com;sohu.com;toutiao.com,,silver_candidate,standard_review
tuple,E019,LLM_CANON_E019_001,ev-00458;ev-00461;ev-01677;ev-01678;ev-01680;ev-01685;ev-01689,5,finance.sina.com.cn;m.xfb315.com;news.fromgeek.com;tousu.sina.cn;toutiao.com,,silver_candidate,standard_review
tuple,E019,LLM_CANON_E019_002,ev-00457;ev-00458;ev-00460;ev-01680;ev-01681;ev-01682;ev-01689,5,163.com;finance.sina.com.cn;news.fromgeek.com;toutiao.com;wglh.com,,silver_candidate,standard_review
tuple,E019,LLM_CANON_E019_003,ev-00458,1,finance.sina.com.cn,,low_confidence,human_review_required
tuple,E019,LLM_CANON_E019_004,ev-01676,1,sd.china.com,,low_confidence,human_review_required
tuple,E019,LLM_CANON_E019_005,ev-01676,1,sd.china.com,,low_confidence,human_review_required
tuple,E019,LLM_CANON_E019_006,ev-00457;ev-01681,2,toutiao.com;wglh.com,,silver_candidate,standard_review
tuple,E020,LLM_CANON_E020_001,ev-00478;ev-00480;ev-01691;ev-01697;ev-01698;ev-01699;ev-01700;ev-01703,8,ghdb.cn;ishare.ifeng.com;news.163.com;news.sina.com.cn;sc.gov.cn;toutiao.com;views.ce.cn;zhuanlan.zhihu.com,,silver_candidate,standard_review
tuple,E020,LLM_CANON_E020_002,ev-00477;ev-00480;ev-01704,3,ltxc.cqnu.edu.cn;sohu.com;toutiao.com,,silver_candidate,standard_review
tuple,E020,LLM_CANON_E020_003,ev-00486;ev-01691;ev-01693;ev-01696,4,cbgc.scol.com.cn;opinion.cnnb.com.cn;qingjuwang.com.cn;sc.gov.cn,,silver_candidate,standard_review
tuple,E020,LLM_CANON_E020_004,ev-01694;ev-01695,2,kankanews.com;thepaper.cn,,silver_candidate,standard_review
tuple,E020,LLM_CANON_E020_005,ev-01698;ev-01701;ev-01703,3,finance.sina.com.cn;news.sina.com.cn;views.ce.cn,,silver_candidate,standard_review
tuple,E020,LLM_CANON_E020_006,ev-00485;ev-01704;ev-01705;ev-01706,4,edu.sc.gov.cn;sohu.com;takefoto.cn;zhuanlan.zhihu.com,,silver_candidate,standard_review
tuple,E020,LLM_CANON_E020_007,ev-00481,1,thepaper.cn,,low_confidence,human_review_required
tuple,E020,LLM_CANON_E020_008,ev-00486,1,opinion.cnnb.com.cn,,low_confidence,human_review_required
tuple,E021,LLM_CANON_E021_001,ev-00497;ev-00498;ev-00499;ev-00500;ev-01712;ev-01715;ev-01721;ev-01725,4,163.com;finance.sina.com.cn;news.china.com;toutiao.com,,silver_candidate,standard_review
tuple,E021,LLM_CANON_E021_002,ev-00498;ev-00500;ev-00502;ev-00503;ev-00504;ev-00505;ev-00506;ev-01714;ev-01716,6,163.com;finance.sina.com.cn;news.southcn.com;sohu.com;thepaper.cn;toutiao.com,,silver_candidate,standard_review
tuple,E021,LLM_CANON_E021_003,ev-00499;ev-00501;ev-01712;ev-01715;ev-01722;ev-01723,5,163.com;kankanews.com;news.china.com;sohu.com;toutiao.com,,silver_candidate,standard_review
tuple,E021,LLM_CANON_E021_004,ev-01720;ev-01721;ev-01722,3,163.com;sohu.com;toutiao.com,,silver_candidate,standard_review
tuple,E021,LLM_CANON_E021_005,ev-00498;ev-00505;ev-01712;ev-01715;ev-01716,4,163.com;news.southcn.com;thepaper.cn;toutiao.com,,silver_candidate,standard_review
tuple,E021,LLM_CANON_E021_006,ev-00499;ev-01722;ev-01724,3,news.china.com;sohu.com;toutiao.com,,silver_candidate,standard_review
tuple,E023,LLM_CANON_E023_001,ev-00563;ev-00564;ev-00565;ev-00566;ev-00567;ev-00568;ev-00569;ev-00570,6,163.com;ce.cn;chinanews.com.cn;health.ycwb.com;toutiao.com;view.inews.qq.com,,silver_candidate,standard_review
tuple,E023,LLM_CANON_E023_002,ev-00563;ev-00564;ev-00565;ev-00566;ev-00567;ev-00568;ev-00569;ev-00570,6,163.com;ce.cn;chinanews.com.cn;health.ycwb.com;toutiao.com;view.inews.qq.com,,silver_candidate,standard_review
tuple,E023,LLM_CANON_E023_003,ev-00563;ev-00564;ev-00565;ev-00566;ev-00567;ev-00568;ev-00569;ev-00570,6,163.com;ce.cn;chinanews.com.cn;health.ycwb.com;toutiao.com;view.inews.qq.com,,silver_candidate,standard_review
tuple,E023,LLM_CANON_E023_004,ev-00571,1,world.huanqiu.com,,low_confidence,human_review_required
tuple,E023,LLM_CANON_E023_005,ev-00552,1,toutiao.com,,low_confidence,human_review_required
tuple,E024,LLM_CANON_E024_001,ev-00582;ev-00583;ev-00584;ev-00585;ev-00586;ev-01756;ev-01761;ev-01763;ev-01764;ev-01765,10,163.com;chinanews.com.cn;hxxkw.org;kankanews.com;m.ahwang.cn;m.toutiao.com;my399.com;new.qq.com;sd.china.com;sohu.com,,silver_candidate,standard_review
tuple,E024,LLM_CANON_E024_002,ev-00582;ev-00585;ev-00586;ev-00588;ev-00589;ev-00591;ev-01755;ev-01759;ev-01760;ev-01765;ev-01768;ev-01769;ev-01770,10,big5.china.com.cn;chinanews.com.cn;hxxkw.org;m.thepaper.cn;new.qq.com;news.china.com;news.cnwest.com;sd.china.com;sohu.com;toutiao.com,,silver_candidate,standard_review
tuple,E024,LLM_CANON_E024_003,ev-00584;ev-01756;ev-01762,3,m.ahwang.cn;my399.com;thepaper.cn,,silver_candidate,standard_review
tuple,E024,LLM_CANON_E024_004,ev-00582;ev-00585;ev-00586;ev-00588;ev-00591;ev-01755;ev-01759;ev-01760;ev-01768;ev-01769,9,big5.china.com.cn;chinanews.com.cn;hxxkw.org;m.thepaper.cn;new.qq.com;news.china.com;news.cnwest.com;sohu.com;toutiao.com,,silver_candidate,standard_review
tuple,E025,LLM_CANON_E025_001,ev-00602;ev-00604;ev-00605;ev-00609;ev-01772;ev-01773;ev-01779;ev-01782;ev-01783;ev-01785;ev-01787;ev-01788,10,163.com;easthospital.cn;finance.sina.com.cn;huxiu.com;news.bjd.com.cn;news.southcn.com;news.xinmin.cn;review.qianlong.com;sohu.com;toutiao.com,,silver_candidate,standard_review
tuple,E025,LLM_CANON_E025_002,ev-00606;ev-00608;ev-00609;ev-01777,4,bangqike.com;police.news.sohu.com;review.qianlong.com;sohu.com,,silver_candidate,standard_review
tuple,E025,LLM_CANON_E025_003,ev-00603;ev-00604;ev-00606;ev-00607;ev-00608;ev-00609;ev-00610;ev-00611;ev-01777;ev-01785;ev-01786;ev-01788,10,163.com;bangqike.com;finance.sina.com.cn;m.toutiao.com;news.china.com;news.xinmin.cn;police.news.sohu.com;review.qianlong.com;sohu.com;toutiao.com,,silver_candidate,standard_review
tuple,E025,LLM_CANON_E025_004,ev-00606;ev-00607;ev-00608;ev-01782,4,163.com;bangqike.com;news.bjd.com.cn;sohu.com,,silver_candidate,standard_review
tuple,E025,LLM_CANON_E025_005,ev-00603;ev-00608;ev-00611;ev-01786,4,m.toutiao.com;news.china.com;sohu.com;toutiao.com,,silver_candidate,standard_review
tuple,E026,LLM_CANON_E026_001,ev-00622;ev-00627;ev-01792;ev-01796;ev-01798;ev-01799;ev-01800;ev-01802;ev-01810,8,163.com;bjnews.com.cn;guancha.cn;k.sina.com.cn;kankanews.com;new.qq.com;nmgcb.com.cn;toutiao.com,,silver_candidate,standard_review
tuple,E026,LLM_CANON_E026_002,ev-00623;ev-00624;ev-00625;ev-00627;ev-01792;ev-01796;ev-01801;ev-01802;ev-01803;ev-01810,8,163.com;finance.gucheng.com;k.sina.com.cn;moment.rednet.cn;new.qq.com;nmgcb.com.cn;sohu.com;toutiao.com,,silver_candidate,standard_review
tuple,E026,LLM_CANON_E026_003,ev-00624;ev-00625;ev-00627;ev-01792;ev-01796;ev-01798;ev-01799;ev-01804;ev-01805,7,163.com;bjnews.com.cn;guancha.cn;moment.rednet.cn;nmgcb.com.cn;sohu.com;toutiao.com,,silver_candidate,standard_review
tuple,E026,LLM_CANON_E026_004,ev-00623;ev-00624;ev-00626;ev-01792;ev-01796;ev-01797;ev-01798;ev-01799;ev-01802;ev-01804;ev-01805;ev-01810,9,163.com;bjnews.com.cn;guancha.cn;k.sina.com.cn;mil.news.sina.com.cn;moment.rednet.cn;new.qq.com;nmgcb.com.cn;toutiao.com,,silver_candidate,standard_review
tuple,E027,LLM_CANON_E027_001,ev-00642;ev-00643;ev-00645;ev-01811;ev-01814;ev-01816;ev-01821,7,163.com;kankanews.com;lawtime.cn;sohu.com;szb.wxrb.com;thepaper.cn;toutiao.com,,silver_candidate,standard_review
tuple,E027,LLM_CANON_E027_002,ev-00642;ev-00643;ev-00645;ev-01811;ev-01814;ev-01816;ev-01821,7,163.com;kankanews.com;lawtime.cn;sohu.com;szb.wxrb.com;thepaper.cn;toutiao.com,,silver_candidate,standard_review
tuple,E027,LLM_CANON_E027_003,ev-00642;ev-01811;ev-01816,3,163.com;lawtime.cn;szb.wxrb.com,,silver_candidate,standard_review
tuple,E027,LLM_CANON_E027_004,ev-01821,1,thepaper.cn,,low_confidence,human_review_required
tuple,E030,LLM_CANON_E030_001,ev-00711;ev-00712;ev-00713;ev-00714;ev-00715;ev-01286;ev-01287;ev-01289;ev-01290,9,c.m.163.com;difang.gmw.cn;elderly.qianlong.com;gongyi.gmw.cn;legal.gmw.cn;m.sohu.com;news.qq.com;shenzhen.jcy.gov.cn;yicai.com,,silver_candidate,standard_review
tuple,E030,LLM_CANON_E030_002,ev-00711;ev-00712;ev-00713;ev-00714;ev-00715;ev-00716;ev-00718,6,c.m.163.com;m.sohu.com;news.qq.com;shenzhen.jcy.gov.cn;sohu.com;yicai.com,,silver_candidate,standard_review
tuple,E030,LLM_CANON_E030_003,ev-00711;ev-00712;ev-00713;ev-00714;ev-00715,5,c.m.163.com;m.sohu.com;news.qq.com;shenzhen.jcy.gov.cn;yicai.com,,silver_candidate,standard_review
tuple,E030,LLM_CANON_E030_004,ev-00716;ev-00718;ev-01286;ev-01287;ev-01289;ev-01290,6,difang.gmw.cn;elderly.qianlong.com;gongyi.gmw.cn;legal.gmw.cn;news.qq.com;sohu.com,,silver_candidate,standard_review
tuple,E031,LLM_CANON_E031_001,ev-00741;ev-00750,2,finance.sina.com.cn;toutiao.com,,silver_candidate,standard_review
tuple,E031,LLM_CANON_E031_002,ev-00741,1,toutiao.com,,low_confidence,human_review_required
tuple,E031,LLM_CANON_E031_003,ev-01851;ev-01853;ev-01854;ev-01861,3,163.com;baike.sogou.com;zjnews.china.com.cn,,silver_candidate,standard_review
tuple,E031,LLM_CANON_E031_004,ev-00742;ev-01863,2,sohu.com;toutiao.com,,silver_candidate,standard_review
tuple,E031,LLM_CANON_E031_005,ev-00749,1,nanjing.news.fang.com,,low_confidence,human_review_required
tuple,E031,LLM_CANON_E031_006,ev-00743,1,fcj.nanjing.gov.cn,,low_confidence,human_review_required
tuple,E031,LLM_CANON_E031_007,ev-00744,1,cgj.luan.gov.cn,,low_confidence,human_review_required
tuple,E031,LLM_CANON_E031_008,ev-00748;ev-01866;ev-01867,2,bwc.hist.edu.cn;jsahvc.edu.cn,,silver_candidate,standard_review
tuple,E032,LLM_CANON_E032_001,ev-00756,1,y.meizhou.cn,,low_confidence,human_review_required
tuple,E032,LLM_CANON_E032_002,ev-00758;ev-01881;ev-01883;ev-01884;ev-01886;ev-01887,5,news.gmw.cn;sohu.com;stgjjgxx.com;tt.m.jxnews.com.cn;yjj.benxi.gov.cn,,silver_candidate,standard_review
tuple,E032,LLM_CANON_E032_003,ev-00752;ev-00753;ev-00754;ev-00755;ev-01872;ev-01873;ev-01876;ev-01882;ev-01888,8,bjnews.com.cn;cwyan.com;k.sina.cn;m.sohu.com;new.qq.com;news.hsw.cn;sohu.com;yjgl.gd.gov.cn,,silver_candidate,standard_review
tuple,E032,LLM_CANON_E032_004,ev-01882,1,cwyan.com,,low_confidence,human_review_required
tuple,E032,LLM_CANON_E032_005,ev-01871;ev-01875,2,finance.sina.com.cn;toutiao.com,,silver_candidate,standard_review
tuple,E032,LLM_CANON_E032_006,ev-00757;ev-01874;ev-01875,1,toutiao.com,,low_confidence,human_review_required
tuple,E032,LLM_CANON_E032_007,ev-00759,1,k.sina.com.cn,,low_confidence,human_review_required
tuple,E033,LLM_CANON_E033_001,ev-00779;ev-00795;ev-00797;ev-00798;ev-00799,2,mem.gov.cn;tv.cctv.cn,,silver_candidate,standard_review
tuple,E033,LLM_CANON_E033_002,ev-00800,1,jxtcms.net,,low_confidence,human_review_required
tuple,E033,LLM_CANON_E033_003,ev-00800;ev-00802,2,bwc.xyc.edu.cn;jxtcms.net,,silver_candidate,standard_review
tuple,E033,LLM_CANON_E033_004,ev-00805,1,sohu.com,,low_confidence,human_review_required
tuple,E033,LLM_CANON_E033_005,ev-00801,1,fire114.cn,,low_confidence,human_review_required
tuple,E033,LLM_CANON_E033_006,ev-00771;ev-00792,1,toutiao.com,,low_confidence,human_review_required
tuple,E034,LLM_CANON_E034_001,ev-00815;ev-00816;ev-00817;ev-00818;ev-00819;ev-00821;ev-00823;ev-00824;ev-01892;ev-01898;ev-01899;ev-01901;ev-01902;ev-01904;ev-01905,12,163.com;bz.mala.cn;c.m.163.com;finance.eastmoney.com;finance.sina.com.cn;gubapost.eastmoney.com;ly.scol.com.cn;m.163.com;nc.mala.cn;new.qq.com;news.cctv.com;news.xmnn.cn,,silver_candidate,standard_review
tuple,E034,LLM_CANON_E034_002,ev-00819;ev-00821;ev-00822;ev-00823;ev-00824;ev-01898;ev-01899;ev-01901;ev-01902;ev-01903;ev-01904;ev-01905;ev-01909,10,163.com;c.m.163.com;finance.eastmoney.com;finance.sina.cn;finance.sina.com.cn;gubapost.eastmoney.com;m.163.com;new.qq.com;news.cctv.com;news.xmnn.cn,,silver_candidate,standard_review
tuple,E034,LLM_CANON_E034_003,ev-00817;ev-00818;ev-00820;ev-00822;ev-01901;ev-01902;ev-01903;ev-01909,4,c.m.163.com;finance.sina.cn;finance.sina.com.cn;ly.scol.com.cn,,silver_candidate,standard_review
tuple,E035,LLM_CANON_E035_001,ev-00835;ev-01930,2,bjnews.com.cn;news.qq.com,,silver_candidate,standard_review
tuple,E035,LLM_CANON_E035_002,ev-00835;ev-01928,2,bjnews.com.cn;k.sina.com.cn,,silver_candidate,standard_review
tuple,E035,LLM_CANON_E035_003,ev-00836;ev-00837;ev-00838;ev-00839;ev-00840;ev-00841;ev-00842;ev-00843;ev-00844;ev-01911;ev-01916;ev-01917;ev-01918;ev-01921;ev-01922;ev-01923;ev-01924;ev-01925;ev-01929,11,eeo.com.cn;finance.eastmoney.com;infzm.com;k.sina.com.cn;m.gmw.cn;news.china.com;news.qq.com;news.voc.com.cn;news.ycwb.com;sohu.com;toutiao.com,,silver_candidate,standard_review
tuple,E036,LLM_CANON_E036_001,ev-00856;ev-00858;ev-00860;ev-00861,3,bjnews.com.cn;finance.sina.com.cn;kan.china.com,,silver_candidate,standard_review
tuple,E036,LLM_CANON_E036_002,ev-00857;ev-00859;ev-01942;ev-01943;ev-01946,3,chuzhou.gov.cn;mhuanbao.bjx.com.cn;slj.xinyang.gov.cn,,silver_candidate,standard_review
tuple,E036,LLM_CANON_E036_003,ev-01933;ev-01935,2,news.enorth.com.cn;toutiao.com,,silver_candidate,standard_review
tuple,E036,LLM_CANON_E036_004,ev-00863;ev-01933;ev-01935;ev-01938;ev-01945;ev-01946;ev-01947,6,m.gmw.cn;m.toutiao.com;mhuanbao.bjx.com.cn;news.cctv.com;news.enorth.com.cn;toutiao.com,,silver_candidate,standard_review
tuple,E036,LLM_CANON_E036_005,ev-00856;ev-00863,2,bjnews.com.cn;news.cctv.com,,silver_candidate,standard_review
tuple,E036,LLM_CANON_E036_006,ev-00862,1,sohu.com,,low_confidence,human_review_required
tuple,E036,LLM_CANON_E036_007,ev-00857;ev-00859,2,chuzhou.gov.cn;slj.xinyang.gov.cn,,silver_candidate,standard_review
tuple,E036,LLM_CANON_E036_008,ev-01938;ev-01945;ev-01946,3,m.gmw.cn;mhuanbao.bjx.com.cn;toutiao.com,,silver_candidate,standard_review
tuple,E036,LLM_CANON_E036_009,ev-00855,1,huanbao.bjx.com.cn,,low_confidence,human_review_required
tuple,E036,LLM_CANON_E036_010,ev-01931,1,sthjj.chuzhou.gov.cn,,low_confidence,human_review_required
tuple,E037,LLM_CANON_E037_001,ev-00876;ev-00877;ev-00897,3,baike.sogou.com;news.bjd.com.cn;news.sina.com.cn,,silver_candidate,standard_review
tuple,E037,LLM_CANON_E037_002,ev-00895;ev-00896;ev-00897,3,news.bjd.com.cn;news.sohu.com;thepaper.cn,,silver_candidate,standard_review
tuple,E037,LLM_CANON_E037_003,ev-00882;ev-00884;ev-00903;ev-01959,4,fire114.cn;m.app.cctv.com;safewk.com;toutiao.com,,silver_candidate,standard_review
tuple,E037,LLM_CANON_E037_004,ev-00903;ev-00904,2,163.com;toutiao.com,,silver_candidate,standard_review
tuple,E037,LLM_CANON_E037_005,ev-00898;ev-00900;ev-00906,2,163.com;toutiao.com,,silver_candidate,standard_review
tuple,E037,LLM_CANON_E037_006,ev-00905;ev-00907;ev-00909,2,max.book118.com;thinkdid.com,,silver_candidate,standard_review
tuple,E038,LLM_CANON_E038_001,ev-00933;ev-00935;ev-01976,3,mem.gov.cn;toutiao.com;yjgl.anqing.gov.cn,,silver_candidate,standard_review
tuple,E038,LLM_CANON_E038_002,ev-00943,1,cn.chinadaily.com.cn,,low_confidence,human_review_required
tuple,E038,LLM_CANON_E038_003,ev-00918;ev-00919;ev-00920,2,163.com;cnews.chinadaily.com.cn,,silver_candidate,standard_review
tuple,E038,LLM_CANON_E038_004,ev-00935;ev-01976,2,toutiao.com;yjgl.anqing.gov.cn,,silver_candidate,standard_review
tuple,E038,LLM_CANON_E038_005,ev-00935;ev-01976,2,toutiao.com;yjgl.anqing.gov.cn,,silver_candidate,standard_review
tuple,E038,LLM_CANON_E038_006,ev-00916;ev-00917;ev-00938;ev-00939,4,163.com;chinanews.com.cn;news.sina.com.cn;sohu.com,,silver_candidate,standard_review
tuple,E038,LLM_CANON_E038_007,ev-00934;ev-00941;ev-00942;ev-01979,4,m.toutiao.com;sohu.com;toutiao.com;wap.zol.com.cn,,silver_candidate,standard_review
tuple,E039,LLM_CANON_E039_001,ev-00950;ev-00951;ev-00952;ev-00954,3,eco.gov.cn;news.cn;toutiao.com,,silver_candidate,standard_review
tuple,E039,LLM_CANON_E039_002,ev-00948;ev-00949;ev-01992,3,163.com;m.aqrzj.com;news.china.com,,silver_candidate,standard_review
tuple,E039,LLM_CANON_E039_003,ev-00947;ev-00969;ev-00970;ev-00971;ev-00977,4,baike.sogou.com;news.fznews.com.cn;sohu.com;toutiao.com,,silver_candidate,standard_review
tuple,E039,LLM_CANON_E039_004,ev-00965;ev-00980,2,bjnews.com.cn;k.sina.com.cn,,silver_candidate,standard_review
tuple,E039,LLM_CANON_E039_005,ev-00953;ev-00975,2,bjnews.com.cn;news.bjd.com.cn,,silver_candidate,standard_review
tuple,E039,LLM_CANON_E039_006,ev-00948;ev-00949;ev-01992,3,163.com;m.aqrzj.com;news.china.com,,silver_candidate,standard_review
tuple,E039,LLM_CANON_E039_007,ev-00976,1,sohu.com,,low_confidence,human_review_required
tuple,E040,LLM_CANON_E040_001,ev-00984;ev-00992;ev-01332,3,baike.sogou.com;news.cn;yjt.shanxi.gov.cn,,silver_candidate,standard_review
tuple,E040,LLM_CANON_E040_002,ev-00993,1,nbd.com.cn,,low_confidence,human_review_required
tuple,E040,LLM_CANON_E040_003,ev-01329;ev-01330,2,cnr.cn;zhengguannews.cn,,silver_candidate,standard_review
tuple,E040,LLM_CANON_E040_004,ev-01327;ev-01328;ev-01331;ev-01332;ev-01333,5,coal.in-en.com;news.china.com;news.cn;nmgcb.com.cn;stdaily.com,,silver_candidate,standard_review
tuple,E040,LLM_CANON_E040_005,ev-01326;ev-01327;ev-01328;ev-01331;ev-01332,5,cnstock.com;coal.in-en.com;news.cn;nmgcb.com.cn;stdaily.com,,silver_candidate,standard_review
tuple,E040,LLM_CANON_E040_006,ev-01004;ev-01007;ev-01335,1,toutiao.com,,low_confidence,human_review_required
tuple,E040,LLM_CANON_E040_007,ev-01005;ev-01008,1,nyncw.cq.gov.cn,,low_confidence,human_review_required
tuple,E043,LLM_CANON_E043_001,ev-01069;ev-01072;ev-01091;ev-01090,3,cgj.ezhou.gov.cn;cgw.wuhan.gov.cn;news.qq.com,,silver_candidate,standard_review
