event_id,tuple_id,stakeholder,opinion,sentiment,rationale,stakeholder_cluster_id,stakeholder_aliases,canonical_tuple,opinion_split_reason,event_chain,evidence_ids,evidence_texts,evidence_source_types,evidence_urls,evidence_titles,evidence_dates,independent_source_count,confidence_route,required_action,adjudication_priority_score,priority_bucket,priority_reason,review_decision,revised_stakeholder,revised_opinion,revised_sentiment,revised_rationale,revised_evidence_ids,reviewer_note,reviewer_id,adjudication_status,annotator_id
E049,LLM_CANON_E049_006,顾大松,顾大松通过晒出账单截图，公开展示网约车订单中乘客支付金额与司机端显示金额不一致的“阴阳账单”现象。,negative,证据显示顾大松晒出的账单截图中，一位乘客的支付情况被用于说明网约车司机在热线和社交平台吐槽的“阴阳账单”现象。,SC_E049_006,东南大学交通法治与发展研究中心执行主任顾大松;中国城市公共交通协会网约车分会会长顾大松,True,,,ev-01225,"在上海12345市民服务热线和各大社交平台上,也有不少网约车司机吐槽此类“阴阳账单”现象。 东南大学交通法治与发展研究中心执行主任、中国城市公共交通协会网约车分会会长顾大松晒出的账单截图显示,一位乘客",public_interaction,https://toutiao.china.com/shsy/gundong4/13000238/20240115/46082495_1.html,,,1,low_confidence,human_review_required,0.830,high,low_confidence_cross_source;few_evidence;single_source_type;short_candidate_text,uncertain,,,,,,,annotator_B,independent_review,annotator_B
E001,LLM_CANON_E001_003,三元里村村民和居民,对拆迁补偿方案的支持度较低，相关材料称拆迁补偿方案支持比率为33.62%。,negative,证据明确给出拆迁补偿方案支持比率仅33.62%，表明居民对补偿方案的认可度不足。,SC_E001_002,村民;居民;老百姓;权属人;三元里城中村的居民,True,同一居民群体对补偿方案的低支持度不同于其对城中村改造总体方向的支持和期待，因此单独标注。,,ev-00023,"属于白云新城辐射带的三元里村,改造已是大势所趋。截至5月30日,三元里城中村的居民同意城中村改造比率超过了80%,拆迁补偿方案支持比率为33.62%。城中村改造,集体和居民最直接的得益是什么?改造后,",public_web,https://m.110ask.com/zhishi/4553253002018355922.html,,,1,low_confidence,human_review_required,0.670,high,low_confidence_cross_source;few_evidence;single_source_type,uncertain,,,,,,,annotator_B,independent_review,annotator_B
E004,LLM_CANON_E004_005,现场村民及未签约房屋相关方,担心拆迁作业未做好足够安全围蔽，可能危及相邻未签约房屋。,negative,证据描述拆迁现场有挖机就位，村民发现相邻未签约房屋并直言安全围蔽不足，担心危及未签房屋。,SC_E004_005,村民;未签约房屋相关村民;未签的房屋,True,,,ev-00084,"今天早上,事发广州黄埔区横沙村的旧改拆迁现场,可以看到挖机已就位,准备拆迁作业有村民发现,与被拆迁的房屋相邻的还有一间没有签约的房屋,但村民直言,房屋并没做足安全的围蔽处理,怕危及到未签的房屋,“连排",social_media,https://www.toutiao.com/article/7114580065253638687/,,,1,low_confidence,human_review_required,0.670,high,low_confidence_cross_source;few_evidence;single_source_type,uncertain,,,,,,,annotator_B,independent_review,annotator_B
E006,LLM_CANON_E006_001,美心翡翠明庭小区业主,质疑物业费涨价表决公示结果与实际调查差异过大，并追问是否存在造假。,negative,证据称围绕小区物业费涨价争论日益激烈，大家追问“公示的投票结果与实际调查为什么相差那么大”以及“是谁在作假”。,SC_E006_001,小区业主;业主;大家,True,,,ev-00116,"2025-04-17 21:13 两个星期过去,围绕着小区物业费涨价的争论在广州市番禺区大龙街道美心翡翠明庭小区还是日益激烈,大家都在追问:公示的投票结果与实际调查为什么相差那么大?是谁在作假?",mainstream_news,https://www.sohu.com/a/885914198_100116740,,,1,low_confidence,human_review_required,0.670,high,low_confidence_cross_source;few_evidence;single_source_type,uncertain,,,,,,,annotator_B,independent_review,annotator_B
E007,LLM_CANON_E007_002,广州市物业管理行业协会,广州市物业管理行业协会正在督促蓝色康园小区物业方尽快整改业主反映的问题。,neutral,新闻标题及摘要明确称市物管协会正在督促该小区物业方尽快整改。,SC_E007_002,市物管协会;广州市物管协会,True,,,ev-00139,"业主反映蓝色康园物业方存在多种问题,市物管协会正在督促该小区物业方尽快整改 原本每平方米一块多的物业费,如今涨到了两块多,又看不到新合同,业主们怀疑物业偷偷涨价。前段时间,广州市海珠区赤岗街道蓝色康园",mainstream_news,https://k.sina.com.cn/article_1652484947_627eeb5302001q30e.html?from=news&subch=onews,,,1,low_confidence,human_review_required,0.670,high,low_confidence_cross_source;few_evidence;single_source_type,uncertain,,,,,,,annotator_B,independent_review,annotator_B
E011,LLM_CANON_E011_003,南昌市市场监督管理部门,事件初期经反复检验后也给出异物为“鸭脖子”的结论。,negative,证据显示当地市场监督管理局在事件初期给出的检验结论也是鸭脖子，后与联合调查组最终认定不一致。,SC_E011_003,当地市场监督管理局;南昌市市场监督管理局;南昌市市场监督治理局,True,同一市场监督管理部门在事件不同阶段有不同回应：先作出“鸭脖子”检验结论，后又对涉事企业实施处罚。,,ev-00242,"江西工业职业技术学院icon,学生就餐惊现“鼠头”!!!食堂当即给出解释,是鸭脖子。随后,当地市场监督管理局给出反复检验的结论,也是鸭脖子。不过根据现场的照片,这鸭脖子也太挑战网友们的视觉神经了,长着",social_media,https://www.toutiao.com/article/7240978888246018600/,,,1,low_confidence,human_review_required,0.670,high,low_confidence_cross_source;few_evidence;single_source_type,uncertain,,,,,,,annotator_B,independent_review,annotator_B
E011,LLM_CANON_E011_006,江西工业职业技术学院学生,在食堂就餐时发现餐食中出现疑似鼠头的异物，引发食品安全事件。,negative,证据直接描述学生就餐时发现“鼠头”异物，构成事件触发点。,SC_E011_005,学生;就餐学生,True,,,ev-00242,"江西工业职业技术学院icon,学生就餐惊现“鼠头”!!!食堂当即给出解释,是鸭脖子。随后,当地市场监督管理局给出反复检验的结论,也是鸭脖子。不过根据现场的照片,这鸭脖子也太挑战网友们的视觉神经了,长着",social_media,https://www.toutiao.com/article/7240978888246018600/,,,1,low_confidence,human_review_required,0.670,high,low_confidence_cross_source;few_evidence;single_source_type,uncertain,,,,,,,annotator_B,independent_review,annotator_B
E012,LLM_CANON_E012_006,律师刘琳,刘琳律师认为学校应承担相应责任，涉事企业可能面临民事、行政、刑事等多重责任。,negative,报道直接引用刘琳律师对事件法律责任的解读，指出学校和涉事企业可能承担责任。,SC_E012_006,湖南通程律师事务所刘琳律师;刘琳律师,True,,,ev-01593,"导读:近日,云南昆明云子中学长丰学校食堂疑提供臭肉给学生食用。校长回应:“如果他犯罪了,有法律来管他。”湖南通程律师事务所刘琳律师解读:学校应承担相应责任,涉事企业可能面临民事、行政、刑事等多重责任。",mainstream_news,https://law.rednet.cn/content/646854/69/6421.html,,,1,low_confidence,human_review_required,0.670,high,low_confidence_cross_source;few_evidence;single_source_type,uncertain,,,,,,,annotator_B,independent_review,annotator_B
E012,LLM_CANON_E012_007,高新区市场监督管理分局,高新区市场监督管理分局认为长丰学校食品安全问题令人痛心、敲响警钟，强调校园食品安全监管一刻不能放松，并表示已高度重视、迅速采取措施。,negative,证据显示该分局以长丰学校事件为警示，强调加强校园食品安全监管并采取行动。,SC_E012_007,高新区市场监管分局;高新区市场监督管理分局,True,,,ev-01596,"昆明市官渡区长丰学校食品安全问题事件令人痛心,再次给我们敲响警钟,校园食品安全监管一刻也不能放松。针对云南官渡区长丰学校食品安全存在的问题,高新区市场监督管理分局高度重视,行动迅速,措施有力。 10月",official,https://amr.ahsz.gov.cn/xwdt/sjdt/195084991.html,,,1,low_confidence,human_review_required,0.670,high,low_confidence_cross_source;few_evidence;single_source_type,uncertain,,,,,,,annotator_B,independent_review,annotator_B
E013,LLM_CANON_E013_003,北京大学附属小学海口学校食堂,因被发现存在鼠迹等食品安全问题，学校食堂已停止供餐。,negative,证据称官方通报确认学校食堂存在鼠迹，并提到学校食堂停止供餐。,SC_E013_003,涉事学校食堂;学校食堂;北京大学附属小学海口学校食堂,True,,,ev-00285,"12月25日(发布),海南海口。海口通报一小学食堂老鼠乱窜,官方:确实存在鼠迹。已立案调查 学校食堂停止供餐。",mainstream_news,https://isee.weishi.qq.com/ws/app-pages/share/index.html?&id=76SSrEXpk1TqlYAKU&faker=1&resid=70001020,,,1,low_confidence,human_review_required,0.670,high,low_confidence_cross_source;few_evidence;single_source_type,uncertain,,,,,,,annotator_B,independent_review,annotator_B
E013,LLM_CANON_E013_004,网络公众,网传学校食堂监控视频称有老鼠活动，引发广泛关注。,negative,证据描述网传海口一小学食堂监控视频，称学校食堂发现老鼠活动并被监控拍下，引发广泛关注。,SC_E013_004,网民;网络公众;网传视频关注者,True,,,ev-00283,"近日,网传海南海口市一小学食堂监控视频,称学校食堂发现有老鼠活动,并被监控拍了下来,引发广泛关注。 视频截图 12月29日,海口市市场监督管理局针对此事进行通报—— 近日,接到学生家长反映 北京大学附",mainstream_news,https://finance.sina.com.cn/jjxw/2024-12-30/doc-ineceiip4211070.shtml,,,1,low_confidence,human_review_required,0.670,high,low_confidence_cross_source;few_evidence;single_source_type,uncertain,,,,,,,annotator_B,independent_review,annotator_B
E015,LLM_CANON_E015_003,当地警方,接受总台记者采访，介绍案件进展情况。,neutral,证据称3月18日当地警方接受总台记者采访，详细介绍案件进展。,SC_E015_003,邯郸当地警方;警方,True,,,ev-00327,"3月10日,河北邯郸肥乡区发生了一起震惊全国的惨案,一名初中生遭到残忍杀害。3月18日当地警方接受总台记者采访,详细介绍了案件的进展情况。",social_media,https://www.toutiao.com/article/7347875151993782820/,,,1,low_confidence,human_review_required,0.670,high,low_confidence_cross_source;few_evidence;single_source_type,uncertain,,,,,,,annotator_B,independent_review,annotator_B
E015,LLM_CANON_E015_005,全国网友,对自媒体博主的误导行为表示愤怒，并呼吁公正处理、制裁未成年嫌疑人。,negative,证据明确称案件引发全国网友关注，自媒体博主误导行为引起网友愤怒，网友呼吁公正处理并制裁未成年嫌疑人。,SC_E015_005,网友;公众;社会公众,True,,,ev-00346,"在河北邯郸市肥乡区,一起令人震惊的初中生被害案引发了全国网友的广泛关注。自媒体博主的误导行为引起了网友的愤怒,同时,他们呼吁公正处理并制裁未成年嫌疑人。",social_media,https://www.toutiao.com/article/7347732695205888527/,,,1,low_confidence,human_review_required,0.670,high,low_confidence_cross_source;few_evidence;single_source_type,uncertain,,,,,,,annotator_B,independent_review,annotator_B
E019,LLM_CANON_E019_004,美吉姆常营华联中心,美吉姆常营华联中心称因经营遇到问题，曾向上市公司美吉姆提出借钱周转救助需求，但多次沟通无果且被以无法扶持为由拒绝，导致其无力支付房租、员工工资和社保。,negative,证据明确记录常营华联中心对自身经营困境和向上市公司求助失败的说明。,SC_E019_004,常营华联中心店;美吉姆常营华联中心,True,,,ev-01676,"美吉姆常营华联中心称,鉴于现阶段公司经营中遇到的诸多问题,他们向上市公司美吉姆提出借钱周转进行救助的需求,但多次沟通无果,被上市公司以无法扶持为由拒绝。由于实在无以为继,无法支付房租和员工工资、社保,",mainstream_news,https://sd.china.com/shangye/20000940/20231231/25830498_1.html,,,1,low_confidence,human_review_required,0.670,high,low_confidence_cross_source;few_evidence;single_source_type,uncertain,,,,,,,annotator_B,independent_review,annotator_B
E020,LLM_CANON_E020_007,成都七中实验学校,发布关于学校食品问题的情况说明，对食堂食品问题作出公开说明。,neutral,证据称成都七中实验学校微信公号于3月13日发布关于学校食品问题的情况说明。,SC_E020_007,成都七中实验学校微信公号;学校,True,,,ev-00481,"据“成都七中实验学校”微信公号3月13日消息,澎湃新闻(www.thepaper.cn)记者了解到,成都七中实验学校发布关于学校食品问题的情况说明。",mainstream_news,https://www.thepaper.cn/newsDetail_forward_3129077,,,1,low_confidence,human_review_required,0.670,high,low_confidence_cross_source;few_evidence;single_source_type,uncertain,,,,,,,annotator_B,independent_review,annotator_B
E020,LLM_CANON_E020_008,媒体评论者,主张为保障学校食堂食品安全，可以引入家长巡查机制。,neutral,评论文章标题和正文显示，在成都七中实验学校食堂问题背景下，作者提出“保学校食堂食品安全，不妨引入家长巡查”。,SC_E020_008,中国宁波网评论作者;玫昆仑;舆论评论者,True,,,ev-00486,"您当前的位置 : 中国宁波网 > 甬上观潮 > 辣评原创 保学校食堂食品安全 不妨引入家长巡查 玫昆仑 3月12日,部分学生家长反映成都七中实验学校食堂有关问题。教育厅对此高度重视,立即派出工作组前",public_web,http://opinion.cnnb.com.cn/system/2019/03/15/030036062.shtml,,,1,low_confidence,human_review_required,0.670,high,low_confidence_cross_source;few_evidence;single_source_type,uncertain,,,,,,,annotator_B,independent_review,annotator_B
E023,LLM_CANON_E023_004,东莞市卫健局,东莞市卫健局工作人员表示，如接到相关投诉，具体业务科室会进行处理，并将在询问后答复记者；但截至发稿记者暂未接到回复。,neutral,证据记录了卫健局工作人员对投诉处理流程的回应及尚未回复记者的状态。,SC_E023_004,东莞市卫健局工作人员;卫健局工作人员,True,,,ev-00571,"东莞市卫健局工作人员表示,如接到相关投诉,具体业务科室会进行处理,将询问后答复记者。截至发稿前,记者暂未接到回复。",public_web,https://world.huanqiu.com/article/4KYX4eb168Z,,,1,low_confidence,human_review_required,0.670,high,low_confidence_cross_source;few_evidence;single_source_type,uncertain,,,,,,,annotator_B,independent_review,annotator_B
E023,LLM_CANON_E023_005,舆论评论者,舆论评论认为患者隐私保护是医疗领域不可逾越的红线，工程师未经允许闯入检查室的行为挑战了隐私保护底线并侵犯患者隐私。,negative,评论文章明确称医疗领域患者隐私保护是红线，并将工程师未经允许进入检查室描述为侵犯患者隐私。,SC_E023_005,头条文章作者;公众评论,True,,,ev-00552,"在医疗领域,患者隐私保护是一条不可逾越的红线。然而,近日在东莞市中医院发生的一起事件,却让这条红线受到了挑战。一位女性患者在进行心脏彩超检查时,遭遇了一名未经允许闯入检查室的工程师,这一行为不仅侵犯了",social_media,https://www.toutiao.com/article/7446339268961632818/,,,1,low_confidence,human_review_required,0.670,high,low_confidence_cross_source;few_evidence;single_source_type,uncertain,,,,,,,annotator_B,independent_review,annotator_B
E027,LLM_CANON_E027_004,媒体报道方,提醒公众在医院周边遇到“好心人”推荐某中医馆名医时要提高警惕，防范医托诈骗。,negative,澎湃新闻相关报道在介绍浦东警方捣毁医托诈骗团伙时，明确提示医院周边有人推荐中医馆名医时“一定要小心”。,SC_E027_004,澎湃新闻;相关媒体;新闻报道,True,,,ev-01821,"在医院周边,若有“好心人”推荐某中医馆名医,一定要小心!近日,上海浦东警方捣毁了“医托”诈骗团伙,40余人被抓,被害人近千名,涉案金额450余万元。 澎湃新闻记者 邹桥 编辑 何羽茜 视频来源 上海浦",mainstream_news,https://www.thepaper.cn/newsDetail_forward_26067366,,,1,low_confidence,human_review_required,0.670,high,low_confidence_cross_source;few_evidence;single_source_type,uncertain,,,,,,,annotator_B,independent_review,annotator_B
E028,LLM_CANON_E028_002,福州市HPV疫苗预约者,认为HPV疫苗预约不易、每次预约数量不多，希望有不用“拼手速”的预约或排队方式。,negative,证据提到HPV疫苗是关注事项，并表述“约苗不易”“每次预约数量也不多”“有没有不拼手速的呢”，体现预约者对现有预约难的 concern 与需求。,SC_E028_002,小姐妹们;HPV疫苗预约人群;福州HPV疫苗接种需求者,True,,,ev-00665,"要说到小姐妹们最关心的事是什么 那HPV疫苗肯定能上榜! 约苗不易 每次预约数量也不多 有没有不拼手速的呢? 这不, 今天雯子就为大家整理了 福州HPV疫 苗 登记 排队 指南 赶紧来看看吧! 台江上",mainstream_news,https://news.sohu.com/a/575243356_121123813,,,1,low_confidence,human_review_required,0.670,high,low_confidence_cross_source;few_evidence;single_source_type,uncertain,,,,,,,annotator_B,independent_review,annotator_B
E029,LLM_CANON_E029_001,广西医科大学第一附属医院,医院在事件发生后第一时间组织抢救并报警，配合公安机关开展调查。,neutral,官方页面称事件发生后医院第一时间组织抢救并报警，配合公安机关开展调查。,SC_E029_001,医院;我院;医院方面;广西医科大学第一附属医院方面,True,同一医院主体的应急处置行动，与另一个元组中的对外通报回应社会关切属于不同响应。,,ev-00696,"2024年4月19日15时许,我院门诊大楼发生一起男子坠楼事件。事件发生后,医院第一时间组织抢救并报警,配合公安机关开展调查。 广西医科大学第一附属医院",public_web,https://www.gxmuyfy.cn/notice/noticetzgg/27120.html,,,1,low_confidence,human_review_required,0.670,high,low_confidence_cross_source;few_evidence;single_source_type,uncertain,,,,,,,annotator_B,independent_review,annotator_B
E029,LLM_CANON_E029_006,公安机关,公安机关介入并开展事件调查，医院配合其调查工作。,neutral,医院通报称已报警并配合公安机关开展调查，说明公安机关参与调查。,SC_E029_005,警方,True,,,ev-00696,"2024年4月19日15时许,我院门诊大楼发生一起男子坠楼事件。事件发生后,医院第一时间组织抢救并报警,配合公安机关开展调查。 广西医科大学第一附属医院",public_web,https://www.gxmuyfy.cn/notice/noticetzgg/27120.html,,,1,low_confidence,human_review_required,0.670,high,low_confidence_cross_source;few_evidence;single_source_type,uncertain,,,,,,,annotator_B,independent_review,annotator_B
E031,LLM_CANON_E031_002,明尚西苑物业,物业被指对居民关于火灾隐患的连续投诉和预警存在忽视。,negative,证据明确称居民连续七次投诉，但这些预警在物业的忽视下逐渐消失。,SC_E031_002,物业,True,,,ev-00741,"四年前,明尚西苑的居民预见到了悲剧的可能性,他们发出了连续七次的投诉,但这些预警在物业的忽视下逐渐消失。火灾爆发: 2月23日凌晨,明尚西苑6栋突然爆发了一场大火,火势迅速蔓延",social_media,https://www.toutiao.com/article/7340100794777125427/,,,1,low_confidence,human_review_required,0.670,high,low_confidence_cross_source;few_evidence;single_source_type,uncertain,,,,,,,annotator_B,independent_review,annotator_B
E031,LLM_CANON_E031_005,南京市政府,火灾后，南京市展开全面消防安全排查，以回应电动自行车停放等安全隐患引发的关注。,positive,证据称该事故促使南京市展开全面的消防安全排查，起火原因疑似与架空层电动自行车停放有关。,SC_E031_004,南京市,True,同一政府主体另有新闻发布会通报和痛心表态；本条聚焦后续治理排查行动。,,ev-00749,"摘要: 【南京雨花台区失火小区深夜惊魂 电动车成隐患】南京雨花台区的明尚西苑小区在一场突发火灾中遭受重创。起火原因疑似为架空层停放的电动自行车。这起事故促使南京市展开全面的消防安全排查。同时,火灾发生",mainstream_news,https://nanjing.news.fang.com/open/49503379.html,,,1,low_confidence,human_review_required,0.670,high,low_confidence_cross_source;few_evidence;single_source_type,uncertain,,,,,,,annotator_B,independent_review,annotator_B
E031,LLM_CANON_E031_006,南京市住房保障和房产局相关维修资金管理部门,相关部门公示并审核通过明尚西苑小区消防系统修复应急维修资金申请，用于消防系统修复。,positive,证据显示明尚西苑小区消防系统修复应急维修项目申请拨付金额1094428.31元并审核通过。,SC_E031_005,南京市房产局;fcj.nanjing.gov.cn;维修资金使用项目公示主体,True,,,ev-00743,"明尚西苑维修资金使用项目公示 相关业主: 雨花台区明尚西苑,维修项目:明尚西苑小区消防系统修复应急维修,维修内容: 明尚西苑小区消防系统修复应急维修,申请拨付金额(元):1094428.31,审核通过",official,https://fcj.nanjing.gov.cn/ztzl/wygl/wywxzjsygs/202604/t20260417_5826203.html,,,1,low_confidence,human_review_required,0.670,high,low_confidence_cross_source;few_evidence;single_source_type,uncertain,,,,,,,annotator_B,independent_review,annotator_B
E031,LLM_CANON_E031_007,六安市城市管理局,六安市城市管理局要求各县区城管局深刻汲取南京明尚西苑火灾教训，防范和遏制重特大事故，保障群众生命财产安全。,positive,证据显示六安市城管局以南京明尚西苑火灾为警示，向各县区城管局部署防范重特大事故相关工作。,SC_E031_006,六安城管局;各县区城管局通知发布方,True,,,ev-00744,"各县区城管局: 2024年2月23日,南京雨花台区明尚西苑居民楼发生火灾,造成重大人员伤亡,再次为我们敲响了警钟。为深刻汲取有关事故教训,有效防范和坚决遏制重特大事故发生,保证人民群众生命财产安全。现",official,https://cgj.luan.gov.cn/public/6608421/10482031.html,,,1,low_confidence,human_review_required,0.670,high,low_confidence_cross_source;few_evidence;single_source_type,uncertain,,,,,,,annotator_B,independent_review,annotator_B
