record_type,event_id,record_id,evidence_ids,independent_source_count,independent_sources,missing_evidence_ids,confidence_route,required_action
tuple,E012,LLM_E012_004,ev-00263,1,news.ifeng.com,,low_confidence,human_review_required
tuple,E012,LLM_E012_005,ev-00260,1,toutiao.com,,low_confidence,human_review_required
tuple,E013,LLM_E013_001,ev-01625;ev-01630;ev-01622,3,163.com;m.sohu.com;sohu.com,,silver_candidate,standard_review
tuple,E013,LLM_E013_002,ev-00284;ev-01612;ev-01621,3,hinews.cn;m.sohu.com;news.cctv.com,,silver_candidate,standard_review
tuple,E014,LLM_E014_001,ev-01640;ev-01642;ev-01644;ev-00309,4,m.sohu.com;m.szhgh.com;m.thepaper.cn;sohu.com,,silver_candidate,standard_review
tuple,E014,LLM_E014_002,ev-00300;ev-00301,1,toutiao.com,,low_confidence,human_review_required
tuple,E015,LLM_E015_001,ev-00331;ev-00326;ev-00329;ev-00330;ev-00333;ev-00347,6,cn.chinadaily.com.cn;finance.sina.cn;fzsx.gov.cn;news.jcrb.com;nmgcb.com.cn;toutiao.com,,silver_candidate,standard_review
tuple,E015,LLM_E015_002,ev-00331;ev-00326;ev-00329;ev-00330;ev-00333,5,cn.chinadaily.com.cn;finance.sina.cn;fzsx.gov.cn;news.jcrb.com;nmgcb.com.cn,,silver_candidate,standard_review
tuple,E016,LLM_E016_001,ev-00400,1,m.163.com,,low_confidence,human_review_required
tuple,E016,LLM_E016_002,ev-00366;ev-00380,2,m.163.com;sohu.com,,silver_candidate,standard_review
tuple,E016,LLM_E016_003,ev-00385;ev-00390,2,k.sina.com.cn;m.163.com,,silver_candidate,standard_review
tuple,E016,LLM_E016_004,ev-00362,1,c.m.163.com,,low_confidence,human_review_required
tuple,E017,LLM_E017_001,ev-00407;ev-00425;ev-00403,3,m.sohu.com;m.thepaper.cn;news.bjd.com.cn,,silver_candidate,standard_review
tuple,E018,LLM_E018_001,ev-01658;ev-01654;ev-00439,2,163.com;sohu.com,,silver_candidate,standard_review
tuple,E018,LLM_E018_002,ev-00437;ev-01653,2,163.com;sohu.com,,silver_candidate,standard_review
tuple,E018,LLM_E018_003,ev-01651,1,toutiao.china.com,,low_confidence,human_review_required
tuple,E018,LLM_E018_004,ev-00445,1,sohu.com,,low_confidence,human_review_required
tuple,E019,LLM_E019_001,ev-00460;ev-01680;ev-01682;ev-00461;ev-01685;ev-01677;ev-01678,4,163.com;m.xfb315.com;tousu.sina.cn;toutiao.com,,silver_candidate,standard_review
tuple,E019,LLM_E019_002,ev-00458,1,finance.sina.com.cn,,low_confidence,human_review_required
tuple,E019,LLM_E019_003,ev-01676,1,sd.china.com,,low_confidence,human_review_required
tuple,E019,LLM_E019_004,ev-01677;ev-01678,1,tousu.sina.cn,,low_confidence,human_review_required
tuple,E019,LLM_E019_005,ev-01673;ev-01683;ev-01689,2,news.fromgeek.com;sohu.com,,silver_candidate,standard_review
tuple,E020,LLM_E020_001,ev-01698;ev-01697;ev-01702;ev-01703,4,finance.sina.com.cn;ishare.ifeng.com;news.sina.com.cn;views.ce.cn,,silver_candidate,standard_review
tuple,E020,LLM_E020_002,ev-00485;ev-01709;ev-01706;ev-01704;ev-01705;ev-00482,5,edu.sc.gov.cn;sohu.com;takefoto.cn;wjnews.cn;zhuanlan.zhihu.com,,silver_candidate,standard_review
tuple,E020,LLM_E020_003,ev-01691;ev-01693,2,cbgc.scol.com.cn;sc.gov.cn,,silver_candidate,standard_review
tuple,E020,LLM_E020_004,ev-01695,1,thepaper.cn,,low_confidence,human_review_required
tuple,E020,LLM_E020_005,ev-01698,1,views.ce.cn,,low_confidence,human_review_required
tuple,E021,LLM_E021_001,ev-00502;ev-01714,2,sohu.com;toutiao.com,,silver_candidate,standard_review
tuple,E021,LLM_E021_002,ev-01712;ev-00501,2,163.com;kankanews.com,,silver_candidate,standard_review
tuple,E021,LLM_E021_003,ev-01722,1,sohu.com,,low_confidence,human_review_required
tuple,E022,LLM_E022_001,ev-00521;ev-00517;ev-00520,3,163.com;sohu.com;toutiao.com,,silver_candidate,standard_review
tuple,E022,LLM_E022_002,ev-01738,1,sohu.com,,low_confidence,human_review_required
tuple,E022,LLM_E022_003,ev-00521,1,163.com,,low_confidence,human_review_required
tuple,E023,LLM_E023_001,ev-00563;ev-00564;ev-00565;ev-00568;ev-00570,3,163.com;chinanews.com.cn;toutiao.com,,silver_candidate,standard_review
tuple,E023,LLM_E023_002,ev-00563;ev-00564;ev-00565;ev-00568;ev-00570,3,163.com;chinanews.com.cn;toutiao.com,,silver_candidate,standard_review
tuple,E023,LLM_E023_003,ev-00563;ev-00564;ev-00565;ev-00568;ev-00570,3,163.com;chinanews.com.cn;toutiao.com,,silver_candidate,standard_review
tuple,E023,LLM_E023_004,ev-00552;ev-00581,2,163.com;toutiao.com,,silver_candidate,standard_review
tuple,E023,LLM_E023_005,ev-00579,1,toutiao.com,,low_confidence,human_review_required
tuple,E024,LLM_E024_001,ev-01761;ev-01762,2,163.com;thepaper.cn,,silver_candidate,standard_review
tuple,E024,LLM_E024_002,ev-00586;ev-01760,2,chinanews.com.cn;m.thepaper.cn,,silver_candidate,standard_review
tuple,E024,LLM_E024_003,ev-01762;ev-00584,2,my399.com;thepaper.cn,,silver_candidate,standard_review
tuple,E025,LLM_E025_001,ev-00602,1,news.southcn.com,,low_confidence,human_review_required
tuple,E025,LLM_E025_002,ev-01777,1,police.news.sohu.com,,low_confidence,human_review_required
tuple,E025,LLM_E025_003,ev-00608;ev-00610,2,sohu.com;toutiao.com,,silver_candidate,standard_review
tuple,E026,LLM_E026_001,ev-01799;ev-01805;ev-01792,2,163.com;guancha.cn,,silver_candidate,standard_review
tuple,E026,LLM_E026_002,ev-00627,1,toutiao.com,,low_confidence,human_review_required
tuple,E026,LLM_E026_003,ev-00623;ev-00626,2,163.com;toutiao.com,,silver_candidate,standard_review
tuple,E027,LLM_E027_001,ev-01814;ev-00643,2,sohu.com;toutiao.com,,silver_candidate,standard_review
tuple,E027,LLM_E027_002,ev-01812,1,finance.sina.com.cn,,low_confidence,human_review_required
tuple,E027,LLM_E027_003,ev-01814;ev-00643,2,sohu.com;toutiao.com,,silver_candidate,standard_review
tuple,E027,LLM_E027_004,ev-01822;ev-00651,2,lz.newssc.org;toutiao.com,,silver_candidate,standard_review
tuple,E028,LLM_E028_001,ev-00669;ev-00664,2,fjnews.fjsen.com;news.fznews.com.cn,,silver_candidate,standard_review
tuple,E028,LLM_E028_002,ev-01257,1,163.com,,low_confidence,human_review_required
tuple,E028,LLM_E028_003,ev-00688;ev-01274,2,news.fznews.com.cn;women.fjsen.com,,silver_candidate,standard_review
tuple,E029,LLM_E029_001,ev-00691;ev-00692;ev-00693;ev-00694;ev-00695;ev-00696;ev-00697;ev-00699;ev-00700;ev-01832;ev-01833;ev-01837,8,finance.sina.com.cn;gxmuyfy.cn;m.163.com;m.shaoxing.com.cn;m.sohu.com;m.thepaper.cn;news.medlive.cn;thepaper.cn,,silver_candidate,standard_review
tuple,E029,LLM_E029_002,ev-00695;ev-01846,2,m.sohu.com;toutiao.com,,silver_candidate,standard_review
tuple,E029,LLM_E029_003,ev-00699;ev-01837,2,m.shaoxing.com.cn;news.medlive.cn,,silver_candidate,standard_review
tuple,E030,LLM_E030_001,ev-00714;ev-00711,2,news.qq.com;shenzhen.jcy.gov.cn,,silver_candidate,standard_review
tuple,E030,LLM_E030_002,ev-00714;ev-00711,2,news.qq.com;shenzhen.jcy.gov.cn,,silver_candidate,standard_review
tuple,E031,LLM_E031_001,ev-00741;ev-00750,2,finance.sina.com.cn;toutiao.com,,silver_candidate,standard_review
tuple,E031,LLM_E031_002,ev-00742;ev-01863,2,sohu.com;toutiao.com,,silver_candidate,standard_review
tuple,E031,LLM_E031_003,ev-01851;ev-01854,2,163.com;baike.sogou.com,,silver_candidate,standard_review
tuple,E031,LLM_E031_004,ev-00741,1,toutiao.com,,low_confidence,human_review_required
tuple,E032,LLM_E032_001,ev-00756;ev-00758;ev-01881,3,sohu.com;y.meizhou.cn;yjj.benxi.gov.cn,,silver_candidate,standard_review
tuple,E032,LLM_E032_002,ev-00758;ev-01881,2,sohu.com;yjj.benxi.gov.cn,,silver_candidate,standard_review
tuple,E032,LLM_E032_003,ev-01888;ev-01876,2,sohu.com;yjgl.gd.gov.cn,,silver_candidate,standard_review
tuple,E032,LLM_E032_004,ev-00760,1,meizhou.gov.cn,,low_confidence,human_review_required
tuple,E033,LLM_E033_001,ev-00795;ev-00797,1,mem.gov.cn,,low_confidence,human_review_required
tuple,E033,LLM_E033_002,ev-00800,1,jxtcms.net,,low_confidence,human_review_required
tuple,E033,LLM_E033_003,ev-00805,1,sohu.com,,low_confidence,human_review_required
tuple,E033,LLM_E033_004,ev-00807;ev-00810;ev-00811,2,gxw.xinyu.gov.cn;jx.ifeng.com,,silver_candidate,standard_review
tuple,E033,LLM_E033_005,ev-00796;ev-00801,2,fire114.cn;gx.jiceng.zhengzhou.gov.cn,,silver_candidate,standard_review
tuple,E034,LLM_E034_001,ev-00821;ev-00815,2,bz.mala.cn;gubapost.eastmoney.com,,silver_candidate,standard_review
tuple,E034,LLM_E034_002,ev-00822;ev-01903,2,finance.sina.cn;finance.sina.com.cn,,silver_candidate,standard_review
tuple,E034,LLM_E034_003,ev-00822;ev-01903,2,finance.sina.cn;finance.sina.com.cn,,silver_candidate,standard_review
tuple,E034,LLM_E034_004,ev-00821;ev-01902,2,finance.sina.com.cn;gubapost.eastmoney.com,,silver_candidate,standard_review
tuple,E034,LLM_E034_005,ev-00822,1,finance.sina.cn,,low_confidence,human_review_required
tuple,E035,LLM_E035_001,ev-00835;ev-01930,2,bjnews.com.cn;news.qq.com,,silver_candidate,standard_review
tuple,E035,LLM_E035_002,ev-01911;ev-00839,2,eeo.com.cn;toutiao.com,,silver_candidate,standard_review
tuple,E035,LLM_E035_003,ev-00839;ev-01924,2,news.qq.com;toutiao.com,,silver_candidate,standard_review
tuple,E035,LLM_E035_004,ev-00835,1,bjnews.com.cn,,low_confidence,human_review_required
tuple,E036,LLM_E036_001,ev-00859;ev-00857;ev-00858,3,chuzhou.gov.cn;finance.sina.com.cn;slj.xinyang.gov.cn,,silver_candidate,standard_review
tuple,E036,LLM_E036_002,ev-00862,1,sohu.com,,low_confidence,human_review_required
tuple,E036,LLM_E036_003,ev-01933;ev-01942,2,mhuanbao.bjx.com.cn;news.enorth.com.cn,,silver_candidate,standard_review
tuple,E036,LLM_E036_004,ev-01931,1,sthjj.chuzhou.gov.cn,,low_confidence,human_review_required
tuple,E037,LLM_E037_001,ev-00895;ev-01967;ev-00897,3,news.bjd.com.cn;news.sohu.com;thepaper.cn,,silver_candidate,standard_review
tuple,E037,LLM_E037_002,ev-00882;ev-01956,2,dnr.henan.gov.cn;fire114.cn,,silver_candidate,standard_review
tuple,E037,LLM_E037_003,ev-01964,1,sohu.com,,low_confidence,human_review_required
tuple,E037,LLM_E037_004,ev-00878;ev-01952,2,163wenku.com;7cxk.com,,silver_candidate,standard_review
tuple,E038,LLM_E038_001,ev-00935;ev-00933,2,mem.gov.cn;toutiao.com,,silver_candidate,standard_review
tuple,E038,LLM_E038_002,ev-01976;ev-00935,2,toutiao.com;yjgl.anqing.gov.cn,,silver_candidate,standard_review
tuple,E038,LLM_E038_003,ev-01982;ev-00935,2,sohu.com;toutiao.com,,silver_candidate,standard_review
tuple,E038,LLM_E038_004,ev-01979,1,m.toutiao.com,,low_confidence,human_review_required
tuple,E039,LLM_E039_001,ev-00966;ev-00983,2,cqlvshiwang.cn;sohu.com,,silver_candidate,standard_review
tuple,E039,LLM_E039_002,ev-01997;ev-02010;ev-00954,3,eco.gov.cn;news.sohu.com;yjglj.xa.gov.cn,,silver_candidate,standard_review
tuple,E039,LLM_E039_003,ev-00948;ev-00949,2,163.com;news.china.com,,silver_candidate,standard_review
tuple,E039,LLM_E039_004,ev-01992,1,m.aqrzj.com,,low_confidence,human_review_required
tuple,E039,LLM_E039_005,ev-00976;ev-00983,2,cqlvshiwang.cn;sohu.com,,silver_candidate,standard_review
tuple,E040,LLM_E040_001,ev-01362;ev-01364,1,chinamine-safety.gov.cn,,low_confidence,human_review_required
tuple,E040,LLM_E040_002,ev-01363,1,toutiao.com,,low_confidence,human_review_required
tuple,E040,LLM_E040_003,ev-01327;ev-00992,2,stdaily.com;yjt.shanxi.gov.cn,,silver_candidate,standard_review
tuple,E040,LLM_E040_004,ev-01327,1,stdaily.com,,low_confidence,human_review_required
tuple,E041,LLM_E041_001,ev-02013;ev-02019,2,163.com;toutiao.com,,silver_candidate,standard_review
tuple,E041,LLM_E041_002,ev-01014;ev-01011,2,163.com;m.toutiao.com,,silver_candidate,standard_review
tuple,E041,LLM_E041_003,ev-02021;ev-01010,2,m.shenchuang.com;zhihu.com,,silver_candidate,standard_review
tuple,E041,LLM_E041_004,ev-02026;ev-01016,2,163.com;wuhan.gov.cn,,silver_candidate,standard_review
tuple,E041,LLM_E041_005,ev-02024;ev-01012,2,163.com;xueqiu.com,,silver_candidate,standard_review
tuple,E042,LLM_E042_001,ev-01060;ev-01034,2,finance.sina.com.cn;toutiao.com,,silver_candidate,standard_review
tuple,E042,LLM_E042_002,ev-01043;ev-01044;ev-01032,2,gz.gov.cn;toutiao.com,,silver_candidate,standard_review
tuple,E042,LLM_E042_003,ev-01043,1,gz.gov.cn,,low_confidence,human_review_required
tuple,E042,LLM_E042_004,ev-01041,1,scjgj.gz.gov.cn,,low_confidence,human_review_required
tuple,E042,LLM_E042_005,ev-01045,1,scjgj.gz.gov.cn,,low_confidence,human_review_required
tuple,E043,LLM_E043_001,ev-01091;ev-01069;ev-01072,2,cgw.wuhan.gov.cn;news.qq.com,,silver_candidate,standard_review
tuple,E043,LLM_E043_002,ev-01100,1,sohu.com,,low_confidence,human_review_required
tuple,E043,LLM_E043_003,ev-01088,1,jtj.wuhan.gov.cn,,low_confidence,human_review_required
tuple,E043,LLM_E043_004,ev-01104;ev-01105;ev-01106;ev-01113,4,m.163.com;m.toutiao.com;toutiao.com;view.inews.qq.com,,silver_candidate,standard_review
tuple,E044,LLM_E044_001,ev-02036;ev-02037,1,mdj.gov.cn,,low_confidence,human_review_required
tuple,E044,LLM_E044_002,ev-01118,1,thepaper.cn,,low_confidence,human_review_required
tuple,E044,LLM_E044_003,ev-02050;ev-02048,2,credit.gongzhuling.gov.cn;jt.hlj.gov.cn,,silver_candidate,standard_review
tuple,E044,LLM_E044_004,ev-01118,1,thepaper.cn,,low_confidence,human_review_required
tuple,E044,LLM_E044_005,ev-01124;ev-01117,2,hlj.gov.cn;m.toutiao.com,,silver_candidate,standard_review
tuple,E045,LLM_E045_001,ev-02051,1,cgw.wuhan.gov.cn,,low_confidence,human_review_required
tuple,E045,LLM_E045_002,ev-02051,1,cgw.wuhan.gov.cn,,low_confidence,human_review_required
tuple,E045,LLM_E045_003,ev-02066,1,hubei.gov.cn,,low_confidence,human_review_required
tuple,E045,LLM_E045_004,ev-01138,1,thepaper.cn,,low_confidence,human_review_required
tuple,E045,LLM_E045_005,ev-02065,1,cgw.wuhan.gov.cn,,low_confidence,human_review_required
tuple,E046,LLM_E046_001,ev-01159,1,finance.eastmoney.com,,low_confidence,human_review_required
tuple,E047,LLM_E047_001,ev-02101;ev-02102;ev-02103;ev-02104;ev-02105,5,c.m.163.com;gov.cn;m.163.com;m.thepaper.cn;sohu.com,,silver_candidate,standard_review
tuple,E047,LLM_E047_002,ev-01183;ev-01177,2,henan.gov.cn;toutiao.com,,silver_candidate,standard_review
tuple,E048,LLM_E048_001,ev-01199;ev-01198,2,new.qq.com;toutiao.com,,silver_candidate,standard_review
tuple,E048,LLM_E048_002,ev-01199;ev-02117,2,qizibao.com;toutiao.com,,silver_candidate,standard_review
tuple,E049,LLM_E049_001,ev-01370;ev-01382;ev-01385,3,eeo.com.cn;guancha.gmw.cn;sichuan.scol.com.cn,,silver_candidate,standard_review
tuple,E049,LLM_E049_002,ev-01386,1,163.com,,low_confidence,human_review_required
tuple,E049,LLM_E049_003,ev-01369;ev-01217,2,tech.ifeng.com;toutiao.com,,silver_candidate,standard_review
tuple,E049,LLM_E049_004,ev-01400,1,workercn.cn,,low_confidence,human_review_required
tuple,E049,LLM_E049_005,ev-01390,1,news.youth.cn,,low_confidence,human_review_required
tuple,E050,LLM_E050_001,ev-02136,1,hebtv.com,,low_confidence,human_review_required
tuple,E050,LLM_E050_002,ev-01240;ev-01239,2,cppcns.com;thepaper.cn,,silver_candidate,standard_review
tuple,E050,LLM_E050_003,ev-02131,1,ashea.com.cn,,low_confidence,human_review_required
tuple,E004,LLM_E004_001,ev-01460;ev-00081,1,sohu.com,,low_confidence,human_review_required
tuple,E004,LLM_E004_002,ev-00080,1,hp.gov.cn,,low_confidence,human_review_required
tuple,E010,LLM_E010_001,ev-01564,1,sohu.com,,low_confidence,human_review_required
tuple,E004,LLM_E004_EXP_001,ev-00076,1,163.com,,low_confidence,human_review_required
tuple,E005,LLM_E005_EXP_001,ev-00097;ev-00096,1,kankanews.com,,low_confidence,human_review_required
tuple,E006,LLM_E006_EXP_001,ev-00124,1,panyu.gov.cn,,low_confidence,human_review_required
tuple,E006,LLM_E006_EXP_002,ev-00119,1,toutiao.com,,low_confidence,human_review_required
tuple,E007,LLM_E007_EXP_001,ev-00154,1,ghzyj.gz.gov.cn,,low_confidence,human_review_required
tuple,E010,LLM_E010_EXP_001,ev-00238,1,gov.cn,,low_confidence,human_review_required
tuple,E010,LLM_E010_EXP_002,ev-00225,1,sohu.com,,low_confidence,human_review_required
tuple,E013,LLM_E013_EXP_001,ev-00291,1,gov.cn,,low_confidence,human_review_required
tuple,E014,LLM_E014_EXP_001,ev-00300,1,toutiao.com,,low_confidence,human_review_required
tuple,E015,LLM_E015_EXP_001,ev-00331,1,fzsx.gov.cn,,low_confidence,human_review_required
tuple,E017,LLM_E017_EXP_001,ev-00411,1,163.com,,low_confidence,human_review_required
tuple,E017,LLM_E017_EXP_002,ev-00404,1,finance.sina.com.cn,,low_confidence,human_review_required
tuple,E030,LLM_E030_EXP_001,ev-00714,1,shenzhen.jcy.gov.cn,,low_confidence,human_review_required
tuple,E046,LLM_E046_EXP_001,ev-01157,1,163.com,,low_confidence,human_review_required
tuple,E046,LLM_E046_EXP_002,ev-01159,1,finance.eastmoney.com,,low_confidence,human_review_required
tuple,E047,LLM_E047_EXP_001,ev-01177,1,toutiao.com,,low_confidence,human_review_required
tuple,E048,LLM_E048_EXP_001,ev-01210,1,gov.cn,,low_confidence,human_review_required
chain,E001,CHAIN_E001_001,ev-00001;ev-00029;ev-00023;ev-00007;ev-00008;ev-00010,5,gz.gov.cn;gzdaily.dayoo.com;m.110ask.com;new.qq.com;sohu.com,,silver_candidate,standard_review
chain,E001,CHAIN_E001_002,ev-00001;ev-00023;ev-00018;ev-00013,3,by.gov.cn;gz.gov.cn;m.110ask.com,,silver_candidate,standard_review
chain,E001,CHAIN_E001_003,ev-00010;ev-00015;ev-00023;ev-00001,4,by.gov.cn;gz.gov.cn;m.110ask.com;sohu.com,,silver_candidate,standard_review
chain,E002,CHAIN_E002_001,ev-00044;ev-00036;ev-00049;ev-00041;ev-00042,5,163.com;jfdaily.com;m.thepaper.cn;pudong.gov.cn;toutiao.com,,silver_candidate,standard_review
chain,E002,CHAIN_E002_002,ev-01420;ev-00036;ev-01425;ev-00041;ev-00046,5,163.com;m.thepaper.cn;pudong.gov.cn;thepaper.cn;toutiao.com,,silver_candidate,standard_review
chain,E002,CHAIN_E002_003,ev-00049;ev-00042;ev-00038;ev-00048,3,163.com;news.bbaqw.com;pudong.gov.cn,,silver_candidate,standard_review
chain,E003,CHAIN_E003_001,ev-00056;ev-01438;ev-00059;ev-01440,4,news.qq.com;news.sohu.com;sz.news.fang.com;xiaoqushuo.com,,silver_candidate,standard_review
chain,E003,CHAIN_E003_002,ev-01439;ev-01435;ev-00059;ev-01436,4,163.com;m.toutiao.com;pnr.sz.gov.cn;sz.news.fang.com,,silver_candidate,standard_review
chain,E003,CHAIN_E003_003,ev-00056;ev-01438;ev-00057;ev-01440,4,finance.eastmoney.com;news.qq.com;news.sohu.com;xiaoqushuo.com,,silver_candidate,standard_review
chain,E005,CHAIN_E005_001,ev-00096;ev-00097,1,kankanews.com,,low_confidence,human_review_required
chain,E006,CHAIN_E006_001,ev-00116,1,sohu.com,,low_confidence,human_review_required
chain,E006,CHAIN_E006_002,ev-00116,1,sohu.com,,low_confidence,human_review_required
chain,E006,CHAIN_E006_003,ev-01505;ev-00116,2,sohu.com;zfcj.gz.gov.cn,,silver_candidate,standard_review
chain,E007,CHAIN_E007_001,ev-00137;ev-00139,2,api.app.anhuinews.com;k.sina.com.cn,,silver_candidate,standard_review
chain,E008,CHAIN_E008_001,ev-00179;ev-00180,2,ykbyq.lncourt.gov.cn;zhuanlan.zhihu.com,,silver_candidate,standard_review
chain,E009,CHAIN_E009_001,ev-00205;ev-01536;ev-00206;ev-00207,3,m.sohu.com;news.cnr.cn;toutiao.com,,silver_candidate,standard_review
chain,E011,CHAIN_E011_001,ev-01584;ev-01577;ev-01572;ev-00245,4,m.gmw.cn;m.sohu.com;news.sohu.com;sohu.com,,silver_candidate,standard_review
chain,E011,CHAIN_E011_002,ev-01584;ev-01577;ev-01576;ev-00245,4,finance.ifeng.com;m.gmw.cn;news.sohu.com;sohu.com,,silver_candidate,standard_review
chain,E011,CHAIN_E011_003,ev-01584;ev-01585;ev-01572;ev-01579,4,163.com;m.gmw.cn;m.sohu.com;sohu.com,,silver_candidate,standard_review
chain,E012,CHAIN_E012_001,ev-01591;ev-00264;ev-00268;ev-01597,4,cj.sina.com.cn;m.szhgh.com;opinion.voc.com.cn;sohu.com,,silver_candidate,standard_review
chain,E012,CHAIN_E012_002,ev-01603;ev-01592;ev-01599;ev-00263,4,m.szhgh.com;news.ifeng.com;sohu.com;toutiao.com,,silver_candidate,standard_review
chain,E012,CHAIN_E012_003,ev-00260;ev-01600;ev-01596;ev-01593,3,amr.ahsz.gov.cn;law.rednet.cn;toutiao.com,,silver_candidate,standard_review
chain,E013,CHAIN_E013_001,ev-01625;ev-00284;ev-01621,3,163.com;hinews.cn;news.cctv.com,,silver_candidate,standard_review
chain,E013,CHAIN_E013_002,ev-01622;ev-00284;ev-01623,3,m.sohu.com;new.qq.com;news.cctv.com,,silver_candidate,standard_review
chain,E013,CHAIN_E013_003,ev-01618;ev-00280;ev-01621,3,hinews.cn;sohu.com;toutiao.com,,silver_candidate,standard_review
chain,E014,CHAIN_E014_001,ev-00308;ev-01640;ev-01644,3,m.sohu.com;m.toutiao.com;sohu.com,,silver_candidate,standard_review
chain,E015,CHAIN_E015_001,ev-00331;ev-00326;ev-00329;ev-00330,4,cn.chinadaily.com.cn;fzsx.gov.cn;news.jcrb.com;nmgcb.com.cn,,silver_candidate,standard_review
chain,E015,CHAIN_E015_002,ev-00328;ev-00347;ev-00331;ev-00326,3,cn.chinadaily.com.cn;fzsx.gov.cn;toutiao.com,,silver_candidate,standard_review
chain,E015,CHAIN_E015_003,ev-00328;ev-00347;ev-00326;ev-00331,3,cn.chinadaily.com.cn;fzsx.gov.cn;toutiao.com,,silver_candidate,standard_review
chain,E016,CHAIN_E016_001,ev-00389;ev-00400;ev-00380;ev-00365,3,m.163.com;mobile.chengdu.cn;toutiao.com,,silver_candidate,standard_review
chain,E016,CHAIN_E016_002,ev-00389;ev-00387;ev-00362;ev-00365,4,c.m.163.com;m.163.com;mobile.chengdu.cn;toutiao.com,,silver_candidate,standard_review
chain,E016,CHAIN_E016_003,ev-00399;ev-00366;ev-00390,3,m.163.com;sohu.com;toutiao.com,,silver_candidate,standard_review
chain,E017,CHAIN_E017_001,ev-00407;ev-00403;ev-00425,3,m.sohu.com;m.thepaper.cn;news.bjd.com.cn,,silver_candidate,standard_review
chain,E017,CHAIN_E017_002,ev-00408;ev-00424;ev-00423,3,new.qq.com;news.china.com;toutiao.com,,silver_candidate,standard_review
chain,E018,CHAIN_E018_001,ev-01658;ev-00437;ev-00443,2,gz.news.fang.com;sohu.com,,silver_candidate,standard_review
chain,E018,CHAIN_E018_002,ev-00439;ev-01651,2,163.com;toutiao.china.com,,silver_candidate,standard_review
chain,E018,CHAIN_E018_003,ev-00440;ev-01653,2,163.com;app.myzaker.com,,silver_candidate,standard_review
